Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",3.04,0.0745,1.3651,0.1146,0.5296,0.41,-0.67,1.04,0.76,-0.19,-0.36,-1.13,-0.21,-2.76,#N/A,100.00,44.46,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",1.84,0.0588,1.0587,0.0895,0.5273,0.05,0.31,-0.06,0.11,0.29,0.48,-0.92,-0.24,-1.57,-5.62,96.84,42.34,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",1.51,0.0635,1.1303,0.1034,0.5141,-0.02,0.04,1.84,0.19,-0.15,-1.56,-0.15,-0.18,-1.20,-3.77,94.10,42.23,2.18,3.60,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",2.40,0.0705,1.2813,0.0908,0.4995,0.83,0.90,0.29,0.96,-0.88,-0.17,-1.06,-0.46,-2.03,-5.66,97.07,42.01,2.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",2.09,0.0726,1.3204,0.0877,0.4835,1.04,1.09,0.46,0.02,-0.38,0.38,-1.23,-1.22,-1.71,-5.66,97.07,41.82,2.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",2.89,0.0801,1.4732,0.1037,0.4712,0.74,0.45,1.24,-0.46,-0.31,0.36,-1.70,-0.68,-2.67,#N/A,100.00,42.84,2.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",2.31,0.0706,1.2921,0.1073,0.4697,0.52,-0.03,-0.22,0.09,0.95,-0.56,-0.85,-0.95,-2.05,#N/A,100.00,44.10,2.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",1.46,0.0610,1.0856,0.1075,0.4690,-0.21,-0.23,1.28,0.71,-0.29,-0.31,-0.72,-0.20,-1.21,-3.77,94.10,42.68,2.16,3.25,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",4.11,0.0823,1.5129,0.1084,0.4558,0.79,-0.69,1.11,0.72,-0.06,-0.62,-0.10,-0.41,-3.91,#N/A,100.00,43.72,2.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",1.97,0.0649,1.1754,0.0876,0.4540,0.58,0.79,-0.07,-0.36,0.76,-0.46,0.09,-0.95,-1.71,-5.62,96.84,41.28,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",2.93,0.0811,1.4897,0.1027,0.4538,0.99,0.13,0.15,0.32,0.40,-0.27,-1.16,-1.04,-2.69,#N/A,100.00,42.91,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",3.37,0.0815,1.4993,0.1095,0.4420,0.28,0.39,0.73,0.92,0.34,-0.95,-0.89,-0.84,-3.16,#N/A,100.00,43.66,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",3.03,0.0779,1.4308,0.1085,0.4300,-0.82,0.83,0.71,1.46,-0.09,-0.52,-1.63,-0.26,-2.91,#N/A,100.00,44.42,2.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",2.34,0.0747,1.3678,0.1018,0.4182,0.60,-0.28,0.87,-0.18,1.62,-0.78,-1.80,-0.83,-2.16,#N/A,100.00,43.55,2.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",1.95,0.0638,1.1347,0.1033,0.4148,0.20,0.48,1.28,-0.07,-0.20,-0.97,-0.76,0.68,-1.74,-3.77,94.10,42.29,2.05,2.80,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",2.73,0.0674,1.2194,0.0929,0.4128,0.76,0.85,0.24,-0.27,-0.06,-0.25,0.03,-0.46,-2.46,-5.66,97.07,42.55,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",3.27,0.0714,1.3071,0.1065,0.4097,-1.00,0.65,0.60,1.09,0.62,-0.84,-1.19,0.05,-3.09,#N/A,100.00,44.59,2.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",1.78,0.0626,1.1300,0.1004,0.4073,0.49,-0.24,1.32,-0.57,-0.12,0.67,-1.06,-0.38,-1.57,-5.62,96.84,42.93,2.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",1.74,0.0616,1.1117,0.0871,0.4035,0.04,0.73,-0.08,0.55,0.31,-0.37,-0.59,-0.49,-1.53,-5.62,96.84,41.96,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",2.39,0.0765,1.4019,0.1021,0.3979,0.81,-0.37,0.43,0.73,0.25,-0.45,-1.24,-0.96,-2.19,#N/A,100.00,43.64,2.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",2.48,0.0678,1.2250,0.0936,0.3973,-0.09,1.18,0.61,0.06,0.42,-0.71,-0.63,-0.08,-2.23,-5.62,96.84,42.26,2.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",2.79,0.0772,1.4156,0.1086,0.3958,0.89,-0.16,0.28,1.35,-0.61,-0.40,-1.43,-0.29,-2.63,#N/A,100.00,43.94,2.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",3.18,0.0774,1.4206,0.1101,0.3873,0.03,0.52,0.42,1.30,0.35,-1.54,-0.92,-0.12,-3.05,#N/A,100.00,44.21,2.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",2.11,0.0686,1.2296,0.1111,0.3863,1.09,0.65,0.74,-0.46,-0.38,0.41,-0.49,-0.67,-1.97,-3.77,94.10,41.24,2.08,2.33,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",2.18,0.0792,1.4527,0.0980,0.3743,1.04,0.02,-0.04,1.56,-0.62,0.12,-1.62,-1.29,-2.08,#N/A,100.00,43.22,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",3.35,0.0855,1.5747,0.1056,0.3733,1.43,-0.45,0.90,1.21,0.06,-1.30,-1.10,-0.53,-3.21,#N/A,100.00,43.03,2.21,1.00,100.00
% Tgt +3 SectRank,2.09,0.0481,0.7974,0.0694,0.3555,1.59,1.55,0.36,1.07,1.13,0.33,-0.76,-0.37,-2.10,-2.59,80.57,60.24,2.16,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",2.13,0.0658,1.1910,0.0973,0.3554,0.65,-0.08,1.11,0.10,0.19,-0.61,-0.71,-0.09,-1.96,-5.62,96.84,42.30,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",2.00,0.0564,1.0014,0.0963,0.3487,0.67,-0.91,0.39,0.77,0.72,-0.12,-1.41,0.78,-1.89,-3.77,94.10,41.84,2.33,3.67,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",2.24,0.0837,1.5382,0.0979,0.3281,1.06,1.12,-0.01,0.91,-0.29,-0.75,-1.44,-1.32,-2.17,#N/A,100.00,42.52,2.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",3.11,0.0806,1.4787,0.1015,0.3141,1.13,-0.48,0.11,0.81,0.54,-0.51,-0.45,-1.08,-3.02,#N/A,100.00,43.28,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",2.15,0.0681,1.2371,0.0932,0.3064,0.83,0.77,1.23,-0.18,-1.08,0.55,-1.15,-0.40,-1.99,-5.66,97.07,42.34,2.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",1.29,0.0598,1.0798,0.0911,0.2976,0.55,-0.01,1.12,-0.60,-0.12,0.08,-0.17,-1.08,-1.14,-5.62,96.84,42.03,2.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",2.05,0.0740,1.3540,0.1006,0.2956,0.90,-0.92,0.88,0.19,0.71,-0.12,-1.35,-1.17,-1.96,#N/A,100.00,43.83,2.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",1.23,0.0560,0.9969,0.0982,0.2880,1.04,-0.17,0.43,-0.08,0.43,-0.22,-1.15,-0.16,-1.14,-3.77,94.10,41.50,2.42,3.67,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",2.08,0.0654,1.1789,0.0960,0.2803,0.55,0.60,0.30,-0.15,0.54,-0.12,-0.62,-0.46,-1.99,-5.62,96.84,42.58,2.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",1.95,0.0629,1.1380,0.1013,0.2766,0.62,-0.25,1.34,-0.05,-0.41,0.29,-0.94,0.01,-1.86,-5.62,96.84,42.72,2.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",1.95,0.0692,1.2558,0.1021,0.2687,1.08,1.27,0.05,-0.33,-0.89,1.04,-0.91,-0.63,-1.87,-5.62,96.84,41.74,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",2.37,0.0676,1.2082,0.1088,0.2666,0.64,1.00,0.79,-0.46,-0.73,0.67,-0.10,-0.31,-2.33,-3.77,94.10,41.67,2.00,2.33,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",1.91,0.0648,1.1697,0.0969,0.2589,0.36,-0.12,1.15,-0.48,0.63,0.42,-1.45,0.03,-1.83,-5.62,96.84,42.52,2.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",1.21,0.0630,1.1413,0.0887,0.2399,1.04,0.24,0.20,0.11,1.28,-1.11,-1.48,-0.36,-1.14,-5.62,96.84,41.65,2.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",0.99,0.0698,1.2674,0.0860,0.2301,0.89,0.13,1.15,0.47,-0.43,0.42,-1.15,-1.89,-0.95,-5.62,96.84,40.49,2.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",1.55,0.0605,1.0771,0.1096,0.2246,0.57,0.49,0.65,1.27,-0.78,-1.47,-0.43,0.46,-1.59,-3.77,94.10,42.48,2.24,3.25,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",0.81,0.0591,1.0536,0.0942,0.2141,0.91,-0.03,0.75,0.90,-0.38,-0.49,-1.08,-0.42,-0.81,-3.77,94.10,41.12,2.41,4.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",2.60,0.0796,1.4634,0.1031,0.1934,1.23,0.24,0.19,0.79,0.17,-1.20,-0.60,-1.01,-2.66,#N/A,100.00,42.82,2.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",1.60,0.0702,1.2742,0.0848,0.1925,1.71,0.96,-0.23,0.86,-0.16,-0.59,-0.78,-1.31,-1.59,-5.62,96.84,40.56,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",2.34,0.0692,1.2540,0.0908,0.1692,0.93,0.71,0.49,-0.49,0.95,-0.48,-0.92,-0.13,-2.30,-5.66,97.07,42.23,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",2.95,0.0735,1.3480,0.1022,0.1686,0.73,-0.10,1.53,-0.29,0.63,-0.78,-1.55,0.17,-2.98,#N/A,100.00,43.72,2.55,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",2.56,0.0675,1.2211,0.0848,0.1610,1.22,1.22,-0.51,-0.21,0.90,-0.26,-0.44,-0.45,-2.57,-5.62,96.84,41.03,1.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",2.19,0.0708,1.2929,0.1054,0.1454,0.43,-0.57,0.84,0.01,0.85,-0.42,-0.74,-0.93,-2.23,#N/A,100.00,44.35,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",1.24,0.0650,1.1596,0.1053,0.0859,0.89,0.59,1.00,0.78,-0.62,-0.41,-1.71,0.15,-1.36,-3.77,94.10,42.11,2.12,2.80,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",1.73,0.0712,1.2926,0.0970,0.0676,1.51,0.46,0.48,-0.27,0.55,-0.06,-1.18,-0.68,-1.86,-5.62,96.84,41.41,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",3.09,0.0781,1.4393,0.1126,0.0271,1.25,0.03,0.61,-0.18,0.43,-0.31,-0.54,-0.82,-3.31,#N/A,100.00,43.44,2.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",2.14,0.0710,1.2857,0.0834,0.0204,1.53,1.16,-0.15,-0.11,0.33,-0.20,-0.18,-0.92,-2.37,-5.62,96.84,40.85,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",0.88,0.0676,1.2070,0.1011,-0.0032,0.31,1.72,0.83,1.07,-0.88,-0.47,-1.61,-0.42,-1.09,-3.77,94.10,41.75,2.14,3.17,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",2.73,0.0704,1.2899,0.1083,-0.0189,-0.01,0.79,0.75,0.44,0.33,-0.81,-0.97,-0.19,-2.95,#N/A,100.00,44.34,2.52,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",1.38,0.0727,1.3217,0.0833,-0.0384,1.85,1.07,0.59,-0.09,0.06,-0.94,0.28,-2.11,-1.62,-5.62,96.84,40.41,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",0.74,0.0668,1.2124,0.0887,-0.0788,1.37,0.83,0.13,-0.36,0.85,-0.30,-1.06,-1.37,-1.02,-5.62,96.84,40.69,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",0.75,0.0638,1.1392,0.1047,-0.1383,1.09,0.56,1.13,0.29,0.28,-1.75,-0.73,-0.17,-1.18,-3.77,94.10,42.01,2.26,3.60,100.00
Fin Sust,-0.58,0.0246,0.3675,0.0827,-0.2808,-0.69,0.29,0.74,1.18,0.00,-0.76,0.67,0.12,0.15,-1.16,66.44,"1,451.09",125.86,1.00,"3,900.00"
IQS Decile,1.72,0.0150,0.2146,0.1032,-0.4776,0.04,0.15,1.54,1.76,-2.23,-1.80,-4.51,-1.70,-2.68,-1.16,66.44,36.78,2.20,10.00,100.00
Price to 52 Week High,2.49,0.0553,1.0148,0.1503,-0.5377,-0.86,-0.16,-0.02,1.00,1.63,0.23,0.50,-1.15,-3.53,#N/A,100.00,0.78,0.06,0.03,1.00
EBITDA/EV,0.42,-0.0248,-0.3866,0.0757,-0.5465,-0.91,0.46,-1.14,-0.04,1.44,2.20,0.90,-0.26,-1.03,-1.26,71.37,41.49,2.06,1.00,100.00
IQS Rank,-1.27,0.0102,0.1399,0.1047,-0.6464,-1.03,-0.08,0.45,-0.13,0.00,0.25,0.43,1.52,0.45,-1.16,66.44,"1,188.03",98.33,1.00,"3,898.00"
Economic Margin Momentum,0.15,0.0033,0.0399,0.0762,-0.8324,0.92,0.40,1.69,-1.21,#N/A,#N/A,#N/A,#N/A,#N/A,-2.59,80.15,2.85,0.20,1.00,5.00
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,0.75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.26,49.91,1.00,0.00,1.00,1.00
