Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",1.54,0.0618,1.2361,0.0881,1.0701,0.71,-0.56,0.87,1.12,1.10,-0.43,-0.26,-0.40,-0.63,-2.40,92.86,41.63,2.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",2.45,0.0701,1.4245,0.0976,1.0676,0.73,0.36,0.44,0.41,0.21,-0.12,-0.21,-0.49,-1.60,0.85,96.38,42.12,2.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",2.11,0.0710,1.4420,0.0987,1.0676,1.24,0.11,-0.12,0.52,0.38,0.00,-0.41,-0.77,-1.23,0.85,96.38,41.69,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",3.09,0.0803,1.6613,0.0941,1.0657,1.15,0.55,0.51,-0.32,0.91,0.11,0.10,-0.97,-2.23,#N/A,100.00,43.80,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",2.96,0.0795,1.6437,0.0946,1.0633,1.45,0.13,-0.52,1.14,0.72,-0.18,0.44,-1.28,-2.11,#N/A,100.00,43.30,2.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",2.97,0.0767,1.5878,0.0875,1.0623,0.32,0.77,0.71,0.61,0.95,0.00,-0.61,-0.82,-2.10,#N/A,100.00,44.03,2.41,1.00,100.00
EBITDA/EV,1.49,-0.0649,-1.1130,0.1173,1.0613,-1.06,-2.51,-1.17,-0.51,1.72,0.95,1.99,1.26,-0.81,0.33,68.64,44.67,2.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",2.06,0.0693,1.4085,0.0955,1.0528,0.85,-0.03,0.11,0.76,0.51,-0.42,-0.57,-0.21,-1.18,0.85,96.38,42.30,2.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",3.00,0.0764,1.5800,0.0862,1.0468,0.68,0.28,0.38,0.89,0.96,0.44,-0.51,-1.17,-2.15,#N/A,100.00,44.00,2.55,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",2.16,0.0686,1.3930,0.0997,1.0462,1.10,-0.13,0.40,0.64,-0.27,0.17,-0.80,-0.07,-1.29,0.85,96.38,42.08,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",3.00,0.0767,1.5878,0.0889,1.0442,1.00,0.56,-0.60,1.70,0.57,0.23,-0.58,-0.84,-2.18,#N/A,100.00,43.62,2.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",2.78,0.0804,1.6629,0.0938,1.0297,0.91,1.08,0.26,0.00,0.17,0.40,-0.28,-0.80,-1.94,#N/A,100.00,43.85,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",1.88,0.0624,1.2484,0.0917,1.0284,0.87,1.06,0.16,0.15,0.24,0.65,-0.42,-0.12,-1.00,-2.40,92.86,42.07,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",0.98,0.0637,1.2727,0.0873,1.0277,0.24,0.72,0.85,0.71,0.63,-0.21,-1.00,-0.27,-0.11,-2.40,92.86,43.09,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",2.42,0.0717,1.4857,0.0851,1.0271,0.37,0.56,0.65,0.63,0.40,0.29,-0.50,-0.90,-1.61,#N/A,100.00,44.35,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",1.87,0.0587,1.1736,0.0899,1.0254,1.10,0.19,0.94,0.11,0.32,-0.27,0.16,0.12,-1.06,-2.40,92.86,41.97,2.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",1.77,0.0766,1.5862,0.0877,1.0251,0.74,0.65,-0.32,1.11,0.85,-0.19,-0.37,-1.61,-0.92,#N/A,100.00,44.96,2.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",2.31,0.0777,1.6079,0.0921,1.0215,1.09,0.77,-0.27,0.04,1.33,-0.34,-0.07,-1.17,-1.54,#N/A,100.00,44.37,1.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",2.14,0.0679,1.3821,0.0985,0.9994,1.19,-0.29,0.34,0.44,-0.09,0.23,-0.21,-0.49,-1.39,0.85,96.38,41.08,2.54,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",1.03,0.0596,1.1918,0.0855,0.9857,0.27,0.21,1.01,0.79,0.39,0.16,0.32,-1.26,-0.20,-2.40,92.86,42.31,2.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",1.70,0.0635,1.2693,0.0900,0.9800,0.73,1.19,-0.09,0.43,0.74,0.44,-0.21,-0.75,-0.89,-2.40,92.86,42.25,2.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",1.83,0.0591,1.1850,0.0927,0.9797,0.96,0.56,-0.22,0.81,0.71,-0.56,0.02,0.43,-1.03,-2.40,92.86,40.85,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",1.95,0.0744,1.5085,0.0982,0.9792,1.34,0.38,0.08,0.47,-0.11,0.11,0.01,-1.31,-1.15,0.85,96.38,42.68,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",2.62,0.0812,1.6777,0.0945,0.9777,1.44,0.93,-0.27,0.40,-0.17,0.41,-0.14,-0.88,-1.82,#N/A,100.00,44.36,2.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",2.23,0.0683,1.3885,0.0989,0.9771,0.79,0.16,0.24,0.61,0.07,0.22,-0.44,-0.32,-1.49,0.85,96.38,41.31,2.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.01,0.0707,1.4355,0.0929,0.9719,0.61,0.84,0.07,0.42,-0.36,0.66,-0.22,-0.93,-1.24,0.85,96.38,42.92,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",2.17,0.0704,1.4321,0.0976,0.9667,1.41,-0.44,0.19,1.10,-0.22,0.38,-0.24,-0.83,-1.45,0.85,96.38,40.98,2.54,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",2.15,0.0704,1.4308,0.0984,0.9618,1.06,0.20,0.01,0.85,0.15,-0.15,0.13,-0.98,-1.42,0.85,96.38,41.10,2.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",1.95,0.0723,1.4669,0.0956,0.9563,0.72,0.80,0.00,0.23,0.63,-0.40,-0.37,-0.63,-1.14,0.85,96.38,43.04,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",2.54,0.0788,1.6307,0.0910,0.9448,0.81,1.05,-0.24,0.73,0.04,0.41,0.19,-1.20,-1.83,#N/A,100.00,44.22,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",1.97,0.0655,1.3076,0.0908,0.9389,0.90,0.90,-0.09,1.15,0.18,0.38,-0.58,-0.05,-1.19,-2.40,92.86,42.67,2.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",2.17,0.0681,1.3826,0.1000,0.9348,0.82,0.48,0.44,0.17,0.45,-0.77,-0.24,-0.05,-1.43,0.85,96.38,41.86,2.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",1.90,0.0638,1.2744,0.0912,0.9343,1.36,0.17,0.54,0.37,0.63,0.47,0.28,-0.94,-1.15,-2.40,92.86,41.93,2.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",2.00,0.0778,1.6081,0.0863,0.9341,0.64,0.51,0.12,1.39,0.71,-0.31,0.02,-1.89,-1.29,#N/A,100.00,44.84,2.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",2.29,0.0748,1.5496,0.0922,0.9333,0.86,0.43,0.22,0.33,0.78,-0.14,0.38,-1.33,-1.54,#N/A,100.00,43.68,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",2.98,0.0759,1.5689,0.0859,0.9305,0.49,0.87,0.53,0.59,0.24,1.01,-0.44,-1.12,-2.23,#N/A,100.00,44.50,2.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",1.95,0.0646,1.2897,0.0924,0.9276,1.28,0.56,-0.19,0.91,0.78,-0.09,-0.42,0.07,-1.16,-2.40,92.86,42.23,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",1.09,0.0586,1.1740,0.0899,0.9271,0.70,-0.71,1.17,1.31,0.32,-0.09,-0.82,0.10,-0.34,-2.40,92.86,41.77,2.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",2.66,0.0786,1.6279,0.0942,0.9256,1.65,0.24,-0.40,1.07,0.30,-0.13,0.54,-1.35,-1.94,#N/A,100.00,42.95,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",1.44,0.0618,1.2353,0.0836,0.9215,0.43,0.26,0.61,0.76,0.60,0.82,-1.49,0.46,-0.70,-2.40,92.86,42.26,2.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",2.25,0.0701,1.4244,0.0946,0.9144,0.90,0.17,0.32,0.59,0.19,-0.13,0.09,-0.66,-1.52,0.85,96.38,42.69,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",1.88,0.0579,1.1595,0.0910,0.9128,1.02,-0.05,0.80,0.78,0.43,-0.61,0.16,0.32,-1.16,-2.40,92.86,41.69,2.61,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",2.04,0.0765,1.5831,0.0878,0.9094,0.66,0.98,-0.07,1.04,0.53,-0.25,-0.01,-1.49,-1.34,#N/A,100.00,44.60,2.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",2.12,0.0692,1.4069,0.0989,0.9082,1.38,-0.10,-0.05,0.64,0.33,-0.44,-0.70,0.20,-1.39,0.85,96.38,41.84,2.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",2.06,0.0740,1.5342,0.0879,0.9068,1.50,-0.48,-0.03,1.57,0.57,-0.12,-0.64,-1.01,-1.32,#N/A,100.00,43.98,2.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",2.26,0.0749,1.5530,0.0923,0.9049,1.38,-0.06,0.18,0.30,0.77,-0.32,0.66,-1.43,-1.58,#N/A,100.00,43.38,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",2.18,0.0687,1.3969,0.0976,0.9046,1.61,-0.68,0.49,0.38,0.39,-0.12,-0.51,-0.19,-1.52,0.85,96.38,41.15,2.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",2.63,0.0718,1.4883,0.0873,0.8956,1.15,0.04,0.03,1.28,0.36,-0.15,-0.23,-0.47,-1.92,#N/A,100.00,43.65,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",1.36,0.0578,1.1567,0.0855,0.8756,0.04,1.03,0.97,0.14,0.16,0.48,-0.20,-0.29,-0.64,-2.40,92.86,42.44,2.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",1.10,0.0630,1.2591,0.0876,0.8698,0.32,1.14,0.46,0.84,0.01,0.50,-0.81,-0.35,-0.38,-2.40,92.86,42.72,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",1.93,0.0583,1.1675,0.0901,0.8659,0.94,0.26,0.82,0.52,0.21,0.02,-0.06,0.33,-1.25,-2.40,92.86,41.46,2.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",1.98,0.0736,1.5240,0.0874,0.8620,0.94,0.27,-0.16,1.15,0.93,-0.01,-0.99,-0.77,-1.30,#N/A,100.00,44.30,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",1.50,0.0724,1.4689,0.0929,0.8620,0.84,0.57,-0.08,0.59,0.07,1.02,-0.59,-1.57,-0.84,0.85,96.38,42.81,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",1.63,0.0684,1.3881,0.0956,0.8545,0.57,0.39,-0.16,0.85,0.69,-0.10,-0.77,-0.51,-0.94,0.85,96.38,42.53,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",1.40,0.0593,1.1867,0.0879,0.8526,0.68,-0.09,0.34,1.66,0.12,0.06,-0.82,0.55,-0.73,-2.40,92.86,42.04,2.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",1.15,0.0655,1.3073,0.0876,0.8525,0.68,0.29,0.78,0.63,0.92,0.09,-0.63,-0.54,-0.47,-2.40,92.86,42.96,2.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",1.68,0.0579,1.1597,0.0874,0.8525,0.35,0.12,1.13,0.86,0.34,-0.19,0.01,0.05,-0.99,-2.40,92.86,42.18,2.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",1.72,0.0786,1.6251,0.0862,0.8449,0.96,0.62,0.05,1.06,0.68,-0.18,-0.30,-1.80,-1.06,#N/A,100.00,45.28,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",1.63,0.0587,1.1747,0.0892,0.8435,0.95,0.85,0.32,0.35,-0.13,0.47,0.17,-0.28,-1.00,-2.40,92.86,41.66,2.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",1.92,0.0708,1.4375,0.0943,0.8423,0.55,0.29,0.49,0.70,0.41,-0.21,-0.43,-0.54,-1.30,0.85,96.38,42.97,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",2.21,0.0770,1.5932,0.0923,0.8419,1.83,-0.06,-0.23,0.46,0.83,-0.14,-0.24,-0.86,-1.55,#N/A,100.00,43.77,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",2.02,0.0715,1.4513,0.0972,0.8414,1.81,-0.46,0.42,0.30,0.15,-0.05,-0.62,-0.28,-1.37,0.85,96.38,41.89,2.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",1.79,0.0747,1.5135,0.0965,0.8391,1.00,0.83,0.35,0.25,0.17,0.36,-0.46,-1.44,-1.15,0.85,96.38,42.80,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",0.94,0.0609,1.2165,0.0848,0.8344,0.59,0.21,0.58,0.50,1.20,-0.13,-0.04,-0.90,-0.26,-2.40,92.86,42.67,2.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",2.22,0.0712,1.4767,0.0867,0.8342,0.79,0.20,0.38,0.83,1.15,-0.83,0.03,-0.89,-1.56,#N/A,100.00,43.97,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",2.17,0.0732,1.5171,0.0864,0.8303,0.58,0.87,0.39,0.23,0.76,-0.04,0.04,-1.20,-1.56,#N/A,100.00,44.36,2.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",1.72,0.0729,1.4799,0.0953,0.8301,1.06,0.38,0.59,-0.08,0.27,0.63,-0.12,-1.76,-1.06,0.85,96.38,42.41,2.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",1.91,0.0706,1.4322,0.0993,0.8293,1.38,-0.33,0.64,0.35,0.25,-0.37,0.10,-0.92,-1.28,0.85,96.38,41.90,2.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",2.41,0.0792,1.6395,0.0935,0.8258,1.29,0.52,0.28,0.58,0.21,0.55,0.06,-1.62,-1.78,#N/A,100.00,43.24,2.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",1.53,0.0611,1.2232,0.0924,0.8248,1.26,0.28,0.06,1.31,0.19,-0.04,-0.09,-0.39,-0.88,-2.40,92.86,40.69,2.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",2.66,0.0720,1.4929,0.0858,0.8216,0.65,0.83,0.40,0.12,1.07,-0.42,-0.05,-0.59,-2.04,#N/A,100.00,43.93,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",1.65,0.0724,1.4684,0.0953,0.8210,0.58,0.82,0.40,0.17,0.74,-0.32,-1.00,-0.43,-0.98,0.85,96.38,43.33,1.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",1.62,0.0598,1.1971,0.0932,0.8160,1.37,0.08,0.43,0.62,0.55,-0.18,-0.09,-0.06,-0.97,-2.40,92.86,40.79,2.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",1.82,0.0761,1.5424,0.0979,0.8122,1.19,0.85,0.35,0.16,0.15,0.00,-0.74,-0.88,-1.17,0.85,96.38,43.39,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",1.12,0.0650,1.2961,0.0854,0.8066,0.88,0.13,1.22,0.61,0.35,0.45,-0.09,-1.26,-0.48,-2.40,92.86,42.95,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",2.87,0.0774,1.5989,0.0858,0.7931,1.17,0.55,0.03,0.48,1.36,0.27,-0.77,-0.67,-2.29,#N/A,100.00,45.11,2.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",1.91,0.0706,1.4363,0.0963,0.7928,1.58,-0.20,-0.04,0.77,0.52,-0.18,-0.26,-0.90,-1.35,0.85,96.38,41.05,2.58,1.00,100.00
Economic Margin Momentum,2.02,0.0445,0.7927,0.0747,0.7912,1.18,0.63,0.60,-1.45,#N/A,#N/A,#N/A,#N/A,#N/A,-1.65,75.51,2.93,0.12,1.00,5.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",2.08,0.0741,1.5022,0.0968,0.7888,0.68,1.25,-0.06,0.72,-0.19,0.16,0.02,-1.18,-1.43,0.85,96.38,42.97,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",2.54,0.0749,1.5502,0.0852,0.7850,0.56,1.13,0.60,-0.19,0.98,0.14,0.07,-1.21,-1.99,#N/A,100.00,44.59,2.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",1.90,0.0764,1.5809,0.0921,0.7789,1.27,0.20,0.44,-0.34,1.36,-0.20,-0.09,-1.16,-1.30,#N/A,100.00,44.08,1.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",1.48,0.0604,1.2054,0.0872,0.7755,1.08,0.51,0.36,0.28,0.89,0.64,-0.46,-0.66,-0.91,-2.40,92.86,41.76,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",1.40,0.0602,1.2059,0.0881,0.7642,1.06,-0.26,0.50,1.01,0.77,-0.42,-0.24,0.16,-0.79,-2.40,92.86,41.76,2.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",2.62,0.0801,1.6556,0.0936,0.7573,1.23,1.21,-0.54,0.67,0.59,0.03,0.31,-1.39,-2.03,#N/A,100.00,43.71,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",0.78,0.0582,1.1645,0.0869,0.7442,0.93,-0.15,0.56,1.75,-0.05,-0.39,-0.22,-0.23,-0.22,-2.40,92.86,42.48,2.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",2.09,0.0574,1.1507,0.0885,0.7311,0.96,0.52,0.86,0.22,0.52,0.65,-0.60,0.33,-1.58,-2.40,92.86,40.00,2.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",0.93,0.0589,1.1767,0.0850,0.7307,0.69,0.01,1.15,0.76,0.21,-0.10,-0.56,0.05,-0.38,-2.40,92.86,42.82,2.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",1.52,0.0735,1.5219,0.0862,0.7274,0.94,0.67,0.47,0.75,0.13,-0.22,-0.05,-1.52,-1.02,#N/A,100.00,44.73,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",2.39,0.0795,1.6428,0.0911,0.6976,1.29,0.94,-0.14,0.57,0.55,-0.08,0.18,-1.15,-1.93,#N/A,100.00,44.62,1.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",1.53,0.0617,1.2312,0.0877,0.6947,1.44,0.21,0.39,0.44,0.68,0.62,-0.68,-0.26,-1.03,-2.40,92.86,42.15,2.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.44,0.0809,1.6729,0.0915,0.6898,1.24,0.79,0.09,0.91,-0.47,0.48,-0.07,-0.79,-1.97,#N/A,100.00,44.55,1.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",1.71,0.0766,1.5848,0.0865,0.6833,0.83,0.62,0.73,0.70,0.61,-0.21,-0.34,-1.46,-1.24,#N/A,100.00,44.94,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",0.72,0.0620,1.2362,0.0822,0.6807,1.21,0.03,0.97,0.52,0.18,0.40,-0.34,-0.80,-0.20,-2.40,92.86,43.12,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",1.99,0.0760,1.5733,0.0862,0.6775,0.91,0.55,0.12,0.97,1.08,-0.08,-0.84,-1.05,-1.52,#N/A,100.00,44.18,2.22,1.00,100.00
% Tgt +3 SectRank,0.85,0.0359,0.6562,0.0864,0.6766,0.83,0.32,0.94,0.31,0.77,1.67,0.38,-0.72,-0.25,-1.70,75.78,58.18,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",1.26,0.0564,1.1317,0.0880,0.6749,1.00,-0.03,0.63,1.18,-0.18,0.09,0.10,-0.17,-0.75,-2.40,92.86,41.17,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",1.44,0.0732,1.4832,0.0923,0.6733,1.05,0.59,0.52,-0.19,0.70,-0.03,-0.30,-1.19,-1.00,0.85,96.38,43.14,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30)",2.02,0.0737,1.5252,0.0847,0.6730,0.81,0.66,0.02,0.99,1.23,-0.33,-0.22,-1.38,-1.57,#N/A,100.00,44.22,2.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",2.27,0.0745,1.5426,0.0866,0.6722,0.64,0.92,0.08,0.85,0.82,-0.07,-1.05,-0.27,-1.78,#N/A,100.00,44.29,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",1.47,0.0714,1.4499,0.0938,0.6682,1.28,0.18,-0.09,0.33,1.24,-0.50,-0.47,-0.77,-0.99,0.85,96.38,42.38,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",1.87,0.0598,1.1989,0.0904,0.6595,1.25,0.51,0.66,0.64,-0.02,0.33,-0.17,0.07,-1.40,-2.40,92.86,40.84,2.72,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",1.72,0.0714,1.4479,0.0926,0.6491,0.77,1.02,0.28,0.12,0.36,-0.07,-0.80,-0.19,-1.31,0.85,96.38,43.27,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",1.31,0.0745,1.5098,0.0942,0.6480,1.25,0.43,0.14,0.55,0.22,0.32,-0.39,-1.61,-0.83,0.85,96.38,43.19,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",0.92,0.0619,1.2374,0.0850,0.6465,0.92,0.11,0.87,0.65,0.33,0.70,-1.13,-0.06,-0.44,-2.40,92.86,41.90,2.44,1.00,100.00
