Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",6.32,0.0831,2.5932,0.0808,1.5956,0.92,0.03,-0.32,-0.81,-1.05,-1.10,-1.93,-3.11,-4.93,-6.65,97.98,52.05,3.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",6.28,0.0848,2.6730,0.0832,1.5758,-0.18,0.48,0.26,-0.38,-0.71,-1.38,-2.12,-3.36,-4.92,-6.65,97.98,52.54,3.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",7.32,0.0979,3.0904,0.0894,1.5719,-0.21,1.05,0.11,0.27,-0.25,-1.30,-2.28,-3.53,-6.03,-9.00,98.09,52.40,3.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",7.21,0.0930,2.9266,0.0881,1.5621,0.40,0.63,-0.14,-0.27,-0.46,-1.39,-1.97,-3.02,-5.91,-9.00,98.09,51.99,3.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",6.79,0.0928,2.9267,0.0860,1.5251,0.53,0.84,-0.32,-0.28,-0.45,-1.02,-2.19,-3.70,-5.51,-9.00,98.09,51.13,3.49,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",6.13,0.0816,2.5620,0.0813,1.5201,0.45,0.29,-0.36,-0.55,-0.98,-1.14,-2.12,-2.98,-4.83,-6.65,97.98,52.11,3.42,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",6.96,0.0961,3.0527,0.0905,1.4999,-0.10,0.74,0.26,0.26,-0.30,-1.17,-2.41,-3.61,-5.74,-9.00,98.09,52.45,3.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26)",6.32,0.0867,2.7118,0.0825,1.4992,0.22,0.54,0.19,-0.42,-0.86,-1.47,-1.87,-3.57,-5.03,-6.65,97.98,52.48,3.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",6.24,0.0768,2.4004,0.0770,1.4962,0.32,0.13,-0.51,-0.72,-0.58,-0.92,-2.14,-2.78,-4.95,-6.65,97.98,52.15,3.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",6.96,0.0920,2.8965,0.0816,1.4945,0.30,0.52,-0.16,0.10,-0.20,-1.41,-2.03,-3.42,-5.75,-9.00,98.09,51.61,3.41,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",6.11,0.0796,2.4659,0.0744,1.4781,1.30,0.03,-0.57,-0.98,-1.08,-1.00,-2.02,-3.02,-4.81,-6.65,97.98,51.23,3.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",7.51,0.0935,2.9568,0.0865,1.4225,0.57,0.27,-0.08,-0.41,-0.14,-0.91,-2.17,-3.28,-6.39,-11.32,98.90,51.22,3.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",7.38,0.0923,2.9340,0.0877,1.4202,0.46,0.19,0.16,-0.43,-0.38,-0.71,-2.32,-3.26,-6.27,-11.32,98.90,51.28,3.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",6.76,0.0915,2.8943,0.0889,1.4169,0.51,0.19,0.13,-0.13,-0.48,-1.35,-1.90,-3.33,-5.63,-9.00,98.09,52.04,3.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",6.56,0.0900,2.8358,0.0801,1.4090,0.34,0.75,-0.13,-0.64,-0.29,-1.44,-2.16,-3.69,-5.38,-10.30,98.87,51.37,3.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",7.58,0.0995,3.1596,0.0867,1.3941,0.62,0.51,-0.11,0.05,0.13,-1.29,-2.25,-3.75,-6.43,-11.32,98.90,51.51,3.45,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",6.28,0.0847,2.6633,0.0795,1.3840,0.52,0.70,-0.42,-0.72,-0.78,-1.01,-2.51,-3.22,-5.16,-10.30,98.87,51.11,3.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9)",6.23,0.0834,2.5864,0.0742,1.3805,1.03,0.14,-0.38,-0.57,-0.56,-1.48,-2.34,-2.88,-5.04,-6.65,97.98,51.52,3.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",6.17,0.0837,2.6429,0.0806,1.3352,0.54,0.81,-0.63,-0.62,-1.19,-0.72,-2.48,-3.14,-5.11,-10.30,98.87,51.18,3.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",6.92,0.0870,2.7274,0.0834,1.3138,0.76,0.11,-0.24,-0.44,-0.42,-1.07,-1.71,-2.97,-5.87,-9.00,98.09,52.05,3.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",6.45,0.0806,2.5273,0.0770,1.3038,0.31,0.68,-0.30,-0.87,-0.99,-1.07,-1.85,-2.96,-5.41,-10.30,98.87,51.29,3.48,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",7.10,0.0982,3.1344,0.0880,1.3038,0.85,0.18,-0.23,0.35,-0.06,-1.13,-2.29,-4.06,-6.07,-11.32,98.90,51.57,3.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",5.71,0.0783,2.4373,0.0748,1.2924,1.18,0.01,-0.46,-1.01,-0.76,-1.18,-2.12,-3.03,-4.62,-6.65,97.98,51.32,3.51,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",5.80,0.0816,2.5484,0.0747,1.2903,0.94,0.13,-0.56,-0.33,-0.66,-1.54,-2.20,-3.09,-4.73,-6.65,97.98,51.60,3.53,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",7.04,0.0903,2.8379,0.0839,1.2889,-0.15,1.06,-0.05,-0.45,-0.31,-0.79,-1.64,-3.45,-6.04,-9.00,98.09,52.40,3.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",6.75,0.0888,2.7719,0.0811,1.2678,1.05,0.31,-0.18,-0.64,-0.88,-0.76,-1.65,-3.34,-5.70,-9.00,98.09,51.25,3.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",6.37,0.0797,2.5085,0.0775,1.2584,0.42,0.57,-0.48,-0.71,-1.10,-1.06,-1.82,-2.85,-5.36,-10.30,98.87,51.35,3.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",6.22,0.0886,2.8081,0.0811,1.2508,0.49,0.83,-0.30,-0.94,-0.38,-1.08,-2.32,-3.60,-5.22,-10.30,98.87,51.45,3.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",6.73,0.0889,2.8095,0.0847,1.2185,-0.16,1.05,-0.30,-0.18,-0.35,-0.79,-1.65,-3.57,-5.82,-9.00,98.09,52.44,3.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",6.67,0.0859,2.7049,0.0841,1.2021,0.75,-0.05,-0.13,-0.25,-0.48,-1.00,-1.87,-2.99,-5.75,-9.00,98.09,52.09,3.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",6.35,0.0874,2.7441,0.0818,1.1243,1.06,0.43,-0.39,-0.45,-0.79,-0.82,-1.90,-3.31,-5.48,-9.00,98.09,51.32,3.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",6.33,0.0842,2.6566,0.0824,1.1013,0.86,0.13,0.14,-1.26,-0.39,-1.20,-1.97,-3.12,-5.44,-10.30,98.87,52.04,3.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",6.24,0.0797,2.5076,0.0789,1.0916,0.58,0.32,-0.73,-0.38,-0.79,-0.86,-2.12,-2.88,-5.35,-10.30,98.87,52.08,3.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21)",6.05,0.0857,2.7190,0.0813,1.0854,0.10,0.56,-0.33,0.23,-0.12,-0.95,-2.41,-3.35,-5.15,-8.26,97.22,51.21,3.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",6.91,0.0901,2.8696,0.0862,1.0592,0.24,0.42,0.17,-0.30,-0.39,-0.59,-2.27,-3.27,-6.12,-11.32,98.90,52.44,3.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",6.08,0.0820,2.5860,0.0791,1.0564,0.36,0.18,-0.03,-0.54,-0.46,-1.17,-1.97,-3.37,-5.22,-10.30,98.87,52.40,3.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",7.06,0.0910,2.8887,0.0851,1.0556,0.23,0.64,-0.03,-0.22,-0.35,-0.58,-2.32,-3.21,-6.26,-11.32,98.90,52.42,3.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",6.08,0.0789,2.4905,0.0792,1.0396,0.67,0.09,-0.65,-0.31,-0.85,-0.85,-2.09,-2.90,-5.26,-10.30,98.87,52.12,3.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",6.99,0.0891,2.8088,0.0833,1.0388,0.69,0.38,-0.01,-0.44,-0.74,-0.61,-2.29,-2.89,-6.22,-11.32,98.90,51.38,3.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",7.02,0.0929,2.9492,0.0893,1.0373,0.80,0.17,0.07,-0.10,-0.57,-1.01,-2.07,-3.21,-6.26,-11.32,98.90,52.06,3.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",5.11,0.0661,2.0882,0.0757,1.0361,-0.39,0.15,-0.21,-1.19,-0.34,-1.48,-1.19,-2.79,-4.24,-4.36,97.02,52.39,3.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",7.09,0.0933,2.9510,0.0830,1.0296,0.60,0.33,-0.17,-0.07,0.03,-0.91,-2.51,-3.15,-6.31,-11.32,98.90,51.65,3.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",6.90,0.0879,2.7804,0.0851,1.0183,0.66,0.04,-0.25,-0.25,-0.31,-0.78,-2.35,-2.73,-6.15,-11.32,98.90,52.10,3.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",6.78,0.0870,2.7612,0.0858,1.0087,0.64,-0.21,0.01,-0.30,-0.29,-0.75,-2.38,-2.80,-6.04,-11.32,98.90,52.13,3.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",6.29,0.0841,2.6434,0.0768,1.0042,0.76,0.37,-0.16,-0.66,-0.41,-1.11,-2.26,-3.24,-5.51,-10.30,98.87,51.54,3.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",5.86,0.0842,2.6891,0.0836,0.9953,0.12,0.29,-0.16,0.32,-0.19,-1.13,-2.16,-3.36,-5.06,-8.26,97.22,51.30,3.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",6.91,0.0880,2.7875,0.0841,0.9808,0.81,0.31,-0.25,-0.39,-0.53,-0.86,-2.10,-2.89,-6.20,-11.32,98.90,51.43,3.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",6.97,0.0976,3.1090,0.0900,0.9778,0.59,0.27,0.55,-0.16,0.24,-1.44,-2.40,-3.53,-6.24,-11.32,98.90,52.43,3.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",6.86,0.0963,3.0819,0.0912,0.9653,0.60,0.29,0.29,0.00,0.17,-1.42,-2.53,-3.35,-6.17,-11.32,98.90,52.46,3.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",6.84,0.0918,2.9263,0.0901,0.9552,0.77,0.20,0.08,-0.13,-0.76,-0.83,-2.08,-3.20,-6.18,-11.32,98.90,52.09,3.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",6.13,0.0832,2.6357,0.0830,0.9452,0.98,0.15,-0.02,-1.11,-0.57,-1.15,-1.84,-3.13,-5.42,-10.30,98.87,52.08,3.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",6.09,0.0830,2.6204,0.0773,0.9434,0.96,0.11,-0.27,-0.63,-0.40,-1.13,-2.26,-3.15,-5.37,-10.30,98.87,51.60,3.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",4.89,0.0702,2.2318,0.0807,0.9264,-0.35,0.31,-0.29,-0.42,-0.84,-1.46,-1.39,-3.09,-4.10,-4.36,97.02,52.41,3.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",5.91,0.0810,2.5651,0.0799,0.9160,0.63,-0.25,0.17,-0.44,-0.63,-1.09,-1.98,-3.24,-5.20,-10.30,98.87,52.44,3.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",5.18,0.0673,2.1122,0.0750,0.9105,0.31,-0.21,-0.31,-0.98,-0.77,-1.16,-1.36,-2.66,-4.43,-4.36,97.02,52.33,3.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",4.69,0.0744,2.3354,0.0725,0.8966,0.17,0.61,0.00,-1.09,-0.45,-0.96,-2.58,-3.35,-3.94,-4.36,97.02,51.16,3.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",6.91,0.0887,2.8683,0.0866,0.8672,-0.31,0.46,0.08,-0.02,0.07,-1.35,-1.83,-2.62,-6.28,-8.96,98.52,51.89,3.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",5.92,0.0800,2.5210,0.0781,0.8398,0.29,0.10,0.34,-0.49,-0.43,-0.89,-1.43,-3.32,-5.27,-8.26,97.22,51.41,3.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",5.95,0.0877,2.7772,0.0834,0.8316,0.82,-0.04,0.36,-0.50,-0.15,-1.45,-2.26,-3.47,-5.31,-10.30,98.87,52.41,3.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",6.86,0.0921,2.9272,0.0839,0.8282,0.85,0.16,-0.07,0.01,-0.09,-1.06,-2.30,-3.15,-6.31,-11.32,98.90,51.69,3.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",5.36,0.0760,2.4168,0.0752,0.8117,0.11,0.01,0.28,-1.18,0.08,-1.44,-1.75,-3.33,-4.70,-4.43,98.44,51.27,3.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",6.20,0.0850,2.7309,0.0851,0.8098,-0.02,0.17,-0.23,0.62,-0.53,-0.84,-2.05,-3.31,-5.58,-8.96,98.52,51.47,3.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",5.79,0.0710,2.2526,0.0765,0.8092,-0.09,0.08,-0.21,-0.81,-0.68,-1.15,-1.29,-2.59,-5.14,-4.43,98.44,52.29,3.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",6.36,0.0859,2.7470,0.0835,0.8083,0.09,0.10,-0.11,0.26,-0.16,-0.77,-2.22,-3.21,-5.74,-8.96,98.52,51.42,3.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",6.26,0.0793,2.5390,0.0846,0.7917,-0.40,0.75,-0.19,-0.63,-0.52,-0.43,-2.01,-2.62,-5.67,-8.96,98.52,52.35,3.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",5.68,0.0775,2.4537,0.0827,0.7890,-0.28,0.76,0.05,-0.33,-0.84,-0.77,-1.21,-3.28,-5.15,-8.26,97.22,52.29,3.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",6.68,0.0899,2.8643,0.0825,0.7888,0.10,0.41,0.19,0.52,-0.36,-1.36,-1.57,-2.92,-6.07,-8.26,97.22,51.68,3.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",4.50,0.0728,2.3041,0.0744,0.7620,0.46,0.18,-0.06,-0.99,-0.28,-1.24,-2.45,-3.19,-3.88,-4.36,97.02,51.28,3.50,1.00,100.00
% Tgt +3 SectRank,3.30,0.0380,1.1323,0.0807,0.7599,0.54,0.07,-1.15,-1.14,-1.63,-1.62,-2.04,-0.97,-2.82,-2.05,88.24,49.39,5.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",5.76,0.0866,2.7532,0.0844,0.7597,1.03,-0.27,0.27,-0.36,-0.48,-1.24,-2.33,-3.32,-5.21,-10.30,98.87,52.45,3.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",5.84,0.0783,2.5006,0.0776,0.7421,-0.57,0.67,0.07,-0.07,-0.82,-1.17,-2.11,-2.57,-5.28,-4.43,98.44,51.68,3.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",5.57,0.0763,2.4300,0.0836,0.7349,-0.32,0.57,0.22,-0.22,-0.85,-0.93,-1.05,-3.29,-5.08,-8.26,97.22,52.33,3.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",6.80,0.0897,2.8882,0.0848,0.7191,-0.12,0.42,0.26,0.22,-0.07,-1.85,-1.37,-2.84,-6.32,-8.96,98.52,51.85,3.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",5.72,0.0815,2.6136,0.0892,0.7172,-0.19,0.56,0.17,0.00,-0.27,-1.35,-2.02,-2.69,-5.22,-8.26,97.22,52.33,3.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",4.75,0.0716,2.2605,0.0798,0.7135,0.30,0.33,-0.63,-0.50,-0.95,-1.25,-1.25,-3.27,-4.18,-4.36,97.02,52.34,3.46,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",5.74,0.0786,2.4929,0.0796,0.7114,0.32,0.10,0.24,-0.31,-0.48,-1.04,-1.42,-3.16,-5.22,-8.26,97.22,51.48,3.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",5.66,0.0703,2.2383,0.0771,0.7098,0.06,-0.03,-0.35,-0.78,-0.48,-1.25,-1.43,-2.42,-5.11,-4.43,98.44,52.33,3.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",5.82,0.0829,2.6423,0.0880,0.7081,-0.04,0.65,0.18,-0.05,-0.64,-1.00,-1.93,-2.85,-5.34,-8.26,97.22,52.28,3.33,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",6.29,0.0878,2.8237,0.0856,0.6810,0.00,0.19,0.32,0.56,-0.33,-1.23,-1.82,-2.89,-5.79,-8.26,97.22,51.76,3.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",6.08,0.0801,2.5545,0.0836,0.6781,-0.19,0.73,-0.12,-0.61,-0.55,-0.50,-1.85,-2.88,-5.62,-8.96,98.52,52.32,3.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",6.42,0.0841,2.6872,0.0810,0.6749,0.09,0.14,0.21,-0.31,0.06,-1.45,-1.23,-3.16,-5.96,-8.96,98.52,51.92,3.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",5.08,0.0753,2.4016,0.0766,0.6566,0.18,0.35,-0.09,-1.19,0.00,-1.35,-1.82,-3.25,-4.58,-4.43,98.44,51.36,3.26,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",4.84,0.0739,2.3536,0.0782,0.6336,-0.27,0.43,-0.04,0.28,-1.20,-0.90,-2.85,-2.40,-4.38,-4.36,97.02,51.76,3.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",5.56,0.0771,2.4764,0.0794,0.6220,-0.47,0.66,0.05,-0.43,-0.75,-0.99,-2.43,-2.27,-5.13,-4.43,98.44,51.75,3.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",4.82,0.0707,2.2125,0.0716,0.6075,0.15,0.58,-0.45,-0.44,-0.96,-1.17,-2.13,-2.51,-4.37,-4.36,97.02,51.80,3.63,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",6.29,0.0831,2.6675,0.0824,0.5849,0.01,0.07,0.26,-0.20,0.13,-1.44,-1.50,-2.93,-5.91,-8.96,98.52,51.96,3.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",5.61,0.0737,2.3412,0.0742,0.5502,0.26,-0.40,0.29,-0.50,-0.55,-1.37,-1.48,-2.66,-5.21,-4.43,98.44,51.79,3.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",4.71,0.0694,2.1672,0.0700,0.5147,0.85,0.00,-0.10,-1.39,-0.51,-1.17,-1.58,-2.97,-4.30,-4.36,97.02,51.38,3.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",4.46,0.0682,2.1424,0.0711,0.4865,0.73,-0.05,-0.12,-1.34,-0.57,-1.01,-1.59,-3.13,-4.09,-4.36,97.02,51.47,3.38,1.00,100.00
