Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",5.39,0.0778,2.4881,0.0856,0.4659,-0.50,0.95,0.20,-0.31,-0.98,-0.78,-1.27,-3.01,-5.12,-8.26,97.22,52.79,3.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",5.54,0.0792,2.5173,0.0843,0.4653,-0.30,0.66,0.38,-0.39,-0.68,-0.75,-1.46,-2.99,-5.27,-8.26,97.22,52.77,3.23,1.00,100.00
AFG Investment Grade,3.28,0.0401,1.1471,0.0632,0.4578,-0.54,-0.79,-1.16,-2.98,#N/A,#N/A,#N/A,#N/A,#N/A,-1.94,87.31,50.94,5.24,5.00,95.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",5.75,0.0855,2.7348,0.0909,0.4239,-0.35,0.44,0.62,0.11,-0.16,-0.74,-2.22,-2.94,-5.53,-8.26,97.22,52.86,3.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",5.94,0.0839,2.7013,0.0893,0.4199,-0.04,0.46,0.46,-0.53,-0.13,-1.16,-1.84,-2.84,-5.75,-8.96,98.52,52.36,3.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",4.42,0.0697,2.2305,0.0862,0.4086,-0.66,0.42,0.19,-0.21,-1.00,-1.35,-1.49,-2.82,-4.18,-4.36,97.02,53.03,3.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",5.20,0.0721,2.2809,0.0728,0.3961,0.49,-0.11,0.04,-0.69,-0.92,-0.81,-1.61,-2.93,-4.92,-4.43,98.44,51.44,3.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",4.45,0.0689,2.1760,0.0734,0.3896,0.25,0.49,-0.52,-0.48,-0.97,-1.20,-1.53,-2.92,-4.22,-4.36,97.02,51.89,3.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",5.18,0.0741,2.3716,0.0812,0.3857,0.56,-0.22,0.04,-0.95,-0.31,-1.44,-1.43,-2.81,-4.94,-4.43,98.44,52.34,3.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",5.98,0.0807,2.5781,0.0816,0.3620,0.38,0.24,-0.08,-0.28,-0.28,-1.00,-1.48,-2.93,-5.80,-8.96,98.52,51.60,3.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",6.06,0.0815,2.5939,0.0804,0.3442,0.46,0.29,-0.18,-0.34,-0.14,-0.88,-1.63,-2.94,-5.89,-8.96,98.52,51.55,3.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",5.15,0.0727,2.3206,0.0756,0.3418,0.44,-0.31,0.04,-0.41,-0.54,-1.35,-1.64,-2.67,-5.00,-4.43,98.44,51.85,3.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",4.52,0.0715,2.2671,0.0848,0.3292,-0.18,0.45,0.05,-0.47,-0.88,-1.08,-1.96,-2.59,-4.38,-4.36,97.02,52.98,3.47,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",4.45,0.0656,2.0836,0.0790,0.3266,-0.34,0.35,-0.27,-0.28,-1.21,-0.68,-1.72,-2.61,-4.25,-4.36,97.02,52.90,3.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",5.55,0.0829,2.6211,0.0787,0.3152,0.26,0.67,-0.01,-0.01,-0.43,-0.67,-1.83,-3.18,-5.42,-8.26,97.22,51.83,3.44,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",5.42,0.0839,2.7027,0.0926,0.3117,-0.58,0.55,0.98,-0.05,-0.29,-0.93,-1.93,-3.10,-5.31,-8.26,97.22,52.89,3.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",5.85,0.0816,2.6146,0.0850,0.3050,-0.31,0.39,0.89,-0.52,-0.64,-0.92,-1.64,-2.73,-5.76,-8.96,98.52,52.74,3.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",5.88,0.0846,2.7166,0.0882,0.2875,0.19,0.35,0.52,-0.36,-0.13,-1.23,-1.71,-3.05,-5.81,-8.96,98.52,52.33,3.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",5.07,0.0747,2.3852,0.0803,0.2680,0.57,-0.13,0.27,-1.12,-0.30,-1.22,-1.47,-3.02,-4.96,-4.43,98.44,52.30,3.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",4.87,0.0713,2.2650,0.0738,0.2662,0.73,-0.27,-0.01,-0.89,-0.68,-1.01,-1.62,-2.85,-4.74,-4.43,98.44,51.50,3.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",4.42,0.0670,2.1109,0.0778,0.2631,0.11,0.29,-0.45,-0.30,-0.94,-0.77,-1.97,-2.61,-4.29,-4.36,97.02,52.85,3.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",5.91,0.0911,2.9565,0.1029,0.2465,-0.75,-0.01,0.83,-0.32,0.43,-0.53,-2.09,-3.66,-5.95,#N/A,100.00,52.38,2.84,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",5.84,0.0899,2.9315,0.1037,0.2446,-0.97,-0.07,0.93,-0.27,0.41,-0.34,-2.31,-3.57,-5.88,#N/A,100.00,52.39,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",5.25,0.0811,2.5854,0.0805,0.2289,0.18,0.42,0.38,-0.02,-0.53,-0.83,-1.18,-3.74,-5.20,-8.26,97.22,51.89,3.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",4.93,0.0704,2.2546,0.0795,0.2257,0.20,-0.05,-0.23,-0.09,-1.12,-0.89,-1.79,-2.41,-4.89,-4.43,98.44,52.75,3.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",5.71,0.0808,2.5989,0.0862,0.2128,-0.28,0.24,0.88,-0.17,-0.87,-0.98,-1.71,-2.53,-5.72,-8.96,98.52,52.76,3.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",5.48,0.0873,2.8292,0.0957,0.1623,-0.26,0.08,0.44,0.20,-0.63,-0.76,-1.91,-3.56,-5.51,#N/A,100.00,52.04,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",6.03,0.0868,2.8015,0.0904,0.1516,-0.43,0.69,0.52,0.31,-0.59,-0.78,-1.97,-2.79,-6.10,-8.96,98.52,52.84,3.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",4.95,0.0712,2.2703,0.0784,0.1399,0.18,-0.18,0.30,-0.42,-0.91,-1.13,-1.48,-2.56,-5.00,-4.43,98.44,52.72,3.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",4.57,0.0802,2.5733,0.0828,0.1369,0.05,0.62,-0.41,-0.39,-0.08,-1.46,-2.12,-3.39,-4.69,#N/A,100.00,51.08,2.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",5.49,0.0883,2.8493,0.0950,0.1188,-0.03,-0.14,0.42,0.28,-0.58,-0.71,-2.07,-3.48,-5.57,#N/A,100.00,52.02,2.88,1.00,100.00
AFG CO Grade Scaled,2.88,0.0366,1.0560,0.0569,0.1078,-0.67,-0.63,-0.83,-2.83,#N/A,#N/A,#N/A,#N/A,#N/A,-1.94,87.31,51.51,4.58,5.00,95.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",5.80,0.0861,2.7883,0.0916,0.0868,-0.28,0.44,0.63,0.17,-0.51,-0.68,-2.07,-2.85,-5.95,-8.96,98.52,52.85,3.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",4.35,0.0794,2.5557,0.0836,0.0794,0.15,0.46,-0.21,-0.47,-0.22,-1.60,-1.95,-3.44,-4.55,#N/A,100.00,51.13,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",5.52,0.0877,2.8463,0.0938,0.0603,-0.06,0.08,0.51,-0.19,-0.13,-0.82,-1.90,-3.63,-5.64,#N/A,100.00,51.96,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",5.60,0.0928,3.0198,0.0948,0.0539,0.12,-0.18,0.65,0.13,-0.14,-0.85,-1.98,-3.77,-5.81,#N/A,100.00,51.54,2.71,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",4.83,0.0758,2.4350,0.0881,0.0479,-0.61,0.71,-0.33,-0.30,-0.43,-0.85,-2.33,-2.56,-5.10,#N/A,100.00,51.60,2.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",5.79,0.0904,2.9484,0.0999,0.0443,-0.91,0.37,0.90,0.05,-0.19,-0.54,-1.95,-3.55,-6.00,#N/A,100.00,52.28,2.71,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",5.72,0.0884,2.8611,0.0930,0.0402,0.02,0.16,0.39,-0.15,-0.12,-0.72,-2.02,-3.44,-5.87,#N/A,100.00,51.95,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",5.27,0.0894,2.8835,0.0897,0.0053,0.36,0.59,-0.38,0.12,-0.29,-0.97,-2.23,-3.42,-5.56,#N/A,100.00,51.30,2.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",5.24,0.0890,2.8791,0.0886,0.0052,0.43,0.17,-0.27,0.05,-0.17,-0.82,-1.81,-3.89,-5.44,#N/A,100.00,51.28,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",5.65,0.0829,2.6607,0.0897,-0.0038,0.27,-0.08,0.32,-0.86,-0.28,-0.43,-1.80,-2.95,-5.86,#N/A,100.00,52.05,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",5.55,0.0819,2.6410,0.0905,-0.0048,-0.05,0.39,0.04,-0.60,-0.58,-0.30,-1.81,-3.02,-5.76,#N/A,100.00,52.07,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",5.45,0.0935,3.0373,0.0976,-0.0064,0.02,0.11,0.18,0.44,-0.27,-0.59,-2.10,-3.80,-5.77,#N/A,100.00,51.60,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",4.40,0.0817,2.6494,0.0918,-0.0081,-0.25,0.16,0.51,0.01,-0.74,-1.34,-1.91,-3.49,-4.72,#N/A,100.00,51.37,2.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",5.45,0.0906,2.9099,0.0887,-0.0126,0.60,0.53,-0.22,-0.05,-0.38,-1.15,-1.96,-3.35,-5.74,#N/A,100.00,51.25,2.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",5.24,0.0841,2.6991,0.0855,-0.0208,0.31,0.42,0.15,-0.87,-0.13,-1.03,-1.64,-3.39,-5.50,#N/A,100.00,51.42,2.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",5.97,0.0838,2.6998,0.0885,-0.0336,0.34,0.05,0.01,-0.12,-0.67,-0.56,-1.53,-3.01,-6.14,#N/A,100.00,51.97,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",5.26,0.0846,2.7236,0.0851,-0.0362,0.56,-0.07,-0.17,-0.29,-0.02,-0.94,-1.72,-3.44,-5.54,#N/A,100.00,51.38,2.75,1.00,100.00
Economic Margin Momentum,1.83,0.0279,0.9099,0.0910,-0.0376,-1.04,-0.97,-0.75,-2.03,#N/A,#N/A,#N/A,#N/A,#N/A,-2.01,88.15,3.34,0.26,1.00,5.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",3.97,0.0741,2.3674,0.0810,-0.0434,0.06,0.91,-0.41,-1.08,-0.43,-1.03,-2.20,-3.18,-4.31,#N/A,100.00,51.34,2.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",5.45,0.0900,2.9000,0.0876,-0.0482,0.50,0.41,-0.34,0.02,-0.17,-0.93,-1.98,-3.49,-5.68,#N/A,100.00,51.24,2.84,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",5.70,0.0911,2.9632,0.0991,-0.0511,-0.68,0.28,1.00,0.15,-0.34,-0.63,-1.82,-3.67,-6.01,#N/A,100.00,52.27,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",5.76,0.0939,3.0421,0.0938,-0.0556,0.23,-0.06,0.62,0.31,-0.24,-1.23,-1.86,-3.47,-6.05,#N/A,100.00,51.52,2.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30)",5.61,0.0950,3.0704,0.0965,-0.0596,0.12,0.29,0.27,0.38,-0.24,-0.95,-2.08,-3.53,-5.99,#N/A,100.00,51.56,2.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",5.30,0.0851,2.7221,0.0848,-0.0604,0.45,0.50,-0.10,-0.78,-0.10,-1.05,-1.67,-3.30,-5.60,#N/A,100.00,51.39,2.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.78,0.0831,2.6858,0.0892,-0.0712,0.35,-0.15,0.32,-0.18,-0.76,-0.62,-1.55,-2.99,-6.02,#N/A,100.00,51.99,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",4.52,0.0723,2.3202,0.0861,-0.0741,0.17,-0.05,-0.27,-0.77,-0.45,-0.97,-1.70,-2.77,-4.81,#N/A,100.00,52.05,2.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",5.47,0.0855,2.7428,0.0843,-0.0748,0.59,0.16,-0.18,-0.45,-0.08,-0.83,-1.84,-3.21,-5.77,#N/A,100.00,51.35,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",4.02,0.0786,2.5222,0.0845,-0.0848,0.28,0.56,-0.15,-0.73,-0.18,-1.57,-2.25,-3.18,-4.45,#N/A,100.00,51.20,2.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30)",4.67,0.0771,2.4621,0.0874,-0.0988,-0.02,0.50,-0.50,-0.28,-0.35,-0.95,-2.34,-2.61,-5.07,#N/A,100.00,51.56,3.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",4.95,0.0746,2.4004,0.0848,-0.1133,0.38,-0.25,0.15,0.01,-0.77,-1.28,-1.41,-2.64,-5.20,-4.43,98.44,52.86,3.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",5.38,0.0840,2.7210,0.0961,-0.1139,-0.31,-0.29,0.62,0.11,-0.68,-0.28,-1.49,-3.54,-5.78,#N/A,100.00,52.38,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",5.46,0.0871,2.8117,0.0912,-0.1218,0.23,0.19,-0.08,-0.07,-0.19,-0.64,-1.91,-3.30,-5.84,#N/A,100.00,51.69,2.80,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",4.44,0.0764,2.4426,0.0800,-0.1264,0.62,0.16,-0.29,-0.68,-0.48,-1.12,-2.00,-2.94,-4.81,#N/A,100.00,51.22,2.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",4.54,0.0827,2.6703,0.0907,-0.1284,-0.07,0.22,0.57,-0.09,-0.85,-1.30,-1.75,-3.42,-4.98,#N/A,100.00,51.33,2.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",5.46,0.0850,2.7423,0.0951,-0.1304,-0.18,-0.24,0.63,0.02,-0.73,-0.14,-1.55,-3.55,-5.87,#N/A,100.00,52.36,2.84,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",5.43,0.0874,2.8285,0.0897,-0.1364,0.17,0.32,-0.21,0.10,-0.25,-0.44,-2.08,-3.40,-5.80,#N/A,100.00,51.62,2.70,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.47,0.0851,2.7610,0.0939,-0.1428,-0.28,-0.22,0.84,-0.13,-0.46,-0.65,-1.37,-3.45,-5.88,#N/A,100.00,52.26,2.71,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",4.09,0.0751,2.3898,0.0803,-0.1446,0.39,0.41,-0.09,-1.09,-0.37,-1.21,-2.15,-2.94,-4.54,#N/A,100.00,51.30,3.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",5.63,0.0883,2.8480,0.0887,-0.1447,0.23,0.42,-0.23,0.17,-0.36,-0.78,-1.68,-3.32,-5.99,#N/A,100.00,51.60,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",4.58,0.0773,2.4929,0.0866,-0.1484,-0.08,0.39,-0.34,-0.22,-0.55,-0.86,-1.93,-2.99,-5.01,#N/A,100.00,51.48,2.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",4.93,0.0753,2.4147,0.0835,-0.1487,0.42,-0.27,0.41,0.02,-0.96,-1.24,-1.40,-2.75,-5.23,-4.43,98.44,52.82,3.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",4.66,0.0755,2.4437,0.0909,-0.1621,-0.22,-0.22,0.51,-0.47,-0.19,-1.32,-1.58,-3.02,-5.05,#N/A,100.00,52.19,2.78,1.00,100.00
Earnings Quality Decile,2.04,0.0310,0.6999,0.0543,-0.1787,0.85,-0.46,0.16,0.06,-0.90,-0.02,-0.85,-3.21,-2.55,-2.39,55.98,5.15,0.22,1.00,10.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",4.68,0.0743,2.3934,0.0851,-0.1871,0.25,0.14,-0.35,-0.34,-0.53,-1.08,-1.77,-2.76,-5.05,#N/A,100.00,51.92,2.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",5.45,0.0884,2.8387,0.0902,-0.1890,0.55,0.34,-0.33,-0.15,-0.19,-0.78,-1.85,-3.21,-5.90,#N/A,100.00,51.65,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30)",4.03,0.0810,2.6174,0.0946,-0.1917,-0.10,0.18,0.06,-0.22,-0.34,-0.67,-2.74,-3.14,-4.68,#N/A,100.00,51.49,2.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.49,0.0731,2.3383,0.0855,-0.1921,0.61,-0.45,-0.06,-0.73,-0.51,-0.89,-1.81,-2.75,-4.90,#N/A,100.00,52.02,2.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",4.14,0.0756,2.4253,0.0807,-0.2175,0.62,0.00,-0.07,-0.70,-0.49,-1.34,-1.82,-3.05,-4.61,#N/A,100.00,51.25,2.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",4.59,0.0782,2.5295,0.0893,-0.2236,0.18,0.03,0.44,-0.43,-0.61,-1.35,-1.77,-3.01,-4.96,#N/A,100.00,51.89,2.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",5.48,0.0858,2.7763,0.0930,-0.2325,-0.23,0.18,0.70,-0.13,-0.77,-0.42,-1.40,-3.45,-5.97,#N/A,100.00,52.25,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",4.76,0.0782,2.5121,0.0859,-0.2336,-0.07,0.56,-0.27,-0.32,-0.54,-0.90,-1.85,-2.83,-5.27,#N/A,100.00,51.44,2.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",4.66,0.0751,2.4102,0.0845,-0.2385,0.25,0.14,-0.03,-0.52,-0.56,-1.10,-1.61,-2.94,-5.08,#N/A,100.00,51.89,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30)",4.05,0.0798,2.5489,0.0835,-0.2464,0.76,0.25,-0.11,-0.72,-0.04,-1.78,-2.20,-3.03,-4.64,#N/A,100.00,51.15,3.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",4.14,0.0776,2.5205,0.1007,-0.2801,-0.67,-0.19,0.83,-0.28,-0.16,-0.81,-2.18,-3.35,-4.75,#N/A,100.00,52.38,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",4.57,0.0762,2.4586,0.0902,-0.2988,0.06,-0.46,0.70,-0.26,-0.49,-1.17,-1.72,-2.98,-5.09,#N/A,100.00,52.17,2.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",4.58,0.0789,2.5452,0.0886,-0.3040,0.30,-0.09,0.44,-0.23,-0.64,-1.26,-1.92,-3.00,-5.04,#N/A,100.00,51.86,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",4.24,0.0731,2.3570,0.0929,-0.3071,-0.19,-0.22,0.32,-0.51,-0.86,-0.22,-1.87,-3.08,-4.85,#N/A,100.00,52.36,2.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30)",3.96,0.0826,2.6524,0.0936,-0.3239,0.28,0.24,-0.03,-0.25,-0.18,-0.91,-2.92,-3.04,-4.74,#N/A,100.00,51.44,3.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.26,0.0765,2.4686,0.0914,-0.3326,0.30,0.12,0.03,-0.25,-0.98,-1.01,-1.83,-3.00,-4.82,#N/A,100.00,52.02,2.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",4.44,0.0796,2.5916,0.0972,-0.3405,-0.53,0.31,0.50,0.00,-0.40,-1.43,-1.72,-3.19,-5.04,#N/A,100.00,52.20,2.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30)",4.15,0.0788,2.5465,0.1000,-0.3738,-0.31,-0.21,0.66,-0.06,-0.29,-0.83,-2.23,-3.29,-4.87,#N/A,100.00,52.35,2.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",4.65,0.0772,2.5099,0.0893,-0.4188,-0.40,0.27,-0.16,-0.30,-0.24,-0.56,-1.43,-3.16,-5.33,#N/A,100.00,51.53,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",4.40,0.0805,2.6098,0.0963,-0.4607,-0.26,0.18,0.25,0.48,-0.51,-1.42,-1.91,-3.10,-5.12,#N/A,100.00,52.18,2.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",4.62,0.0765,2.4944,0.0901,-0.4640,-0.32,0.18,-0.09,-0.47,-0.15,-0.52,-1.43,-3.14,-5.34,#N/A,100.00,51.55,2.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",4.24,0.0775,2.4898,0.0906,-0.4732,0.55,0.02,0.12,-0.18,-1.08,-1.05,-1.87,-2.88,-4.94,#N/A,100.00,51.98,2.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",4.34,0.0806,2.6467,0.0950,-0.5075,-0.15,-0.13,0.10,-0.27,-0.01,-0.58,-1.56,-3.59,-5.09,#N/A,100.00,51.47,2.61,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",4.08,0.0740,2.3784,0.0923,-0.5251,0.05,-0.21,0.27,-0.29,-0.88,-0.39,-1.88,-3.05,-4.90,#N/A,100.00,52.33,2.95,1.00,100.00
