Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",18.92,0.2160,7.5122,0.1589,6.0029,4.62,3.85,3.27,3.06,1.34,-0.65,-2.33,-6.01,-15.41,#N/A,100.00,52.15,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30)",18.92,0.2160,7.5122,0.1589,6.0029,4.62,3.85,3.27,3.06,1.34,-0.65,-2.33,-6.01,-15.41,#N/A,100.00,52.15,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",17.11,0.2035,6.9631,0.1413,6.0010,4.63,3.66,2.93,2.61,1.69,-0.78,-2.62,-5.38,-12.93,-17.31,99.03,52.00,1.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",17.11,0.2035,6.9631,0.1413,6.0010,4.63,3.66,2.93,2.61,1.69,-0.78,-2.62,-5.38,-12.93,-17.31,99.03,52.00,1.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",19.75,0.2275,7.9821,0.1732,6.0004,4.76,3.77,3.76,2.90,1.92,0.16,-2.80,-6.12,-17.18,#N/A,100.00,51.67,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",19.75,0.2275,7.9821,0.1732,6.0004,4.76,3.77,3.76,2.90,1.92,0.16,-2.80,-6.12,-17.18,#N/A,100.00,51.67,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",18.43,0.2116,7.2851,0.1505,5.9523,4.89,3.11,3.52,2.84,1.98,0.50,-2.81,-5.77,-14.81,-17.41,99.01,51.68,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",18.43,0.2116,7.2851,0.1505,5.9523,4.89,3.11,3.52,2.84,1.98,0.50,-2.81,-5.77,-14.81,-17.41,99.01,51.68,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",19.78,0.2187,7.6059,0.1577,5.9374,4.42,3.76,4.16,2.91,1.97,-0.46,-1.92,-6.32,-16.95,#N/A,100.00,51.96,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30)",19.78,0.2187,7.6059,0.1577,5.9374,4.42,3.76,4.16,2.91,1.97,-0.46,-1.92,-6.32,-16.95,#N/A,100.00,51.96,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",18.62,0.2084,7.2034,0.1501,5.9372,4.15,3.46,3.96,2.94,0.96,-0.35,-2.46,-5.77,-15.00,#N/A,100.00,51.92,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",18.62,0.2084,7.2034,0.1501,5.9372,4.15,3.46,3.96,2.94,0.96,-0.35,-2.46,-5.77,-15.00,#N/A,100.00,51.92,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",16.98,0.1819,6.1373,0.1224,5.9057,3.85,3.68,3.21,1.97,1.76,-0.96,-1.52,-3.99,-12.39,-19.55,98.35,51.54,1.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26)",16.98,0.1819,6.1373,0.1224,5.9057,3.85,3.68,3.21,1.97,1.76,-0.96,-1.52,-3.99,-12.39,-19.55,98.35,51.54,1.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",18.78,0.2124,7.3718,0.1593,5.8539,4.30,3.64,3.32,3.19,1.42,-0.11,-2.86,-5.55,-15.57,#N/A,100.00,51.80,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",18.78,0.2124,7.3718,0.1593,5.8539,4.30,3.64,3.32,3.19,1.42,-0.11,-2.86,-5.55,-15.57,#N/A,100.00,51.80,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",18.96,0.2193,7.6542,0.1673,5.8432,4.80,4.04,3.01,2.93,1.76,-0.22,-2.93,-5.81,-15.86,#N/A,100.00,51.96,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",18.96,0.2193,7.6542,0.1673,5.8432,4.80,4.04,3.01,2.93,1.76,-0.22,-2.93,-5.81,-15.86,#N/A,100.00,51.96,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",19.24,0.2147,7.4589,0.1578,5.8250,3.99,4.43,3.86,2.66,1.15,-0.39,-2.10,-5.51,-16.37,#N/A,100.00,51.36,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30)",19.24,0.2147,7.4589,0.1578,5.8250,3.99,4.43,3.86,2.66,1.15,-0.39,-2.10,-5.51,-16.37,#N/A,100.00,51.36,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",17.27,0.1939,6.6037,0.1349,5.8192,4.25,3.28,2.95,2.85,1.72,-0.53,-2.16,-5.20,-13.13,-17.36,99.03,51.80,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",17.27,0.1939,6.6037,0.1349,5.8192,4.25,3.28,2.95,2.85,1.72,-0.53,-2.16,-5.20,-13.13,-17.36,99.03,51.80,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",19.90,0.2168,7.5451,0.1631,5.8187,4.39,3.93,3.45,2.71,2.28,-0.72,-2.36,-5.25,-16.89,#N/A,100.00,51.50,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",19.90,0.2168,7.5451,0.1631,5.8187,4.39,3.93,3.45,2.71,2.28,-0.72,-2.36,-5.25,-16.89,#N/A,100.00,51.50,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",18.66,0.2095,7.2484,0.1513,5.8081,4.65,3.56,3.23,3.28,1.28,-0.11,-2.39,-6.21,-15.25,#N/A,100.00,52.23,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",18.66,0.2095,7.2484,0.1513,5.8081,4.65,3.56,3.23,3.28,1.28,-0.11,-2.39,-6.21,-15.25,#N/A,100.00,52.23,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",16.86,0.1951,6.6505,0.1353,5.7815,4.28,3.86,2.90,2.74,1.29,-0.05,-2.61,-5.54,-12.82,-17.59,99.07,52.11,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",16.86,0.1951,6.6505,0.1353,5.7815,4.28,3.86,2.90,2.74,1.29,-0.05,-2.61,-5.54,-12.82,-17.59,99.07,52.11,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",18.68,0.1994,6.8636,0.1453,5.7748,3.59,4.14,3.31,2.87,0.41,-0.50,-1.33,-5.17,-15.20,#N/A,100.00,51.58,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",18.68,0.1994,6.8636,0.1453,5.7748,3.59,4.14,3.31,2.87,0.41,-0.50,-1.33,-5.17,-15.20,#N/A,100.00,51.58,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",16.34,0.1829,6.1721,0.1205,5.7381,4.38,3.39,3.07,2.53,1.14,-0.13,-1.77,-4.92,-11.88,-19.59,98.35,51.78,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",16.34,0.1829,6.1721,0.1205,5.7381,4.38,3.39,3.07,2.53,1.14,-0.13,-1.77,-4.92,-11.88,-19.59,98.35,51.78,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",18.58,0.2023,6.9646,0.1439,5.7219,3.90,3.77,3.87,2.66,1.39,-0.29,-2.54,-5.43,-15.12,#N/A,100.00,51.98,0.86,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",18.58,0.2023,6.9646,0.1439,5.7219,3.90,3.77,3.87,2.66,1.39,-0.29,-2.54,-5.43,-15.12,#N/A,100.00,51.98,0.86,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",18.47,0.1970,6.7316,0.1407,5.7041,4.14,3.61,3.21,2.29,1.80,0.07,-1.54,-4.86,-14.82,-17.37,99.03,51.46,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",18.47,0.1970,6.7316,0.1407,5.7041,4.14,3.61,3.21,2.29,1.80,0.07,-1.54,-4.86,-14.82,-17.37,99.03,51.46,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",19.85,0.2068,7.1372,0.1480,5.6830,3.88,4.23,3.57,3.03,1.42,-0.39,-2.13,-4.93,-16.75,#N/A,100.00,51.68,0.72,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",19.85,0.2068,7.1372,0.1480,5.6830,3.88,4.23,3.57,3.03,1.42,-0.39,-2.13,-4.93,-16.75,#N/A,100.00,51.68,0.72,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",16.42,0.1754,5.9020,0.1182,5.6531,3.86,3.49,2.94,2.15,1.35,0.07,-1.79,-4.16,-12.02,-19.59,98.35,51.40,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",16.42,0.1754,5.9020,0.1182,5.6531,3.86,3.49,2.94,2.15,1.35,0.07,-1.79,-4.16,-12.02,-19.59,98.35,51.40,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18)",17.86,0.1876,6.3508,0.1267,5.6513,3.88,3.78,3.45,2.46,1.32,0.15,-0.87,-4.75,-13.83,-19.59,98.35,51.34,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",17.86,0.1876,6.3508,0.1267,5.6513,3.88,3.78,3.45,2.46,1.32,0.15,-0.87,-4.75,-13.83,-19.59,98.35,51.34,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",19.48,0.2097,7.2699,0.1577,5.6398,4.24,3.64,3.47,3.31,1.75,-0.30,-2.37,-5.30,-16.63,#N/A,100.00,51.65,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",19.48,0.2097,7.2699,0.1577,5.6398,4.24,3.64,3.47,3.31,1.75,-0.30,-2.37,-5.30,-16.63,#N/A,100.00,51.65,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",18.59,0.2064,7.1344,0.1537,5.6358,4.28,3.50,3.51,3.00,1.64,-0.37,-2.54,-5.49,-15.47,#N/A,100.00,51.91,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",18.59,0.2064,7.1344,0.1537,5.6358,4.28,3.50,3.51,3.00,1.64,-0.37,-2.54,-5.49,-15.47,#N/A,100.00,51.91,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",18.46,0.2016,6.9072,0.1442,5.6320,4.74,3.43,3.19,2.86,1.80,0.69,-2.55,-5.31,-14.96,-17.68,99.05,51.84,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",18.46,0.2016,6.9072,0.1442,5.6320,4.74,3.43,3.19,2.86,1.80,0.69,-2.55,-5.31,-14.96,-17.68,99.05,51.84,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",17.09,0.1870,6.3524,0.1310,5.6182,3.97,3.50,3.22,2.69,1.26,-0.38,-1.84,-5.07,-13.06,-17.59,99.07,51.66,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",17.09,0.1870,6.3524,0.1310,5.6182,3.97,3.50,3.22,2.69,1.26,-0.38,-1.84,-5.07,-13.06,-17.59,99.07,51.66,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",18.43,0.2049,7.0832,0.1520,5.6169,4.11,4.08,3.73,2.13,1.08,-0.15,-2.67,-4.98,-15.11,#N/A,100.00,51.71,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",18.43,0.2049,7.0832,0.1520,5.6169,4.11,4.08,3.73,2.13,1.08,-0.15,-2.67,-4.98,-15.11,#N/A,100.00,51.71,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",18.50,0.2044,7.0648,0.1540,5.6102,4.36,3.32,3.62,3.03,0.71,-0.43,-1.72,-5.37,-15.47,#N/A,100.00,51.49,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",18.50,0.2044,7.0648,0.1540,5.6102,4.36,3.32,3.62,3.03,0.71,-0.43,-1.72,-5.37,-15.47,#N/A,100.00,51.49,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",16.34,0.1755,5.9046,0.1168,5.6075,3.89,3.72,2.84,2.48,1.16,-0.26,-1.74,-4.25,-11.95,-20.04,98.45,51.59,1.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",16.34,0.1755,5.9046,0.1168,5.6075,3.89,3.72,2.84,2.48,1.16,-0.26,-1.74,-4.25,-11.95,-20.04,98.45,51.59,1.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",19.43,0.2053,7.0878,0.1493,5.6029,4.02,3.96,3.55,3.12,0.85,-0.76,-1.48,-4.89,-16.32,#N/A,100.00,51.24,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",19.43,0.2053,7.0878,0.1493,5.6029,4.02,3.96,3.55,3.12,0.85,-0.76,-1.48,-4.89,-16.32,#N/A,100.00,51.24,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",17.89,0.1936,6.5705,0.1293,5.5957,5.08,3.68,3.19,2.15,2.07,0.00,-1.87,-4.62,-14.15,-20.05,98.43,51.70,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",17.89,0.1936,6.5705,0.1293,5.5957,5.08,3.68,3.19,2.15,2.07,0.00,-1.87,-4.62,-14.15,-20.05,98.43,51.70,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9)",17.58,0.1917,6.4991,0.1299,5.5746,4.29,4.12,3.46,2.36,0.81,0.37,-1.48,-4.55,-13.71,-19.56,98.33,51.10,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",17.58,0.1917,6.4991,0.1299,5.5746,4.29,4.12,3.46,2.36,0.81,0.37,-1.48,-4.55,-13.71,-19.56,98.33,51.10,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",16.93,0.1865,6.3360,0.1304,5.5719,4.24,3.10,3.10,2.64,1.66,-0.44,-1.99,-5.01,-12.97,-17.63,99.08,51.88,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",16.93,0.1865,6.3360,0.1304,5.5719,4.24,3.10,3.10,2.64,1.66,-0.44,-1.99,-5.01,-12.97,-17.63,99.08,51.88,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",19.51,0.2082,7.2004,0.1512,5.5504,4.09,4.23,3.83,2.72,1.46,-0.25,-2.36,-5.01,-16.61,#N/A,100.00,51.49,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",19.51,0.2082,7.2004,0.1512,5.5504,4.09,4.23,3.83,2.72,1.46,-0.25,-2.36,-5.01,-16.61,#N/A,100.00,51.49,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",18.64,0.2129,7.3977,0.1606,5.5473,4.63,3.86,3.42,2.85,2.08,-0.28,-2.68,-6.07,-15.69,#N/A,100.00,52.10,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",18.64,0.2129,7.3977,0.1606,5.5473,4.63,3.86,3.42,2.85,2.08,-0.28,-2.68,-6.07,-15.69,#N/A,100.00,52.10,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",18.19,0.2015,6.8985,0.1436,5.5363,4.45,3.72,3.66,2.43,1.56,-0.11,-2.04,-4.81,-14.74,-17.41,99.01,51.20,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",18.19,0.2015,6.8985,0.1436,5.5363,4.45,3.72,3.66,2.43,1.56,-0.11,-2.04,-4.81,-14.74,-17.41,99.01,51.20,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",17.07,0.1866,6.3362,0.1313,5.5171,4.15,3.27,3.43,2.02,1.15,-0.02,-1.82,-4.57,-13.19,-17.36,99.03,51.44,1.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",17.07,0.1866,6.3362,0.1313,5.5171,4.15,3.27,3.43,2.02,1.15,-0.02,-1.82,-4.57,-13.19,-17.36,99.03,51.44,1.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",19.22,0.2199,7.6734,0.1665,5.5092,4.86,3.55,3.83,3.26,2.02,-0.04,-2.40,-6.42,-16.89,#N/A,100.00,51.85,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",19.22,0.2199,7.6734,0.1665,5.5092,4.86,3.55,3.83,3.26,2.02,-0.04,-2.40,-6.42,-16.89,#N/A,100.00,51.85,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",16.92,0.1934,6.5902,0.1361,5.5070,4.48,3.29,3.75,2.18,1.21,-0.52,-1.83,-5.02,-13.17,-17.31,99.03,51.55,1.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",16.92,0.1934,6.5902,0.1361,5.5070,4.48,3.29,3.75,2.18,1.21,-0.52,-1.83,-5.02,-13.17,-17.31,99.03,51.55,1.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",16.20,0.1755,5.9072,0.1158,5.4990,4.49,3.10,2.91,2.44,1.30,-0.13,-1.45,-4.74,-11.94,-20.08,98.46,51.80,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",16.20,0.1755,5.9072,0.1158,5.4990,4.49,3.10,2.91,2.44,1.30,-0.13,-1.45,-4.74,-11.94,-20.08,98.46,51.80,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",19.14,0.2183,7.6103,0.1663,5.4812,4.47,4.42,3.55,3.00,1.36,-0.10,-2.69,-5.32,-16.80,#N/A,100.00,51.27,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",19.14,0.2183,7.6103,0.1663,5.4812,4.47,4.42,3.55,3.00,1.36,-0.10,-2.69,-5.32,-16.80,#N/A,100.00,51.27,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",18.16,0.1886,6.4239,0.1360,5.4594,4.05,3.60,2.99,2.39,1.78,-0.20,-1.10,-4.74,-14.56,-17.65,99.07,51.58,0.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",18.16,0.1886,6.4239,0.1360,5.4594,4.05,3.60,2.99,2.39,1.78,-0.20,-1.10,-4.74,-14.56,-17.65,99.07,51.58,0.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",18.20,0.2101,7.2934,0.1606,5.4553,4.61,3.95,3.30,2.82,1.22,-0.41,-2.64,-5.26,-15.38,#N/A,100.00,51.58,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",18.20,0.2101,7.2934,0.1606,5.4553,4.61,3.95,3.30,2.82,1.22,-0.41,-2.64,-5.26,-15.38,#N/A,100.00,51.58,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",18.21,0.1940,6.6166,0.1382,5.4435,4.17,3.82,3.58,2.26,1.41,0.38,-2.04,-4.65,-14.73,-17.68,99.05,51.36,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",18.21,0.1940,6.6166,0.1382,5.4435,4.17,3.82,3.58,2.26,1.41,0.38,-2.04,-4.65,-14.73,-17.68,99.05,51.36,1.06,1.00,100.00
% Tgt +0,16.03,0.1738,5.5940,0.1128,5.4369,3.52,3.48,2.82,1.98,2.04,1.00,-0.80,-3.79,-12.04,-5.61,90.42,62.08,25.24,-100.00,"29,348.26"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",18.22,0.1907,6.4959,0.1363,5.4245,4.12,3.48,3.16,2.76,0.98,0.38,-1.70,-4.24,-14.61,-17.37,99.03,51.10,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",18.22,0.1907,6.4959,0.1363,5.4245,4.12,3.48,3.16,2.76,0.98,0.38,-1.70,-4.24,-14.61,-17.37,99.03,51.10,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",18.99,0.2093,7.2533,0.1580,5.4192,4.51,3.99,3.24,2.88,1.21,-0.18,-2.34,-4.91,-16.34,#N/A,100.00,51.19,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",18.99,0.2093,7.2533,0.1580,5.4192,4.51,3.99,3.24,2.88,1.21,-0.18,-2.34,-4.91,-16.34,#N/A,100.00,51.19,0.98,1.00,100.00
