Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",19.07,0.2119,7.3555,0.1604,5.3569,4.32,3.96,3.90,3.39,1.06,0.09,-2.30,-5.67,-16.63,#N/A,100.00,51.44,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",19.07,0.2119,7.3555,0.1604,5.3569,4.32,3.96,3.90,3.39,1.06,0.09,-2.30,-5.67,-16.63,#N/A,100.00,51.44,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21)",17.31,0.1786,6.0300,0.1222,5.3483,4.10,3.41,3.52,2.31,1.33,-0.19,-0.18,-4.91,-13.47,-20.08,98.45,51.40,0.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",17.31,0.1786,6.0300,0.1222,5.3483,4.10,3.41,3.52,2.31,1.33,-0.19,-0.18,-4.91,-13.47,-20.08,98.45,51.40,0.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",18.40,0.1944,6.6675,0.1398,5.3098,3.90,3.84,3.56,2.45,0.96,-0.23,-1.40,-5.11,-15.37,#N/A,100.00,51.65,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",18.40,0.1944,6.6675,0.1398,5.3098,3.90,3.84,3.56,2.45,0.96,-0.23,-1.40,-5.11,-15.37,#N/A,100.00,51.65,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",17.86,0.1841,6.2534,0.1321,5.3056,4.06,3.39,3.09,2.27,1.40,0.51,-1.81,-4.19,-14.25,-17.65,99.07,51.22,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",17.86,0.1841,6.2534,0.1321,5.3056,4.06,3.39,3.09,2.27,1.40,0.51,-1.81,-4.19,-14.25,-17.65,99.07,51.22,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",18.42,0.1994,6.8686,0.1490,5.2965,4.28,3.18,4.01,2.74,0.95,-0.12,-1.80,-5.25,-15.55,#N/A,100.00,51.59,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",18.42,0.1994,6.8686,0.1490,5.2965,4.28,3.18,4.01,2.74,0.95,-0.12,-1.80,-5.25,-15.55,#N/A,100.00,51.59,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",18.11,0.1996,6.8726,0.1456,5.2886,4.46,3.64,3.77,2.28,1.28,-0.10,-2.19,-5.42,-15.10,#N/A,100.00,51.79,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",18.11,0.1996,6.8726,0.1456,5.2886,4.46,3.64,3.77,2.28,1.28,-0.10,-2.19,-5.42,-15.10,#N/A,100.00,51.79,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",16.84,0.1808,6.1244,0.1271,5.2739,4.14,3.31,3.29,2.07,1.31,0.42,-2.25,-4.55,-13.08,-17.63,99.08,51.53,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",16.84,0.1808,6.1244,0.1271,5.2739,4.14,3.31,3.29,2.07,1.31,0.42,-2.25,-4.55,-13.08,-17.63,99.08,51.53,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",19.14,0.1993,6.8544,0.1438,5.2549,4.14,3.53,4.27,2.30,1.19,-0.02,-2.03,-4.64,-16.24,#N/A,100.00,51.34,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",19.14,0.1993,6.8544,0.1438,5.2549,4.14,3.53,4.27,2.30,1.19,-0.02,-2.03,-4.64,-16.24,#N/A,100.00,51.34,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",16.08,0.1697,5.6976,0.1138,5.2505,4.15,3.15,3.10,2.04,1.25,0.57,-2.00,-3.92,-12.14,-20.08,98.46,51.43,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",16.08,0.1697,5.6976,0.1138,5.2505,4.15,3.15,3.10,2.04,1.25,0.57,-2.00,-3.92,-12.14,-20.08,98.46,51.43,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",16.97,0.1805,6.0926,0.1235,5.2251,3.93,3.63,3.65,2.43,0.80,0.38,-1.07,-4.36,-13.26,-19.59,98.35,50.99,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",16.97,0.1805,6.0926,0.1235,5.2251,3.93,3.63,3.65,2.43,0.80,0.38,-1.07,-4.36,-13.26,-19.59,98.35,50.99,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",17.06,0.1737,5.8486,0.1191,5.1757,3.88,3.63,3.15,2.21,1.34,0.15,-0.64,-4.32,-13.24,-20.08,98.45,51.05,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",17.06,0.1737,5.8486,0.1191,5.1757,3.88,3.63,3.15,2.21,1.34,0.15,-0.64,-4.32,-13.24,-20.08,98.45,51.05,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",16.97,0.1836,6.2058,0.1242,5.1671,4.40,4.01,3.37,2.01,1.46,0.29,-1.63,-4.40,-13.36,-20.05,98.43,51.20,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",16.97,0.1836,6.2058,0.1242,5.1671,4.40,4.01,3.37,2.01,1.46,0.29,-1.63,-4.40,-13.36,-20.05,98.43,51.20,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",18.89,0.2034,7.0246,0.1530,5.1426,4.41,3.92,3.37,3.21,0.66,0.48,-2.62,-4.64,-16.32,#N/A,100.00,51.32,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",18.89,0.2034,7.0246,0.1530,5.1426,4.41,3.92,3.37,3.21,0.66,0.48,-2.62,-4.64,-16.32,#N/A,100.00,51.32,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",17.78,0.2048,7.0803,0.1550,5.1306,4.77,3.48,3.58,3.15,1.29,-0.47,-2.07,-5.92,-15.21,#N/A,100.00,51.71,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",17.78,0.2048,7.0803,0.1550,5.1306,4.77,3.48,3.58,3.15,1.29,-0.47,-2.07,-5.92,-15.21,#N/A,100.00,51.71,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",14.19,0.1589,5.3376,0.1227,4.7833,3.55,3.24,2.58,1.95,1.48,0.38,-1.16,-4.34,-10.87,-16.11,97.97,51.71,1.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",14.19,0.1589,5.3376,0.1227,4.7833,3.55,3.24,2.58,1.95,1.48,0.38,-1.16,-4.34,-10.87,-16.11,97.97,51.71,1.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",14.54,0.1489,4.9795,0.1127,4.7399,3.09,3.41,2.35,1.84,1.74,0.43,-1.49,-3.35,-11.09,-17.92,98.23,51.83,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",14.54,0.1489,4.9795,0.1127,4.7399,3.09,3.41,2.35,1.84,1.74,0.43,-1.49,-3.35,-11.09,-17.92,98.23,51.83,1.14,1.00,100.00
IQS Rank,13.53,0.1475,4.7476,0.1397,4.6958,4.02,3.80,2.72,2.58,1.89,-0.03,-0.48,-3.29,-10.22,-5.37,85.82,"1,392.74",148.57,1.00,"3,000.00"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",17.02,0.1765,6.0461,0.1456,4.6950,3.55,3.11,3.14,2.75,0.68,0.01,-0.84,-4.53,-14.65,#N/A,100.00,51.31,1.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",17.02,0.1765,6.0461,0.1456,4.6950,3.55,3.11,3.14,2.75,0.68,0.01,-0.84,-4.53,-14.65,#N/A,100.00,51.31,1.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",17.80,0.1873,6.4536,0.1546,4.6646,3.27,3.08,3.73,3.16,2.06,-0.40,-1.12,-4.99,-15.89,#N/A,100.00,51.26,0.75,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",17.80,0.1873,6.4536,0.1546,4.6646,3.27,3.08,3.73,3.16,2.06,-0.40,-1.12,-4.99,-15.89,#N/A,100.00,51.26,0.75,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",16.99,0.1841,6.3344,0.1543,4.6620,3.85,3.41,2.99,2.82,0.89,-0.11,-1.08,-4.75,-14.95,#N/A,100.00,51.23,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",16.99,0.1841,6.3344,0.1543,4.6620,3.85,3.41,2.99,2.82,0.89,-0.11,-1.08,-4.75,-14.95,#N/A,100.00,51.23,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",16.76,0.1818,6.2494,0.1511,4.6302,3.68,2.91,3.52,3.00,1.12,-0.40,-0.99,-5.17,-14.50,#N/A,100.00,51.67,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",16.76,0.1818,6.2494,0.1511,4.6302,3.68,2.91,3.52,3.00,1.12,-0.40,-0.99,-5.17,-14.50,#N/A,100.00,51.67,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",14.63,0.1537,5.1482,0.1190,4.6203,3.39,3.29,2.60,1.82,1.77,-0.06,-0.94,-3.54,-11.32,-16.11,97.97,51.16,1.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",14.63,0.1537,5.1482,0.1190,4.6203,3.39,3.29,2.60,1.82,1.77,-0.06,-0.94,-3.54,-11.32,-16.11,97.97,51.16,1.37,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",17.07,0.1953,6.7859,0.1674,4.6194,4.16,3.01,3.44,3.30,1.29,0.79,-1.55,-5.93,-15.84,#N/A,100.00,51.45,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",17.07,0.1953,6.7859,0.1674,4.6194,4.16,3.01,3.44,3.30,1.29,0.79,-1.55,-5.93,-15.84,#N/A,100.00,51.45,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",16.98,0.1890,6.5262,0.1601,4.6149,3.80,3.56,3.06,2.92,1.41,0.04,-1.74,-4.94,-15.10,#N/A,100.00,51.56,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",16.98,0.1890,6.5262,0.1601,4.6149,3.80,3.56,3.06,2.92,1.41,0.04,-1.74,-4.94,-15.10,#N/A,100.00,51.56,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",15.74,0.1630,5.4808,0.1256,4.6088,3.27,3.31,3.35,2.21,1.62,0.71,-1.26,-3.67,-12.73,-16.15,97.94,50.61,1.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",15.74,0.1630,5.4808,0.1256,4.6088,3.27,3.31,3.35,2.21,1.62,0.71,-1.26,-3.67,-12.73,-16.15,97.94,50.61,1.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",15.88,0.1649,5.5663,0.1281,4.5888,3.31,2.88,3.41,2.18,1.32,0.39,-1.52,-3.75,-12.86,-14.40,98.89,51.15,1.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",15.88,0.1649,5.5663,0.1281,4.5888,3.31,2.88,3.41,2.18,1.32,0.39,-1.52,-3.75,-12.86,-14.40,98.89,51.15,1.17,1.00,100.00
IQS Decile,0.57,0.0332,0.8924,0.0847,4.5283,4.40,4.21,3.63,4.63,3.41,4.15,2.71,3.10,3.06,-6.27,59.80,52.63,1.51,10.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",17.37,0.1932,6.6862,0.1638,4.5259,3.70,3.19,3.91,2.74,2.11,-0.45,-1.19,-5.27,-15.90,#N/A,100.00,51.21,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",17.37,0.1932,6.6862,0.1638,4.5259,3.70,3.19,3.91,2.74,2.11,-0.45,-1.19,-5.27,-15.90,#N/A,100.00,51.21,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",14.81,0.1507,5.0361,0.1144,4.5238,3.10,3.07,3.03,1.92,1.96,0.22,-1.39,-3.24,-11.47,-16.14,97.97,51.05,1.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",14.81,0.1507,5.0361,0.1144,4.5238,3.10,3.07,3.03,1.92,1.96,0.22,-1.39,-3.24,-11.47,-16.14,97.97,51.05,1.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",14.60,0.1540,5.1526,0.1161,4.5217,3.13,2.91,2.80,3.23,1.11,0.32,-0.99,-4.11,-11.28,-16.14,97.97,51.46,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",14.60,0.1540,5.1526,0.1161,4.5217,3.13,2.91,2.80,3.23,1.11,0.32,-0.99,-4.11,-11.28,-16.14,97.97,51.46,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",15.59,0.1688,5.7108,0.1315,4.5146,3.56,2.88,2.98,2.90,1.23,0.74,-1.67,-4.49,-12.74,-14.40,98.89,51.54,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",15.59,0.1688,5.7108,0.1315,4.5146,3.56,2.88,2.98,2.90,1.23,0.74,-1.67,-4.49,-12.74,-14.40,98.89,51.54,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",16.50,0.1851,6.3976,0.1612,4.5130,4.12,3.63,2.56,2.58,1.32,-0.24,-1.33,-4.88,-14.56,#N/A,100.00,51.87,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",16.50,0.1851,6.3976,0.1612,4.5130,4.12,3.63,2.56,2.58,1.32,-0.24,-1.33,-4.88,-14.56,#N/A,100.00,51.87,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",17.63,0.1867,6.4410,0.1572,4.5032,3.56,3.35,3.62,2.86,1.67,0.96,-1.40,-5.32,-16.32,#N/A,100.00,51.68,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",17.63,0.1867,6.4410,0.1572,4.5032,3.56,3.35,3.62,2.86,1.67,0.96,-1.40,-5.32,-16.32,#N/A,100.00,51.68,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",16.97,0.1823,6.2654,0.1526,4.4836,3.68,3.06,3.17,3.26,1.38,0.18,-1.59,-4.79,-15.17,#N/A,100.00,51.73,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",16.97,0.1823,6.2654,0.1526,4.4836,3.68,3.06,3.17,3.26,1.38,0.18,-1.59,-4.79,-15.17,#N/A,100.00,51.73,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",14.69,0.1743,5.9194,0.1383,4.4762,3.80,3.61,2.53,2.59,1.33,0.19,-1.65,-4.94,-12.10,-14.36,98.89,51.73,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",14.69,0.1743,5.9194,0.1383,4.4762,3.80,3.61,2.53,2.59,1.33,0.19,-1.65,-4.94,-12.10,-14.36,98.89,51.73,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",16.71,0.1791,6.1583,0.1531,4.4756,3.69,3.46,2.97,2.34,1.12,0.14,-1.72,-4.08,-14.59,#N/A,100.00,51.41,1.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",16.71,0.1791,6.1583,0.1531,4.4756,3.69,3.46,2.97,2.34,1.12,0.14,-1.72,-4.08,-14.59,#N/A,100.00,51.41,1.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",17.82,0.1792,6.1419,0.1462,4.4555,3.02,3.27,3.61,3.15,1.67,0.24,-1.31,-4.45,-15.97,#N/A,100.00,51.43,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",17.82,0.1792,6.1419,0.1462,4.4555,3.02,3.27,3.61,3.15,1.67,0.24,-1.31,-4.45,-15.97,#N/A,100.00,51.43,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",16.95,0.1882,6.4984,0.1585,4.4332,3.61,3.92,3.42,2.57,1.41,-0.30,-1.27,-4.71,-15.57,#N/A,100.00,50.98,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",16.95,0.1882,6.4984,0.1585,4.4332,3.61,3.92,3.42,2.57,1.41,-0.30,-1.27,-4.71,-15.57,#N/A,100.00,50.98,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",16.88,0.1753,5.9956,0.1426,4.4176,3.35,3.19,3.03,3.19,1.36,0.20,-1.43,-4.60,-14.79,#N/A,100.00,51.79,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",16.88,0.1753,5.9956,0.1426,4.4176,3.35,3.19,3.03,3.19,1.36,0.20,-1.43,-4.60,-14.79,#N/A,100.00,51.79,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",17.41,0.1853,6.3824,0.1563,4.3699,3.68,3.13,3.67,2.87,1.89,-0.21,-0.77,-5.21,-15.96,#N/A,100.00,51.43,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",17.41,0.1853,6.3824,0.1563,4.3699,3.68,3.13,3.67,2.87,1.89,-0.21,-0.77,-5.21,-15.96,#N/A,100.00,51.43,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",17.11,0.1822,6.2557,0.1491,4.3680,3.56,3.49,3.33,3.17,1.16,-0.11,-1.67,-4.30,-15.30,#N/A,100.00,50.91,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",17.11,0.1822,6.2557,0.1491,4.3680,3.56,3.49,3.33,3.17,1.16,-0.11,-1.67,-4.30,-15.30,#N/A,100.00,50.91,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",15.44,0.1587,5.3279,0.1217,4.3653,2.79,3.30,3.30,3.01,1.67,0.39,-0.53,-4.21,-12.72,-16.15,97.97,50.93,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",15.44,0.1587,5.3279,0.1217,4.3653,2.79,3.30,3.30,3.01,1.67,0.39,-0.53,-4.21,-12.72,-16.15,97.97,50.93,0.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",16.93,0.2005,6.9885,0.1746,4.3424,4.14,4.09,3.21,2.87,1.62,0.64,-1.70,-5.90,-16.24,#N/A,100.00,51.32,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",16.93,0.2005,6.9885,0.1746,4.3424,4.14,4.09,3.21,2.87,1.62,0.64,-1.70,-5.90,-16.24,#N/A,100.00,51.32,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",16.33,0.1870,6.4604,0.1614,4.3333,4.04,3.79,3.08,2.20,1.70,-0.45,-1.64,-4.76,-14.66,#N/A,100.00,51.30,1.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",16.33,0.1870,6.4604,0.1614,4.3333,4.04,3.79,3.08,2.20,1.70,-0.45,-1.64,-4.76,-14.66,#N/A,100.00,51.30,1.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",16.27,0.1720,5.8336,0.1369,4.3314,3.50,3.30,2.61,2.70,2.17,0.56,-1.13,-4.43,-14.00,-14.42,98.89,51.14,0.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",16.27,0.1720,5.8336,0.1369,4.3314,3.50,3.30,2.61,2.70,2.17,0.56,-1.13,-4.43,-14.00,-14.42,98.89,51.14,0.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",16.67,0.1784,6.1132,0.1479,4.3313,3.80,2.90,3.54,2.94,1.06,-0.13,-1.05,-4.71,-14.98,#N/A,100.00,51.40,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",16.67,0.1784,6.1132,0.1479,4.3313,3.80,2.90,3.54,2.94,1.06,-0.13,-1.05,-4.71,-14.98,#N/A,100.00,51.40,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",15.32,0.1602,5.3996,0.1247,4.3192,3.40,2.95,2.96,2.49,1.45,0.56,-1.63,-3.92,-12.62,-14.80,99.00,51.71,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",15.32,0.1602,5.3996,0.1247,4.3192,3.40,2.95,2.96,2.49,1.45,0.56,-1.63,-3.92,-12.62,-14.80,99.00,51.71,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",16.29,0.1924,6.6797,0.1688,4.3167,4.50,3.82,3.09,2.07,1.89,-0.30,-1.56,-5.39,-14.84,#N/A,100.00,51.70,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",16.29,0.1924,6.6797,0.1688,4.3167,4.50,3.82,3.09,2.07,1.89,-0.30,-1.56,-5.39,-14.84,#N/A,100.00,51.70,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",15.19,0.1704,5.7551,0.1318,4.3110,3.98,2.96,3.48,2.85,1.35,0.89,-0.97,-4.76,-12.92,-16.15,97.94,51.13,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",14.90,0.1689,5.7157,0.1333,4.2965,3.89,3.29,2.74,2.69,0.81,0.21,-1.19,-4.41,-12.43,-14.36,98.89,51.23,1.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",14.90,0.1689,5.7157,0.1333,4.2965,3.89,3.29,2.74,2.69,0.81,0.21,-1.19,-4.41,-12.43,-14.36,98.89,51.23,1.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",17.70,0.1757,6.0065,0.1419,4.2860,3.00,3.82,3.46,2.83,1.41,0.14,-1.51,-3.87,-15.79,#N/A,100.00,51.07,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",17.70,0.1757,6.0065,0.1419,4.2860,3.00,3.82,3.46,2.83,1.41,0.14,-1.51,-3.87,-15.79,#N/A,100.00,51.07,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",16.97,0.1948,6.7539,0.1669,4.2734,4.05,4.15,3.24,2.92,1.23,-0.24,-1.48,-4.86,-15.90,#N/A,100.00,50.91,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",16.97,0.1948,6.7539,0.1669,4.2734,4.05,4.15,3.24,2.92,1.23,-0.24,-1.48,-4.86,-15.90,#N/A,100.00,50.91,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",15.51,0.1577,5.2990,0.1218,4.2671,3.48,3.37,3.24,2.13,1.87,0.63,-0.60,-3.91,-13.12,-17.94,98.21,51.35,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",15.51,0.1577,5.2990,0.1218,4.2671,3.48,3.37,3.24,2.13,1.87,0.63,-0.60,-3.91,-13.12,-17.94,98.21,51.35,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",15.26,0.1578,5.3112,0.1221,4.2613,3.41,2.83,3.12,2.26,1.42,0.57,-1.69,-3.73,-12.52,-14.80,99.00,51.32,1.09,1.00,100.00
