Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",3.52,0.0741,2.3567,0.0708,1.4060,1.01,0.67,0.18,-0.01,-0.03,-0.11,-0.71,-0.74,-2.43,-1.04,93.03,50.51,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",3.52,0.0741,2.3567,0.0708,1.4060,1.01,0.67,0.18,-0.01,-0.03,-0.11,-0.71,-0.74,-2.43,-1.04,93.03,50.51,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",3.51,0.0732,2.3349,0.0658,1.4056,0.93,1.10,0.03,0.21,-0.13,-0.21,-0.51,-1.19,-2.40,-0.92,93.21,49.84,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",3.51,0.0732,2.3349,0.0658,1.4056,0.93,1.10,0.03,0.21,-0.13,-0.21,-0.51,-1.19,-2.40,-0.92,93.21,49.84,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",3.81,0.0911,3.0266,0.0864,1.3973,1.38,0.64,-0.05,0.41,-0.07,0.17,-0.62,-1.10,-2.95,#N/A,100.00,50.42,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",3.81,0.0911,3.0266,0.0864,1.3973,1.38,0.64,-0.05,0.41,-0.07,0.17,-0.62,-1.10,-2.95,#N/A,100.00,50.42,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",4.28,0.0860,2.8568,0.0782,1.3912,1.11,1.27,0.40,0.08,0.08,-0.26,-0.37,-1.06,-3.29,#N/A,100.00,50.22,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",4.28,0.0860,2.8568,0.0782,1.3912,1.11,1.27,0.40,0.08,0.08,-0.26,-0.37,-1.06,-3.29,#N/A,100.00,50.22,0.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",3.35,0.0717,2.2836,0.0663,1.3773,1.20,0.67,-0.05,0.16,-0.03,-0.19,-0.53,-1.00,-2.34,-1.35,93.28,50.67,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",3.35,0.0717,2.2836,0.0663,1.3773,1.20,0.67,-0.05,0.16,-0.03,-0.19,-0.53,-1.00,-2.34,-1.35,93.28,50.67,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",3.82,0.0884,2.9359,0.0841,1.3769,1.24,0.66,0.03,0.13,0.05,-0.07,-0.08,-1.04,-3.03,#N/A,100.00,49.71,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",3.82,0.0884,2.9359,0.0841,1.3769,1.24,0.66,0.03,0.13,0.05,-0.07,-0.08,-1.04,-3.03,#N/A,100.00,49.71,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",3.81,0.0861,2.8646,0.0854,1.3714,1.02,1.26,0.12,0.09,0.17,-0.34,0.01,-1.47,-2.89,#N/A,100.00,50.05,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",3.81,0.0861,2.8646,0.0854,1.3714,1.02,1.26,0.12,0.09,0.17,-0.34,0.01,-1.47,-2.89,#N/A,100.00,50.05,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",3.30,0.0741,2.3586,0.0717,1.3695,0.94,0.73,0.15,-0.08,0.00,0.06,-0.57,-1.14,-2.25,-1.04,93.03,49.67,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",3.30,0.0741,2.3586,0.0717,1.3695,0.94,0.73,0.15,-0.08,0.00,0.06,-0.57,-1.14,-2.25,-1.04,93.03,49.67,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",2.99,0.0726,2.3084,0.0734,1.3665,1.06,0.55,-0.16,0.16,-0.10,0.01,-0.78,-0.79,-2.12,-1.41,93.11,50.46,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",2.99,0.0726,2.3084,0.0734,1.3665,1.06,0.55,-0.16,0.16,-0.10,0.01,-0.78,-0.79,-2.12,-1.41,93.11,50.46,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",3.10,0.0759,2.4212,0.0691,1.3659,0.72,0.76,-0.25,0.59,-0.18,-0.27,-0.25,-1.15,-2.32,-0.96,93.39,49.15,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",3.10,0.0759,2.4212,0.0691,1.3659,0.72,0.76,-0.25,0.59,-0.18,-0.27,-0.25,-1.15,-2.32,-0.96,93.39,49.15,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",3.94,0.0926,3.0746,0.0842,1.3591,1.56,0.58,0.19,0.45,-0.10,0.17,-0.64,-1.23,-3.06,#N/A,100.00,50.47,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30)",3.94,0.0926,3.0746,0.0842,1.3591,1.56,0.58,0.19,0.45,-0.10,0.17,-0.64,-1.23,-3.06,#N/A,100.00,50.47,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.99,0.0729,2.3209,0.0740,1.3551,0.88,0.73,-0.07,-0.08,-0.03,0.14,-0.57,-1.13,-2.05,-1.41,93.11,49.63,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",2.99,0.0729,2.3209,0.0740,1.3551,0.88,0.73,-0.07,-0.08,-0.03,0.14,-0.57,-1.13,-2.05,-1.41,93.11,49.63,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.93,0.0851,2.8250,0.0795,1.3541,1.08,1.12,0.31,0.18,0.17,-0.40,-0.32,-1.09,-3.10,#N/A,100.00,50.18,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",3.93,0.0851,2.8250,0.0795,1.3541,1.08,1.12,0.31,0.18,0.17,-0.40,-0.32,-1.09,-3.10,#N/A,100.00,50.18,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",3.24,0.0873,2.9034,0.0899,1.3456,1.25,0.79,0.34,0.37,-0.15,-0.41,-0.34,-1.44,-2.48,#N/A,100.00,50.70,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",3.24,0.0873,2.9034,0.0899,1.3456,1.25,0.79,0.34,0.37,-0.15,-0.41,-0.34,-1.44,-2.48,#N/A,100.00,50.70,0.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",3.70,0.0797,2.5428,0.0673,1.3412,1.34,0.71,0.31,-0.04,-0.11,-0.02,-0.63,-1.12,-2.69,-0.60,93.37,50.04,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",3.70,0.0797,2.5428,0.0673,1.3412,1.34,0.71,0.31,-0.04,-0.11,-0.02,-0.63,-1.12,-2.69,-0.60,93.37,50.04,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",3.67,0.0885,2.9426,0.0883,1.3291,1.24,1.17,0.41,0.14,-0.08,-0.37,-0.30,-1.41,-2.79,#N/A,100.00,50.76,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",3.67,0.0885,2.9426,0.0883,1.3291,1.24,1.17,0.41,0.14,-0.08,-0.37,-0.30,-1.41,-2.79,#N/A,100.00,50.76,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",3.70,0.0873,2.8981,0.0809,1.3269,1.51,0.75,0.65,0.07,0.07,-0.18,-0.74,-1.20,-2.94,#N/A,100.00,50.90,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",3.70,0.0873,2.8981,0.0809,1.3269,1.51,0.75,0.65,0.07,0.07,-0.18,-0.74,-1.20,-2.94,#N/A,100.00,50.90,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",3.54,0.0838,2.7845,0.0829,1.3264,1.24,0.69,0.54,0.22,-0.03,-0.38,-0.25,-1.26,-2.74,#N/A,100.00,50.84,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",3.54,0.0838,2.7845,0.0829,1.3264,1.24,0.69,0.54,0.22,-0.03,-0.38,-0.25,-1.26,-2.74,#N/A,100.00,50.84,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",4.15,0.0895,2.9733,0.0821,1.3242,1.42,0.58,0.22,0.36,-0.13,-0.11,-0.08,-0.96,-3.31,#N/A,100.00,49.75,0.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",4.15,0.0895,2.9733,0.0821,1.3242,1.42,0.58,0.22,0.36,-0.13,-0.11,-0.08,-0.96,-3.31,#N/A,100.00,49.75,0.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",3.31,0.0720,2.2953,0.0679,1.3235,1.00,0.89,-0.18,0.37,-0.10,-0.26,-0.46,-1.00,-2.33,-1.35,93.28,49.81,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",3.31,0.0720,2.2953,0.0679,1.3235,1.00,0.89,-0.18,0.37,-0.10,-0.26,-0.46,-1.00,-2.33,-1.35,93.28,49.81,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",3.64,0.0873,2.8935,0.0797,1.3203,1.30,0.57,0.07,0.48,0.14,0.12,-0.75,-1.09,-2.87,#N/A,100.00,50.55,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",3.64,0.0873,2.8935,0.0797,1.3203,1.30,0.57,0.07,0.48,0.14,0.12,-0.75,-1.09,-2.87,#N/A,100.00,50.55,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",3.80,0.0849,2.8205,0.0815,1.3196,1.26,1.02,0.59,0.07,0.00,-0.31,-0.39,-1.26,-2.92,#N/A,100.00,50.89,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",3.80,0.0849,2.8205,0.0815,1.3196,1.26,1.02,0.59,0.07,0.00,-0.31,-0.39,-1.26,-2.92,#N/A,100.00,50.89,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",3.99,0.0851,2.8242,0.0789,1.2951,1.18,0.59,0.09,0.37,0.14,0.08,-0.52,-0.64,-3.26,#N/A,100.00,49.84,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",3.99,0.0851,2.8242,0.0789,1.2951,1.18,0.59,0.09,0.37,0.14,0.08,-0.52,-0.64,-3.26,#N/A,100.00,49.84,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9)",3.57,0.0775,2.4727,0.0658,1.2926,0.91,0.82,-0.03,0.57,-0.28,-0.14,-0.45,-0.99,-2.67,-0.50,93.33,49.20,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",3.57,0.0775,2.4727,0.0658,1.2926,0.91,0.82,-0.03,0.57,-0.28,-0.14,-0.45,-0.99,-2.67,-0.50,93.33,49.20,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.41,0.0852,2.8340,0.0869,1.2810,1.12,0.88,0.17,0.27,-0.08,-0.17,-0.08,-1.43,-2.68,#N/A,100.00,50.01,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",3.41,0.0852,2.8340,0.0869,1.2810,1.12,0.88,0.17,0.27,-0.08,-0.17,-0.08,-1.43,-2.68,#N/A,100.00,50.01,0.93,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",3.89,0.0886,2.9367,0.0777,1.2767,1.36,0.72,0.17,0.54,0.08,0.10,-0.77,-1.07,-3.07,#N/A,100.00,50.59,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",3.89,0.0886,2.9367,0.0777,1.2767,1.36,0.72,0.17,0.54,0.08,0.10,-0.77,-1.07,-3.07,#N/A,100.00,50.59,0.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",3.81,0.0831,2.7613,0.0800,1.2697,1.06,1.10,0.23,0.32,0.13,-0.30,-0.20,-1.24,-2.99,#N/A,100.00,50.19,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",3.81,0.0831,2.7613,0.0800,1.2697,1.06,1.10,0.23,0.32,0.13,-0.30,-0.20,-1.24,-2.99,#N/A,100.00,50.19,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",2.89,0.0678,2.1569,0.0699,1.2534,1.17,0.47,-0.30,0.28,0.22,-0.11,-0.61,-1.05,-2.06,-1.38,93.28,50.59,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",2.89,0.0678,2.1569,0.0699,1.2534,1.17,0.47,-0.30,0.28,0.22,-0.11,-0.61,-1.05,-2.06,-1.38,93.28,50.59,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",3.02,0.0750,2.3908,0.0667,1.2503,0.93,0.45,0.14,0.28,0.05,-0.31,-0.62,-0.91,-2.32,-0.96,93.39,49.98,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",3.02,0.0750,2.3908,0.0667,1.2503,0.93,0.45,0.14,0.28,0.05,-0.31,-0.62,-0.91,-2.32,-0.96,93.39,49.98,1.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",3.28,0.0720,2.2964,0.0664,1.2491,0.63,0.57,0.15,0.35,0.02,-0.22,-0.12,-1.05,-2.50,-0.98,93.42,49.31,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",3.28,0.0720,2.2964,0.0664,1.2491,0.63,0.57,0.15,0.35,0.02,-0.22,-0.12,-1.05,-2.50,-0.98,93.42,49.31,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",3.64,0.0723,2.3035,0.0605,1.2467,0.78,0.48,0.48,0.47,0.07,-0.44,-0.48,-0.84,-2.72,-0.51,93.36,50.18,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",3.64,0.0723,2.3035,0.0605,1.2467,0.78,0.48,0.48,0.47,0.07,-0.44,-0.48,-0.84,-2.72,-0.51,93.36,50.18,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",3.60,0.0735,2.3449,0.0635,1.2389,0.66,0.66,0.39,0.48,-0.15,-0.03,-0.47,-0.97,-2.73,-0.51,93.36,49.35,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",3.60,0.0735,2.3449,0.0635,1.2389,0.66,0.66,0.39,0.48,-0.15,-0.03,-0.47,-0.97,-2.73,-0.51,93.36,49.35,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",3.34,0.0692,2.2012,0.0678,1.2326,1.12,0.66,0.02,0.10,0.24,-0.21,-0.54,-0.96,-2.40,-0.94,93.21,50.63,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",3.34,0.0692,2.2012,0.0678,1.2326,1.12,0.66,0.02,0.10,0.24,-0.21,-0.54,-0.96,-2.40,-0.94,93.21,50.63,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",3.29,0.0703,2.2391,0.0637,1.2288,0.74,0.44,0.27,0.31,0.02,-0.34,-0.35,-0.80,-2.47,-0.98,93.42,50.13,0.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",3.29,0.0703,2.2391,0.0637,1.2288,0.74,0.44,0.27,0.31,0.02,-0.34,-0.35,-0.80,-2.47,-0.98,93.42,50.13,0.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",4.14,0.0861,2.8586,0.0771,1.2218,1.30,0.69,0.24,0.43,0.06,0.04,-0.49,-0.72,-3.41,#N/A,100.00,49.88,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",4.14,0.0861,2.8586,0.0771,1.2218,1.30,0.69,0.24,0.43,0.06,0.04,-0.49,-0.72,-3.41,#N/A,100.00,49.88,0.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",3.72,0.0826,2.7446,0.0834,1.2194,0.86,0.97,0.44,-0.08,-0.18,-0.10,-0.04,-0.77,-3.07,#N/A,100.00,49.44,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",3.72,0.0826,2.7446,0.0834,1.2194,0.86,0.97,0.44,-0.08,-0.18,-0.10,-0.04,-0.77,-3.07,#N/A,100.00,49.44,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",3.77,0.0795,2.6366,0.0771,1.2129,0.88,0.79,0.53,0.03,0.06,-0.12,-0.20,-0.78,-3.09,#N/A,100.00,49.64,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",3.77,0.0795,2.6366,0.0771,1.2129,0.88,0.79,0.53,0.03,0.06,-0.12,-0.20,-0.78,-3.09,#N/A,100.00,49.64,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",3.96,0.0839,2.7865,0.0816,1.2128,0.99,0.97,0.69,-0.21,-0.03,-0.20,-0.23,-0.67,-3.21,#N/A,100.00,49.49,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",3.96,0.0839,2.7865,0.0816,1.2128,0.99,0.97,0.69,-0.21,-0.03,-0.20,-0.23,-0.67,-3.21,#N/A,100.00,49.49,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",3.88,0.0859,2.8504,0.0837,1.2032,1.17,0.91,0.38,0.43,-0.06,-0.08,-0.57,-0.89,-3.17,#N/A,100.00,50.26,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",3.88,0.0859,2.8504,0.0837,1.2032,1.17,0.91,0.38,0.43,-0.06,-0.08,-0.57,-0.89,-3.17,#N/A,100.00,50.26,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",3.45,0.0842,2.7940,0.0857,1.1976,1.11,0.80,0.28,0.28,-0.08,-0.13,-0.38,-0.97,-2.86,#N/A,100.00,50.20,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",3.45,0.0842,2.7940,0.0857,1.1976,1.11,0.80,0.28,0.28,-0.08,-0.13,-0.38,-0.97,-2.86,#N/A,100.00,50.20,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.44,0.0822,2.7331,0.0813,1.1954,1.14,0.79,0.32,0.31,0.11,-0.28,-0.19,-1.28,-2.79,#N/A,100.00,50.15,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",3.44,0.0822,2.7331,0.0813,1.1954,1.14,0.79,0.32,0.31,0.11,-0.28,-0.19,-1.28,-2.79,#N/A,100.00,50.15,0.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12)",3.45,0.0771,2.4579,0.0629,1.1944,1.08,0.59,0.26,0.34,0.09,-0.45,-0.60,-0.85,-2.66,-0.50,93.33,50.05,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",3.45,0.0771,2.4579,0.0629,1.1944,1.08,0.59,0.26,0.34,0.09,-0.45,-0.60,-0.85,-2.66,-0.50,93.33,50.05,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",3.15,0.0700,2.2302,0.0689,1.1801,1.07,0.74,0.09,0.06,0.09,-0.06,-0.56,-1.10,-2.28,-0.94,93.21,49.81,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",3.15,0.0700,2.2302,0.0689,1.1801,1.07,0.74,0.09,0.06,0.09,-0.06,-0.56,-1.10,-2.28,-0.94,93.21,49.81,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",2.79,0.0725,2.3114,0.0721,1.1781,0.54,0.71,0.04,0.45,-0.13,-0.24,-0.14,-1.21,-2.18,-1.05,93.40,49.14,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",2.79,0.0725,2.3114,0.0721,1.1781,0.54,0.71,0.04,0.45,-0.13,-0.24,-0.14,-1.21,-2.18,-1.05,93.40,49.14,1.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",2.93,0.0689,2.1955,0.0709,1.1780,1.09,0.56,-0.06,0.00,0.17,0.02,-0.70,-0.90,-2.14,-1.38,93.28,49.78,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",2.93,0.0689,2.1955,0.0709,1.1780,1.09,0.56,-0.06,0.00,0.17,0.02,-0.70,-0.90,-2.14,-1.38,93.28,49.78,0.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.95,0.0806,2.6744,0.0755,1.1763,1.00,0.86,0.65,0.02,0.15,-0.26,-0.33,-0.70,-3.22,#N/A,100.00,49.68,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",3.95,0.0806,2.6744,0.0755,1.1763,1.00,0.86,0.65,0.02,0.15,-0.26,-0.33,-0.70,-3.22,#N/A,100.00,49.68,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",3.90,0.0821,2.7180,0.0758,1.1589,1.18,0.97,0.38,0.34,-0.08,0.05,-0.26,-1.13,-3.24,#N/A,100.00,50.45,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",3.90,0.0821,2.7180,0.0758,1.1589,1.18,0.97,0.38,0.34,-0.08,0.05,-0.26,-1.13,-3.24,#N/A,100.00,50.45,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.56,0.0805,2.6666,0.0775,1.1495,1.10,0.69,0.38,0.22,-0.02,0.08,-0.36,-1.02,-2.94,#N/A,100.00,50.40,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",3.56,0.0805,2.6666,0.0775,1.1495,1.10,0.69,0.38,0.22,-0.02,0.08,-0.36,-1.02,-2.94,#N/A,100.00,50.40,0.85,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",3.13,0.0685,2.1825,0.0698,1.1383,0.35,0.59,0.34,0.31,-0.14,-0.06,-0.15,-0.89,-2.42,-1.06,93.43,49.28,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",3.13,0.0685,2.1825,0.0698,1.1383,0.35,0.59,0.34,0.31,-0.14,-0.06,-0.15,-0.89,-2.42,-1.06,93.43,49.28,1.03,1.00,100.00
AFG Investment Grade,2.95,0.0730,2.0550,0.0664,1.1332,0.48,-0.97,-1.12,-2.00,#N/A,#N/A,#N/A,#N/A,#N/A,0.90,75.05,45.16,3.36,5.00,95.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",3.66,0.0806,2.6798,0.0836,1.1256,1.08,0.68,0.35,0.02,-0.03,0.15,-0.38,-0.68,-3.02,#N/A,100.00,49.48,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",3.66,0.0806,2.6798,0.0836,1.1256,1.08,0.68,0.35,0.02,-0.03,0.15,-0.38,-0.68,-3.02,#N/A,100.00,49.48,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",3.10,0.0738,2.3533,0.0694,1.1176,0.67,0.87,0.02,0.49,-0.15,-0.19,-0.33,-1.06,-2.40,-0.58,93.34,49.18,1.06,1.00,100.00
