Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",4.17318,0.07280,2.46141,0.08679,1.49910,0.69069,1.46204,0.82236,0.53437,-0.29069,-0.17735,-0.77212,-1.72229,-2.77209,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",4.88357,0.07679,2.61607,0.09931,1.35408,0.52813,1.07207,0.99667,0.57154,0.29539,-0.55830,-0.22956,-1.53101,-3.73001,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",4.51807,0.07526,2.54382,0.09601,1.17335,1.04675,0.79463,1.27780,0.61373,-0.12924,0.02846,-0.68274,-1.14982,-3.51196,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",4.35085,0.06977,2.34675,0.08432,1.67531,0.98596,0.80806,0.54515,0.69732,-0.19016,-0.04830,-0.92326,-1.28892,-2.76747,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",4.89158,0.07565,2.57360,0.09533,1.23819,0.78282,0.93585,0.89280,0.40417,0.00741,0.48413,-0.73501,-1.37876,-3.79567,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",4.25365,0.07294,2.46420,0.08621,1.26149,0.91551,1.47121,0.26918,0.52809,0.40283,-0.02460,-0.96954,-1.44671,-3.10070,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",3.79806,0.07254,2.45327,0.09579,1.06802,0.92360,1.09469,0.78418,1.17202,-0.19773,-0.25957,-0.20361,-2.04036,-2.88396,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",4.69423,0.07713,2.64057,0.10978,0.78124,0.55870,1.25023,0.83132,1.12633,-0.01322,-0.01470,-0.25577,-1.40901,-4.12570,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",4.42586,0.07540,2.56025,0.09753,1.19848,0.65376,0.94260,1.02484,0.83968,0.23651,0.28455,-0.79063,-1.77095,-3.43209,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",4.52842,0.07194,2.44738,0.09423,1.14502,1.08238,0.77560,0.74845,0.05939,0.64209,-0.13624,-0.61549,-1.35399,-3.51160,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",4.00996,0.07001,2.36464,0.08443,1.22474,1.05512,1.11046,0.65092,0.00951,0.47885,0.08388,-0.40892,-2.08145,-2.88332,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",4.49061,0.07489,2.55069,0.09857,0.90644,1.27224,0.63360,0.94842,0.90376,-0.58872,0.05732,-0.06803,-1.53964,-3.75229,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",3.61516,0.07234,2.44925,0.09971,0.79961,0.94610,1.12732,1.32227,0.43645,0.07513,-0.22054,-1.00622,-1.09087,-2.95570,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",4.73827,0.07609,2.60733,0.11345,0.76621,0.12868,0.61820,1.26461,1.21231,0.43940,0.01522,-0.46575,-1.07720,-4.20255,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",4.42235,0.07428,2.52234,0.09931,1.20219,0.68760,0.71134,0.78575,0.39788,1.23847,-0.49369,-0.34314,-1.56900,-3.40806,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",4.14634,0.07195,2.45117,0.09948,0.86183,0.83784,0.76684,0.77587,0.47102,0.78723,-0.09884,-0.65149,-1.52529,-3.40668,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",4.39207,0.06997,2.36532,0.08826,1.37999,0.50978,1.04020,0.96167,0.24435,0.40304,-0.09340,-0.88039,-1.19668,-3.11398,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",4.70073,0.07415,2.52696,0.10165,0.93634,0.56586,0.91310,0.80642,0.80947,0.43753,-0.07929,-0.80171,-0.87174,-3.94393,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",4.23376,0.07360,2.52622,0.11588,0.47024,0.41739,1.02419,1.25180,0.70075,0.62342,-0.14571,-0.61650,-1.03570,-3.97578,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",3.93772,0.07264,2.47043,0.10157,1.04457,0.14688,1.48059,1.27349,0.72790,-0.31102,0.60780,-1.24064,-1.41216,-3.06934,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",4.65417,0.07499,2.57300,0.11763,0.63258,0.41610,0.71508,0.86127,1.25507,1.14060,-0.41079,-0.83329,-0.79752,-4.29115,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",3.95601,0.07136,2.43358,0.10271,0.68182,0.80742,1.04116,0.56309,0.72087,0.26579,0.04549,-0.28517,-1.62069,-3.42449,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",4.10393,0.07196,2.43053,0.09417,1.00382,0.76348,0.80566,1.59003,0.43146,-0.02409,-0.06749,-0.55532,-1.24517,-3.25218,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",3.66578,0.06616,2.22337,0.08275,1.36448,0.70287,1.11893,0.44778,0.42850,0.20848,-0.06521,-0.89365,-1.46928,-2.39113,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",4.31200,0.07299,2.47899,0.09307,1.16665,0.64045,0.72247,1.41159,-0.12822,0.40595,-0.07236,-0.61340,-1.45491,-3.28120,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",3.74270,0.07002,2.36238,0.08393,0.86726,0.87984,1.69921,0.48649,0.30789,0.14886,0.01867,-0.53808,-1.53460,-2.98079,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",3.19033,0.06925,2.34034,0.09388,0.75732,0.77715,1.36608,0.74966,1.28674,-0.33980,-0.33068,-0.42890,-1.82418,-2.57357,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",4.41799,0.07487,2.55862,0.10747,0.84180,0.37061,1.31863,0.91829,0.80090,0.46772,-0.56829,-0.29317,-1.31322,-3.76869,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",4.06486,0.07255,2.46011,0.09500,1.15843,0.26040,1.36047,0.98188,0.39172,0.82851,-0.01753,-0.87906,-1.74228,-3.07903,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",3.88833,0.06949,2.36036,0.09191,1.00269,1.10401,0.50800,0.82533,0.14915,0.68667,0.01202,-1.01101,-1.46404,-3.02174,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",3.81191,0.06715,2.26525,0.08174,1.39354,0.61786,0.80766,0.83588,0.43492,0.06699,0.53046,-1.02190,-1.84465,-2.52083,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",3.75173,0.07243,2.46229,0.09562,0.81732,1.06984,0.90115,0.83136,0.49497,-0.04770,-0.00040,-0.47975,-1.70191,-3.10514,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",3.25568,0.06869,2.32407,0.09788,0.70299,0.51254,1.32101,1.24411,0.60228,0.16817,-0.27969,-0.93630,-1.21229,-2.70230,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",4.29317,0.07373,2.52215,0.11124,0.59374,0.22689,0.64095,1.07646,1.51918,0.41011,-0.51897,-0.27371,-1.05123,-3.92025,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",4.03524,0.07146,2.42368,0.09694,0.98812,0.57642,0.92463,0.56380,0.85518,0.80155,-0.27212,-0.71599,-1.21624,-3.21468,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",3.77113,0.06915,2.35200,0.09698,0.82141,0.66314,0.58387,0.94082,0.58834,0.68714,-0.11482,-0.99563,-1.30866,-3.09237,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",3.59478,0.06681,2.25542,0.08574,1.12815,0.66702,0.96907,0.97947,0.26523,0.32877,-0.03623,-0.99621,-1.41664,-2.57285,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",3.91272,0.07140,2.42906,0.09899,0.64246,0.48452,1.00529,0.90429,0.86653,0.39562,-0.54153,-0.11701,-1.38913,-3.44062,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",3.89307,0.07097,2.43148,0.11340,0.48995,0.19120,1.26356,0.87627,0.74517,0.57560,-0.06746,-0.42285,-1.32429,-3.60525,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",3.45824,0.06954,2.36167,0.09889,0.88319,0.16975,1.21699,1.23345,0.57016,0.58377,-0.16667,-1.07148,-1.38800,-2.73885,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",4.30328,0.07265,2.48806,0.11496,0.53158,0.39341,0.52680,1.37857,0.64385,0.81877,-0.18855,-0.75014,-0.66295,-4.03464,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",3.44281,0.06876,2.34042,0.09967,0.46744,1.06710,0.85410,0.46056,0.82257,0.11460,0.10283,-0.42924,-1.53950,-3.13874,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",3.44954,0.06595,2.22789,0.09430,0.99223,0.26099,1.36408,1.02518,0.94812,-0.40470,-0.54506,-0.27764,-1.39483,-2.55643,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.69115,0.07188,2.45720,0.10900,0.42174,0.45633,0.86434,1.15940,1.17686,0.14707,-0.13355,-0.49497,-1.38718,-3.47504,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",3.79132,0.06988,2.36904,0.09565,0.64972,0.72436,1.36920,0.60763,1.08753,0.06032,-0.05181,-1.19738,-0.69295,-3.27267,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",3.19291,0.06569,2.23049,0.09245,0.75631,0.93669,0.33833,0.71224,0.94956,0.21980,-0.30104,-0.29308,-1.94725,-2.55129,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",3.13444,0.06349,2.14029,0.08208,0.86191,0.85811,1.15214,0.84206,-0.00737,0.19581,0.00213,-0.71611,-1.48386,-2.36101,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",3.70911,0.06931,2.35616,0.09651,0.57584,0.75308,0.85301,1.14399,0.59153,-0.06398,-0.09422,-0.40877,-1.28772,-3.27245,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",3.44904,0.06792,2.32324,0.10849,0.33369,0.63668,1.09707,0.38504,1.21080,0.43163,-0.19839,-0.66485,-1.21029,-3.32015,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",3.22646,0.06646,2.25439,0.09525,0.65156,0.81805,0.40708,1.36313,1.06788,0.01126,-0.25986,-0.69567,-1.39715,-2.70775,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",3.53967,0.07086,2.42555,0.11288,0.31960,0.82499,0.19455,1.47083,1.22144,0.35408,-0.54430,-0.41978,-1.28674,-3.44139,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",3.40154,0.06500,2.20931,0.09538,0.61903,1.23343,0.42043,0.50760,0.21073,0.88296,0.08508,-0.99391,-1.23697,-2.92729,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",3.14321,0.06684,2.29018,0.11397,0.27419,0.29940,0.74044,0.96120,0.78559,0.69981,-0.02510,-0.39895,-1.54708,-3.07208,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",2.73374,0.06581,2.23419,0.09873,0.32465,1.07717,0.80441,1.18421,0.43769,0.24639,0.04663,-1.09666,-1.17617,-2.55257,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.63838,0.06933,2.37421,0.11580,0.31054,0.17146,0.84422,1.16295,1.22682,0.10691,-0.16686,0.06658,-1.44340,-3.57138,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",3.02525,0.06424,2.18618,0.09987,0.31232,0.75285,0.68041,0.94588,0.38789,0.41040,-0.03538,-0.45751,-1.37955,-2.83578,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",3.13756,0.06620,2.27187,0.11839,0.11391,0.64321,0.28937,1.29462,0.94337,0.36317,-0.02173,-0.31861,-1.32154,-3.24816,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",4.26897,0.07630,2.57554,0.09228,1.16037,1.16157,1.07916,0.86093,0.61815,0.21823,-0.32985,-0.53522,-1.49431,-3.27100,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",4.30522,0.07205,2.42262,0.08320,1.74880,0.89889,0.88696,0.83453,0.40139,0.09331,-0.20875,-0.93966,-1.54042,-2.65672,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",5.02055,0.07759,2.63645,0.09158,1.69335,0.71496,0.64722,0.94747,0.37236,0.12146,-0.25552,-0.20636,-1.74271,-3.47575,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",4.37017,0.07409,2.50206,0.08451,1.34028,1.07462,1.50079,0.33896,0.15839,0.42476,-0.09975,-0.67278,-1.65700,-3.14568,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",3.80328,0.07442,2.51353,0.09219,1.15325,1.20615,0.74454,1.01841,0.79603,0.32635,-0.28347,-0.93736,-1.81527,-2.78066,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",4.77384,0.07894,2.69564,0.10302,0.94594,0.95451,1.21609,0.68020,0.67001,0.34912,-0.26113,-0.50845,-1.25829,-4.03019,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",4.45625,0.07617,2.58220,0.09301,1.32762,0.88904,1.00319,0.64185,0.67764,0.34678,0.02507,-0.59299,-1.80890,-3.30768,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.59903,0.07496,2.54711,0.09057,1.41381,1.13748,1.08499,0.22835,0.34604,0.27185,-0.18921,-0.62164,-1.56094,-3.29470,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",4.13782,0.07224,2.43880,0.08242,1.63810,0.61700,1.52489,0.56232,0.34616,-0.10092,-0.02412,-0.66683,-2.03233,-2.59214,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",4.74644,0.07675,2.60979,0.09353,1.46827,0.64727,1.22713,0.74402,0.36700,-0.02535,-0.22964,-0.17244,-1.75765,-3.44082,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",3.77255,0.07442,2.51579,0.09560,0.95146,1.08162,1.14383,1.32865,0.43491,-0.08266,-0.28236,-0.82307,-1.33689,-2.97522,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",4.60429,0.07829,2.67523,0.10608,0.78692,0.63212,0.71480,1.29597,1.09290,0.11593,-0.30145,-0.19895,-1.37436,-4.04051,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",4.21414,0.07552,2.56067,0.09486,1.10310,1.28520,0.37336,0.66749,0.81623,0.60008,0.03585,-0.85818,-1.49483,-3.27287,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",4.61454,0.07517,2.55737,0.09518,1.19899,0.70124,0.88645,1.27207,-0.14237,0.50110,0.06505,-0.68668,-1.46341,-3.53431,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",4.16556,0.07214,2.43736,0.08638,1.46690,0.85903,0.87991,0.66145,0.71322,0.51985,-0.57390,-0.76633,-1.70634,-2.79536,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",4.65586,0.07624,2.59399,0.09647,1.11159,1.07144,0.22706,1.16328,0.81092,0.34993,-0.50811,-0.48848,-1.27217,-3.69679,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.30128,0.07660,2.62109,0.10835,0.71689,0.61084,1.41655,0.78107,0.84268,0.38333,-0.33143,-0.45445,-1.43707,-3.78808,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",4.08399,0.07438,2.52474,0.09640,1.28714,0.10824,1.52638,0.99471,0.63175,0.50329,-0.29268,-0.81524,-1.77360,-2.95067,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",4.76223,0.07730,2.64341,0.10897,1.11443,0.38381,1.07420,0.41379,1.21626,0.50466,-0.04346,-0.85710,-1.20199,-3.89118,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",4.10108,0.07449,2.53575,0.09710,1.14985,0.59096,1.26973,0.69686,0.69810,-0.19528,-0.24130,-0.05053,-2.03925,-3.09611,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",4.02959,0.07253,2.44952,0.09364,1.20076,0.61025,1.17448,1.27389,0.71117,-0.28128,-0.25662,-0.50686,-1.50060,-2.94788,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",5.01626,0.07716,2.63641,0.10581,0.94696,0.47555,0.91372,0.99863,1.06266,0.23753,-0.17798,-0.46621,-1.02746,-4.23735,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",4.34430,0.07475,2.53443,0.09482,1.02743,0.90470,1.11725,0.55393,0.59602,0.71486,-0.37195,-0.57962,-1.24468,-3.47040,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",4.28426,0.07269,2.47036,0.09257,1.18426,0.78526,0.97599,0.71605,0.30244,0.41007,-0.09688,-0.32322,-1.93088,-3.20901,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",4.22153,0.06984,2.35718,0.08388,1.25476,0.75300,1.43922,0.42294,0.40484,0.07046,0.23728,-0.77428,-1.49001,-3.05507,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",4.54082,0.07513,2.55530,0.09569,0.99016,0.95117,0.68565,1.33847,0.19500,0.07831,-0.06080,-0.26676,-1.43209,-3.68875,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",4.36704,0.07436,2.54212,0.10565,0.74822,0.75339,0.69143,1.52850,0.74092,-0.02409,-0.22464,-0.37593,-1.30685,-3.79555,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",4.01624,0.07234,2.45357,0.09461,0.98851,0.64524,1.04320,1.26306,0.71314,0.01858,-0.02070,-0.74716,-1.54899,-3.17712,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",4.64815,0.07604,2.60062,0.10892,0.83935,0.46384,1.17210,0.72044,1.09627,0.70387,-0.77680,-0.49964,-0.98424,-4.03751,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",4.07381,0.07165,2.43701,0.09468,0.99984,1.00334,0.92043,0.42287,0.53652,0.22288,-0.03675,-0.27781,-1.79894,-3.19860,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",4.41906,0.07390,2.53049,0.11092,0.74187,0.22705,0.93587,1.06740,1.22616,0.21590,-0.02577,-0.58769,-1.24267,-3.86151,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",3.91360,0.07221,2.45097,0.09786,0.89683,0.68996,1.25226,0.59155,0.98192,0.28609,-0.32534,-0.69754,-1.28623,-3.18199,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",4.80016,0.07505,2.56795,0.11148,0.83473,0.31990,0.72012,1.13314,0.63357,0.96736,-0.43960,-0.39319,-0.88677,-4.20335,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",4.11273,0.07165,2.43934,0.09903,0.84481,0.65004,0.93981,1.03079,0.32794,0.47640,-0.20748,-0.35300,-1.51230,-3.39344,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",4.06215,0.07291,2.49903,0.11432,0.61191,0.32482,0.78689,1.18852,1.19447,0.04908,0.04798,-0.22107,-1.60115,-3.67134,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",3.57598,0.06936,2.34116,0.09197,1.06336,0.35723,1.14829,1.36869,0.97905,-0.48738,-0.20915,-0.71024,-1.42107,-2.63508,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",4.42039,0.07493,2.55583,0.10345,0.89785,0.15594,1.31537,0.97610,0.92233,0.43928,-0.64586,-0.36838,-1.22899,-3.70379,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",3.90828,0.07214,2.44311,0.09272,0.95684,0.60027,1.61067,0.20273,0.82953,0.56159,-0.16902,-0.57255,-1.59953,-3.09362,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",4.02685,0.07018,2.38167,0.09034,1.22976,0.63826,0.92849,0.65549,0.47769,-0.02676,0.12137,-0.68885,-1.62522,-2.91497,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",3.85200,0.06710,2.26213,0.08160,1.38979,0.41065,1.42644,0.52844,0.55928,-0.17495,0.36157,-1.00472,-1.61337,-2.55431,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",3.94791,0.07269,2.46840,0.09317,1.04697,0.46865,1.30488,0.99730,0.31683,0.22034,-0.14747,-0.61554,-1.71481,-3.05229,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",3.98442,0.07193,2.45515,0.10337,0.71435,0.69798,0.60725,1.52597,0.53201,0.26316,-0.34083,-0.40842,-1.39130,-3.44981,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",3.86211,0.06970,2.36112,0.09216,1.14918,0.28960,0.99048,1.18860,0.89354,-0.00085,0.24003,-0.95938,-1.64955,-2.84436,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",4.17909,0.07383,2.52100,0.10637,0.90032,0.47681,0.46217,1.18052,1.25007,0.24198,-0.18849,-0.77627,-1.30002,-3.48846,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",3.36760,0.06945,2.35847,0.09212,0.70721,1.25410,0.67542,0.63304,0.49540,0.06945,0.13588,-0.41103,-1.92391,-2.80514,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",3.91125,0.07142,2.44135,0.10851,0.58426,0.29034,0.76499,1.09942,0.96277,0.49523,-0.08598,-0.38565,-1.48083,-3.50882,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",3.36666,0.06920,2.34606,0.09559,0.69697,0.55707,1.11895,0.96009,0.71082,0.31430,-0.14357,-1.00548,-1.10020,-2.82801,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",4.12548,0.07273,2.48460,0.10920,0.55520,0.42397,0.42969,1.25716,1.15779,0.48838,-0.37435,-0.26610,-1.14275,-3.79994,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",3.54823,0.06902,2.34619,0.09648,0.72050,0.54263,0.94683,0.95856,0.23197,0.49478,-0.01510,-0.51267,-1.60090,-2.96408,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",3.62186,0.07062,2.41621,0.11162,0.46052,0.42811,0.96812,0.84807,1.18987,0.22751,0.05282,-0.90106,-1.20566,-3.34296,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",3.39864,0.06883,2.34942,0.10435,0.48787,0.34757,1.01082,1.03219,1.06133,0.03912,-0.05629,-0.74275,-1.34495,-3.07641,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",3.47657,0.06681,2.26275,0.09259,0.84221,0.45669,0.60499,1.96404,-0.00079,0.26258,-0.21348,-0.72579,-1.15917,-2.74930,-5.61845
