Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",4.79478,0.07245,2.44394,0.09167,1.48829,0.91323,0.80380,0.86155,0.74598,0.21506,-0.33667,-0.35227,-1.41425,-3.41868,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",4.28125,0.07594,2.57941,0.10669,0.95038,0.79296,1.07298,1.45680,1.01242,-0.29868,0.09906,-0.31590,-1.78740,-3.58177,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26)",3.90206,0.07013,2.36666,0.09129,1.34081,1.16206,0.99422,1.01061,-0.03153,0.21779,0.13984,-0.84480,-1.80306,-2.67507,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30)",4.87888,0.07493,2.56092,0.10756,0.94054,1.04432,0.71787,0.92242,0.64900,0.41752,0.08038,-0.80461,-1.02956,-4.16489,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",4.55890,0.07443,2.52263,0.09345,1.21955,0.93284,0.77109,1.23442,0.86953,-0.13267,0.49259,-0.73612,-1.93333,-3.48618,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",4.21794,0.06980,2.34983,0.08580,1.63602,0.86300,0.87129,0.87798,0.46542,-0.21886,0.71887,-1.16706,-1.86546,-2.70174,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21)",4.33447,0.06828,2.30047,0.08984,1.54064,0.44364,0.47898,1.15183,0.66458,0.18152,-0.20493,-0.29142,-1.58659,-2.90651,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",3.37957,0.07221,2.44994,0.10463,0.79230,0.77342,0.90257,1.26626,1.01659,-0.20649,0.18465,-0.40601,-2.08869,-2.81624,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",3.41771,0.06600,2.22495,0.08907,1.25443,0.94332,0.84321,0.90961,-0.02771,0.63791,0.19879,-1.02093,-1.98663,-2.25994,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",4.42233,0.07221,2.46322,0.10482,0.79442,0.85537,0.94986,1.16149,0.21353,0.37510,-0.03818,-1.00596,-0.68239,-3.83064,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",3.93759,0.07072,2.39253,0.09039,1.05484,0.87774,1.02336,0.76331,0.91980,0.24615,0.24136,-0.99329,-1.78012,-3.02535,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",3.57807,0.06552,2.20395,0.08624,0.98875,1.01890,0.99073,0.59697,0.91201,-0.19056,0.00897,-1.06552,-1.08287,-2.68432,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",3.45768,0.06994,2.37048,0.10197,0.73049,0.78220,1.32716,0.82823,0.98930,0.02072,-0.05593,-0.30980,-1.96644,-2.90003,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",3.13392,0.06121,2.05852,0.08338,0.97084,1.43846,0.49902,0.20310,0.78877,0.13824,-0.14065,-0.47340,-1.66153,-2.25472,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",3.47959,0.06843,2.33085,0.10090,0.58286,1.16936,0.88887,0.64565,0.19979,0.14535,0.63986,-1.08796,-1.34901,-3.06820,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",3.71925,0.06762,2.28477,0.08748,1.01908,0.77394,0.91790,1.23622,0.39318,-0.15146,0.26690,-0.52175,-1.82560,-2.80330,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",3.28383,0.06804,2.30772,0.10482,0.31685,0.98713,0.91151,0.98701,0.88294,0.08869,-0.23814,-0.02094,-1.33608,-3.13304,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",2.96385,0.06005,2.02211,0.08850,0.67947,1.24158,0.43388,0.38698,0.84565,0.83498,-0.15325,-1.10297,-1.30965,-2.37581,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",3.72442,0.06691,2.28221,0.10554,0.32860,0.62824,0.80517,0.89586,0.48001,0.97618,-0.24060,-0.33196,-1.22421,-3.55219,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",3.68211,0.06602,2.23215,0.09005,0.79689,0.63996,1.38899,0.44463,0.68571,0.29628,-0.32768,-0.52042,-1.06533,-2.98571,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",2.91024,0.06452,2.19291,0.10718,0.41205,0.81091,1.20193,0.87644,0.94250,0.00391,-0.52672,-0.11081,-1.54329,-2.65618,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",3.82034,0.06921,2.38515,0.12825,0.32202,0.15553,0.65020,1.30341,0.86925,0.54806,0.42133,-0.54294,-1.24861,-3.80208,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",3.37168,0.06938,2.36383,0.10840,0.46317,0.64428,1.10207,1.09444,0.50169,0.34047,0.24036,-0.42762,-1.58644,-3.14272,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",3.14160,0.06216,2.12128,0.10547,0.28912,0.83927,0.85522,0.44295,0.35592,0.98467,0.12220,-0.87111,-1.22826,-3.01408,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",2.95459,0.06227,2.10557,0.08962,0.51992,1.24742,0.49398,1.26750,0.18568,-0.06898,0.48259,-0.74181,-1.51858,-2.53170,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",3.46812,0.06712,2.29332,0.11152,0.33601,0.46195,1.11625,1.36561,-0.04694,0.49106,0.13613,-0.76887,-0.98365,-3.37342,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",4.84418,0.07480,2.51867,0.08492,2.18580,0.71154,1.19604,0.78405,0.34418,-0.37237,0.05353,-0.54583,-2.08734,-2.77964,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21)",4.68739,0.07386,2.48878,0.08841,1.73030,0.97705,0.23153,1.28025,0.76880,-0.12168,0.07620,-0.73700,-1.61581,-3.07368,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",4.36238,0.07697,2.60717,0.09964,1.15637,1.14612,0.77237,1.15938,0.86552,-0.02970,0.02660,-0.88349,-1.37247,-3.41317,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",4.29627,0.07270,2.45070,0.08805,1.88459,0.65782,1.33157,0.75762,0.44234,-0.52085,0.38697,-0.85173,-2.06207,-2.50977,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30)",5.17854,0.07759,2.64509,0.09968,1.51661,0.56176,1.10132,1.25571,0.11283,0.21331,0.09046,-1.02381,-1.16339,-3.87721,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",4.55589,0.07530,2.54829,0.08862,1.56800,0.74398,1.30379,0.50245,0.57980,0.66349,-0.46081,-0.69404,-1.82776,-3.12506,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",4.73177,0.07262,2.44477,0.08662,1.58603,1.08234,0.95924,0.83789,0.17771,0.26635,0.11050,-0.92800,-1.33012,-3.23878,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",4.25241,0.07593,2.57094,0.09902,1.12791,1.02979,0.74425,1.69645,0.20261,0.53780,-0.27622,-0.27516,-1.99485,-3.31365,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26)",4.13001,0.06959,2.34233,0.08446,1.61468,1.38063,0.66207,0.38543,0.35985,0.17960,0.16288,-0.62730,-1.99903,-2.60676,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30)",4.84031,0.07559,2.57516,0.09816,1.24823,1.11623,0.82831,0.76866,0.11958,0.16884,0.60749,-0.86649,-1.43236,-3.75652,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",4.21502,0.07356,2.48762,0.08753,1.25573,0.72183,1.46399,0.98877,0.15102,0.13513,0.50446,-0.65505,-2.22430,-3.08706,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",4.62809,0.07481,2.53401,0.10141,1.22519,0.65310,0.68572,1.10591,0.85004,0.36326,-0.40403,-0.15071,-1.29013,-3.58466,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",4.15084,0.06943,2.33965,0.08949,1.35822,1.29904,0.50168,0.72399,0.24010,0.82999,-0.41439,-0.54906,-1.58843,-2.89553,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30)",5.03566,0.07447,2.54010,0.10226,1.10249,0.34515,0.68362,1.32151,0.42918,0.90615,-0.22274,-0.66127,-1.08091,-4.09903,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",4.63234,0.07278,2.46297,0.09036,1.08011,1.25871,0.90588,0.45097,0.59939,0.32771,0.16293,-0.70142,-1.15142,-3.66907,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",3.78802,0.07290,2.47383,0.10376,0.75200,0.89145,1.17245,1.47394,0.63661,0.03584,-0.04971,-0.94330,-1.31320,-3.20164,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30)",4.72502,0.07603,2.61344,0.12020,0.58250,0.25889,1.04039,1.21562,0.85503,0.68777,-0.02417,-0.22552,-1.25321,-4.40633,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",4.33326,0.07526,2.56114,0.10389,0.94459,0.72528,1.23533,0.43588,0.96162,0.65401,0.05373,-0.19409,-2.05151,-3.60397,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30)",4.42103,0.07143,2.43747,0.10313,0.91226,0.74881,1.05579,0.82728,0.07212,0.75539,0.05298,-0.84991,-1.11781,-3.65523,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",3.77976,0.07056,2.38817,0.09021,1.19716,0.72237,1.33983,1.04125,-0.08468,0.36411,0.05124,-0.50609,-2.15165,-2.68778,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",4.75521,0.07445,2.54216,0.10658,1.04096,0.54288,0.95059,0.85058,0.78626,0.58504,-0.36144,-0.51549,-1.20118,-3.93908,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",4.08336,0.06901,2.32104,0.08495,1.46462,0.86969,0.86701,0.84553,0.31299,0.43963,-0.38519,-0.72327,-1.47719,-2.74254,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",3.64325,0.07247,2.45154,0.09700,0.87779,1.09774,0.65544,1.53707,0.29931,0.14391,0.07424,-0.39753,-1.87674,-2.93415,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",3.33234,0.06604,2.22095,0.08277,1.30329,1.12879,0.77059,0.43165,0.24855,0.48939,0.32506,-1.16500,-1.93325,-2.12849,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",4.20737,0.07295,2.48097,0.09582,1.11157,1.05594,0.93543,0.65244,0.32998,0.13269,0.18553,-0.73033,-1.61657,-3.25835,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",3.86000,0.07063,2.38528,0.08482,1.06087,1.12611,1.17613,0.94912,0.17872,-0.19229,0.39381,-0.47439,-1.98715,-2.90711,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",3.72953,0.07140,2.41681,0.09966,0.81546,0.76572,0.46205,1.46589,0.82892,0.22099,-0.30596,-0.42327,-1.33403,-3.10434,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",3.60328,0.06534,2.19976,0.08768,1.32255,0.51543,0.91904,0.75795,0.51694,0.69656,-0.25017,-1.25107,-1.36017,-2.38962,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",4.36084,0.07176,2.44313,0.09980,0.75691,0.65597,0.62735,1.12131,0.91838,0.48571,-0.54990,-0.47439,-1.02831,-3.74321,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",4.08603,0.06940,2.34486,0.08794,1.01149,1.06642,0.61786,0.98789,0.26806,0.74812,-0.25286,-0.46352,-1.45133,-3.18364,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",3.06004,0.06903,2.34064,0.10188,0.60028,0.85697,1.14843,1.31727,0.57499,0.06676,0.07528,-1.10347,-1.47887,-2.62314,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",4.15120,0.07364,2.52625,0.11771,0.47888,0.25882,0.93160,1.34802,0.90864,0.71693,-0.35309,-0.58304,-1.03952,-3.94003,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",3.97306,0.07207,2.44906,0.10124,1.26541,0.13558,0.99354,0.92293,0.58565,0.81017,0.28777,-0.94533,-1.85268,-2.92139,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",3.72695,0.06876,2.34204,0.10031,0.64627,0.89834,1.17646,0.19777,0.53477,0.63678,-0.00127,-0.50679,-1.55351,-3.23358,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",3.45344,0.06716,2.26958,0.08727,1.09307,0.63793,1.38473,0.49158,0.91206,-0.22547,0.28532,-0.92588,-1.86951,-2.45390,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",3.84856,0.07163,2.44109,0.10353,0.74551,0.64931,0.91238,0.85357,0.57654,0.46064,-0.15256,-0.45049,-1.49846,-3.32600,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",3.62189,0.06945,2.34863,0.09766,0.64649,0.91757,0.86711,1.25099,0.95880,-0.23493,-0.32654,-0.25140,-1.29701,-3.10437,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",3.01868,0.06193,2.08072,0.08290,1.05613,1.28291,0.27583,0.84347,0.61941,0.00046,0.12053,-1.07520,-1.57720,-2.04712,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",3.77964,0.06915,2.35114,0.09653,0.65232,0.81755,0.88541,1.04974,0.09635,0.68446,-0.00134,-0.91319,-1.22174,-3.26287,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",3.84273,0.06721,2.26810,0.08523,1.01956,0.70122,1.16475,0.86170,0.46323,-0.11936,0.01689,-0.40603,-1.48157,-2.90602,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",2.84010,0.06550,2.21645,0.09687,0.47630,1.24219,0.60258,1.20963,0.98824,-0.01883,-0.77632,-0.04892,-1.73702,-2.50996,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",3.83828,0.07140,2.44704,0.11455,0.53744,0.45955,0.80039,1.34459,0.52658,0.67822,-0.35281,-0.39197,-1.36327,-3.51831,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",3.41022,0.07023,2.38499,0.09954,0.59943,0.77905,1.00162,1.26614,0.33160,0.72042,-0.09470,-0.77129,-1.56547,-2.99858,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",3.33554,0.06440,2.18942,0.09502,0.53184,1.36283,0.17033,0.90413,0.25451,0.46201,0.22108,-1.05286,-1.07688,-2.93314,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",3.26494,0.06303,2.12659,0.08287,0.95374,1.29359,0.74980,0.08087,0.49293,0.69644,-0.45338,-0.55937,-1.52495,-2.39769,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",3.37863,0.06880,2.34249,0.10068,0.38207,1.25230,0.96602,0.41368,0.54379,0.33389,-0.09835,-0.39541,-1.47089,-3.19187,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",2.78914,0.06480,2.19599,0.10166,0.49740,0.70413,0.81072,1.21589,0.50731,0.43303,-0.39340,-0.24906,-1.70930,-2.41715,-3.76959
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",3.77554,0.06966,2.39037,0.11893,0.35059,0.11570,0.58427,1.36360,0.85450,0.66620,0.01096,-0.30371,-1.30650,-3.65175,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",3.94173,0.06859,2.32980,0.10130,0.74008,0.44363,1.27264,0.63952,0.47715,0.80120,-0.41438,-0.34294,-0.95382,-3.37549,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",3.55263,0.06359,2.16552,0.10042,0.54747,0.50483,0.67193,0.81700,0.40485,0.91046,0.01247,-0.76518,-1.20806,-3.11977,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",3.13659,0.06225,2.10190,0.08681,0.89908,0.74385,0.96317,0.76550,0.14564,0.47246,-0.19226,-0.74872,-1.36564,-2.33604,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",3.73595,0.06738,2.29613,0.10414,0.40205,0.27736,1.04655,1.42101,0.06904,0.53044,0.30241,-0.99891,-0.80565,-3.49213,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",3.58476,0.06582,2.26237,0.12062,0.36998,0.18263,1.06396,0.60594,0.78209,0.50535,0.53110,-0.92431,-1.01779,-3.43437,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",2.99880,0.06579,2.23893,0.10381,0.38803,0.63692,0.95258,1.06401,0.90138,0.19403,-0.12490,-0.58353,-1.42195,-2.75176,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",3.42889,0.06875,2.36326,0.12446,0.14872,0.49385,0.35786,1.19066,1.57877,0.26264,-0.19116,-0.24132,-1.35179,-3.55330,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",3.06779,0.06329,2.15799,0.10479,0.36341,0.87537,1.04850,0.27760,-0.06285,0.80561,0.56830,-0.64710,-1.60256,-2.86273,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",4.91766,0.07411,2.49364,0.08476,1.99122,0.76107,1.22560,0.23379,0.64483,0.20150,-0.24718,-0.73639,-1.53147,-3.03927,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",4.46930,0.07684,2.59719,0.09399,1.36586,0.80418,1.22781,1.03651,0.82290,-0.15836,-0.23693,-0.33339,-1.77454,-3.28257,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",4.20633,0.07212,2.42654,0.08300,1.90087,1.03415,0.85181,0.65767,0.25958,0.09294,-0.02867,-0.76095,-2.13551,-2.39394,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",4.96514,0.07756,2.63790,0.09308,1.41911,1.20961,0.82482,0.90041,0.05672,0.16508,0.15694,-0.73876,-1.50584,-3.70151,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",4.40765,0.07481,2.52787,0.08459,1.50403,0.85067,1.50995,0.90602,-0.05815,-0.04240,0.17152,-0.72329,-1.80553,-3.03486,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",4.16628,0.07602,2.57037,0.09641,0.97060,1.38432,0.60292,1.27315,0.85126,-0.10869,-0.31308,-0.52921,-1.30892,-3.35737,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",4.36237,0.07200,2.42463,0.08738,1.77150,0.79958,1.14695,0.13345,1.00655,0.26346,-0.54017,-0.84196,-1.58396,-2.69876,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",5.18906,0.07704,2.62269,0.09669,1.54431,0.38723,0.94490,0.74903,0.70312,0.51238,-0.29980,-0.48915,-1.41706,-3.82433,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",4.50946,0.07406,2.50376,0.08745,1.47984,0.87248,0.80372,0.77857,0.43103,0.69426,-0.23190,-0.89272,-1.52163,-3.14124,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",3.76820,0.07494,2.53744,0.09828,1.00492,1.08790,1.09381,1.04182,0.90749,0.38619,-1.05638,-0.45860,-1.62751,-2.93126,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",4.60447,0.07864,2.69259,0.11052,0.69912,0.61338,1.19586,1.18095,0.90874,0.27881,-0.44416,-0.13158,-1.41267,-4.14062,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",4.43680,0.07626,2.58965,0.09761,1.16569,1.01419,0.86957,0.44471,1.05914,0.43162,0.38938,-1.32224,-1.35494,-3.46687,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",4.34926,0.07503,2.55579,0.09736,1.14654,0.92191,1.39087,0.57085,0.33386,-0.24065,0.42669,-0.70248,-1.70808,-3.33138,#N/A
