Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",4.27943,0.08603,2.85681,0.07818,1.39119,1.11322,1.26754,0.40464,0.08130,0.08214,-0.25982,-0.37309,-1.05850,-3.29205,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",3.31291,0.07202,2.29531,0.06792,1.32346,0.99582,0.88993,-0.18488,0.36574,-0.09998,-0.25528,-0.45959,-0.99896,-2.32992,-1.35452
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",3.76742,0.07947,2.63660,0.07710,1.21294,0.88024,0.78670,0.52707,0.03158,0.05635,-0.11634,-0.19797,-0.77507,-3.08535,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",3.93470,0.08506,2.82502,0.07954,1.35406,1.08493,1.11940,0.31376,0.18296,0.17442,-0.40114,-0.31532,-1.08514,-3.09509,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",3.79168,0.08783,2.92006,0.08548,1.46667,0.94983,1.20306,0.15825,0.35874,-0.08402,-0.40630,-0.14396,-1.34854,-2.87669,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",3.69909,0.08731,2.89808,0.08085,1.32690,1.50938,0.74619,0.64566,0.07374,0.07378,-0.18252,-0.74134,-1.20157,-2.94092,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",3.70205,0.07967,2.54278,0.06734,1.34124,1.34088,0.71279,0.30519,-0.04181,-0.11047,-0.01924,-0.62558,-1.11962,-2.69106,-0.59575
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",4.14389,0.08615,2.85859,0.07714,1.22182,1.30258,0.69404,0.24203,0.43130,0.06329,0.04239,-0.48896,-0.72474,-3.41433,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",3.12785,0.06850,2.18247,0.06980,1.13833,0.34769,0.59135,0.34400,0.31122,-0.13887,-0.06439,-0.14937,-0.89381,-2.42250,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",4.13547,0.09145,3.03810,0.07881,1.42466,1.37753,1.11450,0.18406,0.28507,-0.04458,-0.03307,-0.32012,-1.46334,-3.15571,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",3.52113,0.07845,2.50298,0.06974,1.42866,1.22838,0.64983,0.00364,0.02600,0.07809,-0.12002,-0.51182,-1.18607,-2.50930,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",3.99311,0.08511,2.82422,0.07890,1.29507,1.18343,0.59253,0.08656,0.37239,0.14209,0.07548,-0.52312,-0.64054,-3.25972,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",4.26137,0.09438,3.13889,0.08365,1.54114,1.35964,1.12399,0.20930,0.12415,-0.10339,-0.01169,-0.33710,-1.41952,-3.14877,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",3.43720,0.08226,2.62549,0.07260,1.62637,1.13123,0.74275,-0.19718,0.10868,0.03383,-0.22968,-0.55833,-1.35700,-2.26292,-1.04874
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",3.82221,0.08838,2.93590,0.08409,1.37685,1.24183,0.65551,0.02753,0.12773,0.05317,-0.07028,-0.07994,-1.04092,-3.02791,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",3.87958,0.09333,3.10420,0.08542,1.54424,1.34577,0.88622,0.23002,0.10840,-0.15094,0.11766,-0.28381,-1.59727,-2.87868,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",4.32019,0.09506,3.15656,0.08013,1.59328,1.42520,1.15636,0.43121,0.21153,-0.00422,-0.30490,-0.55320,-1.39655,-3.18140,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",3.43597,0.07956,2.53688,0.06843,1.57978,1.27712,0.54729,0.01069,0.30106,-0.06705,-0.30705,-0.59036,-1.36141,-2.30592,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",3.64164,0.08728,2.89355,0.07969,1.32034,1.29702,0.56657,0.06685,0.48248,0.13925,0.11853,-0.75229,-1.08788,-2.87478,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",4.14968,0.09381,3.11535,0.08190,1.62824,1.34794,0.86147,0.49750,0.31899,-0.13014,-0.27641,-0.67093,-1.20562,-3.01878,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",4.05087,0.09722,3.23423,0.08823,1.66336,1.44469,0.76651,0.44094,0.27595,-0.13781,-0.25405,-0.52270,-1.47477,-2.90627,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",4.64886,0.09446,3.13619,0.07670,1.55861,1.34482,1.31643,0.28411,0.19476,0.05244,-0.11225,-0.49002,-1.25720,-3.50526,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",4.12505,0.08162,2.60581,0.06653,1.65635,1.18217,0.68300,0.05425,0.22517,-0.15949,-0.25010,-0.50936,-0.95940,-2.82355,-1.04293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",4.58378,0.08834,2.92983,0.07652,1.50621,1.17537,0.66786,0.16089,0.48318,-0.09746,0.04266,-0.40253,-0.64362,-3.55091,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",4.43329,0.09333,3.09897,0.07842,1.58482,1.28240,1.11464,0.26704,0.19126,0.12386,-0.29183,-0.29448,-1.33281,-3.33019,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",4.43010,0.09612,3.19528,0.08369,1.74019,1.18841,1.16619,0.24180,-0.00863,0.06804,-0.30269,-0.11569,-1.47527,-3.20183,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",4.47767,0.09734,3.23050,0.07956,1.68818,1.41819,0.90608,0.65262,0.11626,0.04653,-0.23828,-0.64118,-1.31779,-3.31636,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",3.81051,0.08310,2.76133,0.07999,1.26966,1.05549,1.10458,0.22523,0.32039,0.13127,-0.30421,-0.20459,-1.23965,-2.98894,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",2.93443,0.06894,2.19549,0.07088,1.17798,1.08925,0.56095,-0.05846,0.00483,0.17339,0.02484,-0.70074,-0.90140,-2.13679,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",3.25443,0.07624,2.53135,0.07936,1.00117,1.05210,0.42527,0.36740,0.00691,0.32747,-0.10054,-0.06792,-0.88927,-2.83635,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",3.43651,0.08224,2.73312,0.08133,1.19539,1.14294,0.79334,0.32131,0.31039,0.11264,-0.27817,-0.18790,-1.28231,-2.79158,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.41000,0.08519,2.83403,0.08688,1.28095,1.11723,0.88457,0.16692,0.27266,-0.07884,-0.16884,-0.07914,-1.42749,-2.67571,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",3.54181,0.08383,2.78452,0.08293,1.32643,1.23541,0.68543,0.53863,0.21577,-0.03281,-0.38410,-0.24637,-1.26468,-2.74454,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.93470,0.08506,2.82502,0.07954,1.35406,1.08493,1.11940,0.31376,0.18296,0.17442,-0.40114,-0.31532,-1.08514,-3.09509,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",4.13547,0.09145,3.03810,0.07881,1.42466,1.37753,1.11450,0.18406,0.28507,-0.04458,-0.03307,-0.32012,-1.46334,-3.15571,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",3.52113,0.07845,2.50298,0.06974,1.42866,1.22838,0.64983,0.00364,0.02600,0.07809,-0.12002,-0.51182,-1.18607,-2.50930,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",3.99311,0.08511,2.82422,0.07890,1.29507,1.18343,0.59253,0.08656,0.37239,0.14209,0.07548,-0.52312,-0.64054,-3.25972,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",3.98217,0.09048,3.00613,0.08039,1.44193,1.38668,0.81378,0.21717,0.30528,-0.11605,0.09676,-0.33560,-1.42545,-3.03165,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.87958,0.09333,3.10420,0.08542,1.54424,1.34577,0.88622,0.23002,0.10840,-0.15094,0.11766,-0.28381,-1.59727,-2.87868,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",4.14968,0.09381,3.11535,0.08190,1.62824,1.34794,0.86147,0.49750,0.31899,-0.13014,-0.27641,-0.67093,-1.20562,-3.01878,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",4.43329,0.09333,3.09897,0.07842,1.58482,1.28240,1.11464,0.26704,0.19126,0.12386,-0.29183,-0.29448,-1.33281,-3.33019,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.43651,0.08224,2.73312,0.08133,1.19539,1.14294,0.79334,0.32131,0.31039,0.11264,-0.27817,-0.18790,-1.28231,-2.79158,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.98217,0.09048,3.00613,0.08039,1.44193,1.38668,0.81378,0.21717,0.30528,-0.11605,0.09676,-0.33560,-1.42545,-3.03165,#N/A
