Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",1.50053,0.04878,1.66435,0.07012,0.92536,0.79175,0.23698,0.23009,0.14163,0.64548,-0.13251,-0.68120,-0.66851,-0.63853,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",2.20517,0.05358,1.84205,0.07035,1.42364,0.51002,0.25504,0.02684,0.37168,0.23722,0.22851,-0.31520,-0.94256,-0.87461,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",1.50089,0.04406,1.48572,0.06494,1.13965,0.58296,-0.12360,0.61308,0.19077,0.56364,-0.23247,-0.34561,-0.47853,-0.42848,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",1.48917,0.04449,1.50137,0.06692,0.76597,1.11508,0.41905,0.47233,0.16862,0.15912,-0.20699,0.07109,-0.67733,-0.79823,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",2.04065,0.05206,1.78364,0.06774,1.25119,0.72189,0.41249,0.07658,1.00126,0.02774,-0.29052,-0.54081,-0.83616,-0.88106,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",1.56246,0.04484,1.52943,0.07208,0.99996,0.97874,-0.13194,0.28499,-0.01835,0.44763,-0.06119,-0.46280,-0.54989,-0.63463,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",1.29861,0.04489,1.51211,0.06133,0.95581,0.54355,0.39515,0.36064,0.19511,0.27917,-0.17793,0.05829,-0.72396,-0.40500,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",1.80162,0.05245,1.79379,0.06413,0.99055,0.74669,0.36858,0.05147,0.42832,0.53124,-0.13227,-0.12203,-1.01957,-0.90345,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",1.07150,0.04655,1.58454,0.06616,0.69288,0.59315,0.61633,-0.16714,0.29214,0.20526,0.02807,0.13573,-1.07719,-0.45984,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",1.95627,0.05244,1.79392,0.06468,1.07408,0.76228,0.55448,0.35706,0.40364,0.17960,-0.17550,-0.32058,-0.92178,-0.96294,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",1.38444,0.04717,1.60623,0.06741,0.90891,0.89802,0.21813,0.13438,0.20856,-0.04204,0.25022,0.10493,-1.25946,-0.54450,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",1.70427,0.05239,1.79741,0.06929,1.09483,0.91314,0.19976,-0.13985,0.81589,0.02361,-0.14838,0.04041,-1.13786,-0.71113,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",1.55850,0.04793,1.61574,0.06724,0.96517,0.67373,0.34251,0.57159,0.18383,0.37792,0.09498,-0.65098,-0.43469,-0.65798,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",1.46786,0.05505,1.88467,0.06801,0.88214,1.02367,0.46799,0.18421,0.46845,0.39036,-0.17465,-0.40909,-1.24061,-0.67153,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",1.49719,0.04771,1.62564,0.07119,0.82815,0.59891,0.64684,-0.07012,0.04299,0.46368,-0.02512,-0.14221,-0.73398,-0.75527,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",2.14130,0.05571,1.90870,0.07046,1.20670,0.62176,0.68325,0.14825,1.11609,0.14750,-0.48686,-0.69722,-0.78323,-1.02673,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",1.86011,0.04864,1.65856,0.07462,1.04525,0.84152,0.10504,0.43160,0.27222,0.40002,-0.15016,-0.75879,-0.48276,-0.88545,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",1.80313,0.05388,1.85155,0.07464,1.18617,0.96131,0.48997,-0.18518,0.66279,0.02598,-0.05205,-0.53336,-0.92077,-0.72035,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",1.72174,0.05609,1.91813,0.06690,0.76679,0.86104,0.86733,0.09465,0.38553,0.49487,-0.12754,-0.45816,-0.91490,-1.05793,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",1.72030,0.05055,1.72014,0.06835,0.94503,0.68658,0.38109,0.10597,0.22369,0.21113,0.05249,-0.25171,-0.66283,-0.85357,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",1.65801,0.05513,1.89022,0.07021,0.85118,1.03502,0.37749,0.07422,0.20163,0.22905,0.27335,-0.18465,-1.02919,-0.89684,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",2.52341,0.05615,1.92638,0.07187,1.31863,0.64010,0.47133,0.26355,0.26434,0.39790,-0.00312,-0.68553,-0.47027,-1.29185,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",1.54613,0.04527,1.52631,0.06595,1.00972,0.78698,0.14815,0.34997,0.20311,0.62694,-0.17501,-0.73033,-0.15049,-0.59660,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",1.78837,0.04574,1.54362,0.06811,1.00235,0.79390,0.80831,0.22213,0.32763,0.08243,-0.05648,-0.55033,-0.31129,-0.85106,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",2.15943,0.05336,1.82839,0.06888,1.29027,0.87894,0.20072,0.46989,0.78419,-0.02255,-0.25788,-0.86140,-0.56308,-0.97325,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",1.74800,0.04590,1.56515,0.07274,0.95475,0.97567,0.12846,0.07237,0.29081,0.30486,-0.12487,-0.90472,-0.00197,-0.85676,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",1.59086,0.04617,1.55494,0.06218,1.05854,0.23326,0.82638,0.49488,0.17092,0.25631,-0.39730,-0.00009,-0.60017,-0.58448,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",1.93370,0.05380,1.84019,0.06514,0.98875,0.78274,0.71829,0.25811,0.00813,0.75773,-0.61156,-0.01425,-0.91903,-1.03101,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",1.26725,0.04785,1.62834,0.06673,0.72428,0.87665,0.40249,0.03235,0.07479,0.10274,0.17032,-0.15033,-0.78565,-0.61395,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",1.89859,0.05383,1.84204,0.06580,1.07732,0.79125,0.75572,0.44603,0.16438,0.23717,-0.00656,-0.81033,-0.78778,-0.91276,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",1.69396,0.04850,1.65100,0.06805,1.06721,0.44202,0.77917,0.16239,0.22547,-0.05789,0.17318,-0.41306,-0.84089,-0.69220,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",2.04980,0.05365,1.84085,0.07009,1.31807,0.69251,0.43505,-0.00666,0.48334,0.23431,-0.20250,-0.34169,-0.84570,-0.83163,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",1.61659,0.04925,1.66043,0.06845,1.14518,0.46344,0.61958,0.47269,0.35970,0.47623,-0.16249,-0.61639,-0.75941,-0.55302,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",1.65416,0.05644,1.93255,0.06921,0.89983,0.98074,0.57425,0.29767,0.63149,0.18733,-0.23168,-0.46459,-1.10589,-0.86012,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",1.62126,0.04881,1.66256,0.07192,0.87033,0.63334,0.66324,-0.06882,0.17196,0.46869,0.10023,-0.64908,-0.52425,-0.83198,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",2.28555,0.05704,1.95482,0.07163,1.32441,0.76386,0.49143,0.71427,0.79910,-0.10161,-0.41991,-0.97675,-0.60818,-1.06964,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",2.18969,0.04996,1.70302,0.07529,1.25905,0.63062,0.26820,0.28186,0.54730,0.19340,-0.11154,-1.01445,-0.24125,-0.99285,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",2.07486,0.05516,1.89575,0.07544,1.40206,0.74059,0.32298,0.34798,0.50392,-0.02982,-0.06831,-0.49900,-1.03938,-0.78256,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",1.69961,0.05741,1.96384,0.06778,0.93331,0.92616,0.59838,0.36871,0.60294,-0.00672,0.09073,-0.66286,-1.03640,-0.87168,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",1.60457,0.05197,1.76823,0.06890,0.81221,0.95549,0.33265,0.25354,0.29158,0.15005,-0.09672,-0.38301,-0.62544,-0.85041,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",1.63701,0.05666,1.94271,0.07081,0.90065,1.01835,0.33813,0.34763,0.44325,-0.06408,0.04149,-0.08950,-1.18239,-0.81132,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",2.39572,0.05758,1.97531,0.07257,1.36399,0.77967,0.48503,0.33114,0.31997,0.33984,-0.21380,-0.68845,-0.65757,-1.12605,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",1.77868,0.04670,1.57243,0.06731,1.03898,0.72399,-0.02985,0.94589,0.35748,0.11441,0.15688,-0.44613,-0.63910,-0.81415,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",1.70319,0.05438,1.86021,0.06932,0.85971,0.86303,0.53715,0.44736,0.63059,0.27923,-0.13688,-0.67629,-0.93454,-0.93654,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",1.27776,0.04758,1.61817,0.07015,0.78479,0.94657,0.41723,0.21477,0.02619,0.19247,0.23328,-0.70616,-0.68937,-0.56739,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",2.01647,0.05380,1.84156,0.07080,1.10826,0.71085,0.77740,0.27736,0.53128,0.16630,0.14429,-0.68992,-1.08213,-0.99563,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",1.99127,0.04769,1.62263,0.07273,1.04378,0.47462,0.77719,0.30903,0.31366,-0.10339,0.05707,-0.43358,-0.58566,-1.01429,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",2.10477,0.05334,1.82981,0.07420,1.35699,0.47742,0.68241,0.74982,-0.01449,-0.04659,0.06602,-0.67374,-0.81431,-0.85206,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",1.70071,0.05407,1.84775,0.06758,0.77346,0.88608,0.62779,0.44485,0.27651,0.48743,0.05612,-0.41192,-1.17348,-1.02222,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",1.32077,0.04906,1.66654,0.06702,0.82953,0.73674,0.45651,0.38353,0.06327,-0.06025,0.30614,-0.15039,-1.16078,-0.56014,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",1.46574,0.05451,1.86632,0.07036,0.73239,1.07803,0.60101,0.05110,0.59634,-0.11072,0.18567,-0.30601,-1.05993,-0.83032,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",2.33458,0.05408,1.85240,0.07110,1.31777,0.59316,0.63390,0.31008,0.43334,0.00762,-0.40069,0.08247,-0.93794,-1.09498,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",1.70934,0.05751,1.96777,0.07221,0.79110,0.91088,0.83729,0.28128,0.69087,0.45243,-0.10632,-0.82314,-1.08318,-1.03235,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",1.66872,0.05147,1.75027,0.07266,0.80500,0.92599,0.44585,0.50165,0.49268,-0.25730,0.15342,-0.58965,-0.72425,-0.93510,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",1.57961,0.05631,1.92993,0.07399,0.76372,0.71465,1.09261,0.55866,0.25541,0.12074,-0.22475,-0.64286,-0.80222,-0.90401,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",2.24830,0.05677,1.94741,0.07688,1.12391,0.88407,0.79949,0.51863,0.39340,-0.09346,-0.11210,-0.61929,-0.74681,-1.22047,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",1.84960,0.05758,1.97139,0.07321,0.77582,0.94584,0.76773,0.57803,0.24052,-0.05884,0.02665,-0.18045,-1.02247,-1.14705,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",1.55463,0.04358,1.47105,0.06480,1.10219,0.68984,-0.04342,0.61208,0.19076,-0.21235,0.14417,-0.22140,-0.27930,-0.50985,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",1.68353,0.04449,1.50256,0.06634,1.01533,0.95755,0.22637,0.47915,0.11450,0.16785,-0.36935,-0.15550,-0.24968,-0.73134,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",1.99103,0.05146,1.76386,0.06645,1.28212,0.61540,0.50365,0.24386,0.30712,0.30341,-0.25758,-0.56912,-0.68032,-0.79718,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",1.61345,0.04464,1.52345,0.07148,1.03319,0.73705,0.05624,0.27105,0.02814,0.34197,-0.11026,-0.59526,-0.25999,-0.65087,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",1.52028,0.04485,1.51229,0.06128,0.86723,0.51665,0.39695,0.75350,0.09368,-0.13441,0.02783,-0.05523,-0.29941,-0.71467,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",2.04566,0.05203,1.78088,0.06292,1.23058,0.53607,0.36203,0.16983,0.62552,-0.28739,-0.05492,-0.11476,-0.62963,-0.90994,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",1.06790,0.04631,1.57763,0.06615,0.62341,0.82848,0.39637,0.06188,0.06562,-0.08925,0.15940,0.27382,-0.96636,-0.52426,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",1.99930,0.05241,1.79433,0.06348,1.16092,0.80293,0.55077,0.17253,0.17882,0.63676,-0.54168,-0.17336,-0.91484,-0.91658,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",1.51396,0.04696,1.60021,0.06731,0.90242,0.67930,0.39057,0.37604,0.01869,0.16907,-0.01827,-0.21468,-0.78214,-0.67906,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",2.07810,0.05176,1.77736,0.06809,1.49950,0.44326,0.06219,0.37584,0.36456,0.00646,-0.17143,0.13039,-1.09198,-0.68121,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",1.57757,0.04729,1.59562,0.06656,1.12176,0.79443,-0.11703,0.78315,0.36732,-0.03473,0.13294,-0.74546,-0.31933,-0.51819,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",1.75182,0.05389,1.84605,0.06653,0.98408,1.00461,0.23179,0.19988,0.49853,0.15183,0.05547,-0.74972,-0.59201,-0.85510,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",1.53136,0.04701,1.60314,0.07084,0.98005,0.47838,0.47653,-0.15313,0.05385,0.59798,-0.04617,-0.21910,-0.69663,-0.63165,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",2.13887,0.05524,1.89342,0.06859,1.29539,0.85848,0.20384,0.53233,0.63193,0.27529,-0.54179,-0.71821,-0.66781,-0.92521,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",1.81807,0.04839,1.65096,0.07363,1.09504,0.91935,-0.07614,0.41759,0.05602,0.50471,0.06980,-0.98914,-0.38894,-0.79027,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",2.28009,0.05284,1.81700,0.07292,1.55385,0.51124,0.29362,0.19901,0.08258,0.55253,-0.29031,-0.24272,-0.93908,-0.81306,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",1.61460,0.05546,1.89793,0.06474,0.88815,1.06963,0.49889,0.17121,0.31052,0.28433,-0.14801,-0.38328,-0.93799,-0.81921,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",1.77250,0.04988,1.69905,0.06790,0.93700,0.64298,0.24524,0.03125,0.52341,0.12546,-0.06687,-0.13583,-0.54119,-0.90266,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",2.03580,0.05400,1.85314,0.06850,1.14339,0.69081,0.35693,0.11132,-0.03466,0.39834,0.00711,0.00715,-0.75991,-0.98099,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",2.28076,0.05552,1.90631,0.07023,1.32317,0.67528,0.51811,0.05710,0.30941,0.51650,-0.24975,-0.37950,-0.78143,-1.05204,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",1.76019,0.04607,1.55237,0.06524,1.14130,0.32639,0.43239,0.38995,0.72635,-0.12745,0.13942,-0.13844,-0.73639,-0.68415,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",1.72837,0.05297,1.81254,0.06640,1.03467,0.75440,0.38791,0.29323,0.60440,0.21933,0.00334,-0.72185,-0.85635,-0.77937,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",1.27054,0.04641,1.58010,0.06915,0.79970,0.72239,0.61372,-0.32440,0.27866,0.36491,0.01094,-0.35621,-0.68685,-0.55246,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",1.91258,0.05320,1.82151,0.06800,1.04549,0.97389,0.58389,-0.05092,0.79310,0.25549,-0.30457,-0.58555,-0.81160,-0.95242,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",1.78726,0.04711,1.60455,0.07125,0.99104,0.81145,0.53253,0.19608,0.13421,-0.10031,0.10665,-0.25769,-0.68218,-0.86781,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",1.99298,0.05198,1.78465,0.07196,1.29457,0.79027,0.27094,0.09699,0.69149,-0.12335,-0.15110,-0.14838,-0.98662,-0.80368,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",2.01658,0.05324,1.82017,0.06454,0.93135,0.61967,0.76978,0.36031,0.04099,0.39770,0.06846,-0.43711,-0.63962,-1.19270,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",1.56877,0.04846,1.64769,0.06587,0.94570,0.61984,0.35837,0.22519,0.10101,-0.00522,0.57577,-0.40415,-0.86314,-0.69899,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",1.61192,0.05306,1.81825,0.06792,0.80372,1.04726,0.24527,0.11594,0.16361,0.45606,-0.03869,-0.09585,-0.85273,-0.89970,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",2.33469,0.05335,1.82872,0.06898,1.28225,0.41055,0.68812,0.42181,-0.01308,0.26606,0.02082,-0.29228,-0.69429,-1.15502,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",1.61526,0.05650,1.93353,0.06895,0.93261,0.90809,0.43131,0.55784,0.39777,0.47565,-0.25480,-0.43289,-1.33629,-0.77383,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",1.48306,0.05017,1.70737,0.07123,0.82690,0.80886,0.55010,0.18003,0.21182,0.33123,-0.12753,-0.20394,-1.00644,-0.72732,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",1.44943,0.05471,1.87662,0.07169,0.63202,1.30916,0.51478,0.28471,0.17565,0.13855,0.00181,-0.26518,-0.92267,-0.92254,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",2.22920,0.05568,1.91133,0.07433,1.29144,0.54723,0.88783,0.30011,0.30333,0.22057,-0.18024,-0.51403,-0.89522,-1.03589,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",2.10794,0.05654,1.93746,0.07055,1.10987,0.78604,0.66649,-0.13900,0.49153,0.12866,0.11468,-0.17354,-0.95745,-1.08149,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",1.67796,0.04710,1.58704,0.06628,1.11165,0.40905,0.65921,0.44018,0.56886,-0.17845,0.14408,-0.49063,-0.57092,-0.63361,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",1.98326,0.05406,1.85030,0.06763,1.12651,0.64687,0.59350,0.21749,0.75026,-0.04360,0.04672,-0.86179,-0.61321,-0.94543,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",1.56413,0.04749,1.61647,0.06982,1.02635,0.66547,0.59377,-0.20793,0.02294,0.35331,0.41655,-0.74181,-0.68097,-0.61932,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",2.07937,0.05439,1.86259,0.06904,1.20196,0.78356,0.39581,0.61975,0.57318,0.08453,-0.01823,-0.92152,-0.83249,-0.96706,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",2.28113,0.04820,1.64156,0.07195,1.19009,0.65478,0.58263,0.10046,0.39138,-0.14972,-0.07691,-0.48621,-0.20315,-1.15805,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",2.13706,0.05311,1.82350,0.07279,1.46351,0.56687,0.54589,0.22928,0.18637,0.26364,-0.22646,-0.44536,-0.87068,-0.79211,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",1.86049,0.05441,1.86058,0.06555,0.96284,0.79710,0.56123,0.65324,-0.00032,0.25819,0.07872,-0.57538,-0.80033,-1.00409,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",1.63824,0.04957,1.68536,0.06645,0.96318,0.69642,0.40840,0.36798,0.16620,-0.19979,0.29333,-0.18435,-0.91296,-0.74360,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",1.57091,0.05431,1.86104,0.06863,0.88445,1.17652,0.23523,0.28497,0.27309,0.17937,-0.13000,0.05344,-1.23143,-0.78480,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",2.32975,0.05467,1.87395,0.06970,1.29561,0.74759,0.24318,0.74616,0.10434,0.24174,-0.36911,-0.07484,-0.88999,-1.12557,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",1.68708,0.05767,1.97425,0.06995,0.94267,1.08142,0.37333,0.68098,0.46747,0.30168,-0.43155,-0.36575,-1.27648,-0.85526,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",1.68536,0.05137,1.74801,0.07195,1.02447,0.76433,0.42608,0.37871,0.05409,0.37501,0.04582,-0.77339,-0.73358,-0.73627,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",1.67571,0.05591,1.91800,0.07253,0.96404,1.05556,0.28874,0.67914,0.11089,0.03908,-0.00110,-0.30023,-1.07195,-0.82234,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",2.56119,0.05691,1.95358,0.07512,1.40157,0.48628,0.98382,0.31737,0.44041,0.10822,-0.43053,-0.52313,-0.60720,-1.26681,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",1.97091,0.05776,1.97929,0.07116,1.07045,0.91498,0.50694,0.19537,0.54989,0.07575,-0.05349,-0.29169,-1.03223,-0.99462,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",1.70125,0.05495,1.87937,0.06969,0.78997,0.93005,0.48373,0.69128,0.15350,0.52099,0.03158,-0.68088,-0.99396,-1.00853,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",1.67331,0.04937,1.67743,0.07007,0.84568,0.80791,0.38200,0.50621,0.26746,-0.22497,0.35618,-0.42690,-0.80255,-0.88976,0.84997
