Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",3.70736,0.06903,2.32774,0.08496,-0.16319,0.34989,0.44112,-0.19645,-0.70334,-0.10704,-1.42683,-1.97193,-2.89994,-4.24178,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",5.97392,0.07500,2.49815,0.08022,1.27239,0.47534,0.47296,-0.57765,-0.55387,-0.91094,-0.47195,-2.32098,-2.89720,-5.00118,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",3.86050,0.06895,2.33381,0.08839,-0.43371,0.50253,0.01744,0.04200,-0.15355,-0.91644,-0.92916,-1.70397,-2.83348,-4.52447,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",6.10254,0.07604,2.53968,0.07981,1.04801,0.66930,0.15829,0.09567,-1.09339,-0.40633,-0.99383,-1.76597,-2.89112,-5.27463,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",4.29011,0.07136,2.40740,0.08270,0.18313,0.04283,0.45725,-0.27072,-0.35311,-0.20499,-1.29450,-1.88872,-3.18570,-4.38045,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",6.50473,0.08190,2.72340,0.08190,1.31568,0.22177,0.35726,0.04418,0.10048,-0.19724,-1.31698,-1.75072,-3.27783,-5.47619,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",6.35113,0.08056,2.68490,0.08155,1.08709,-0.24488,1.02936,0.01790,-0.27803,-0.36236,-0.60098,-1.66950,-3.38873,-5.55762,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",5.00496,0.07825,2.64613,0.09037,-0.15463,0.32953,0.26392,-0.05633,-0.11746,-0.16782,-0.74017,-1.76252,-3.04140,-5.42957,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",6.62713,0.08399,2.80689,0.08276,0.92731,0.53175,0.17246,0.01132,-0.01642,-0.09453,-0.69831,-2.23786,-3.05282,-5.96860,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",5.51148,0.06962,2.32050,0.07488,1.20643,-0.14147,0.38776,-0.16701,-0.78271,-0.06824,-0.97961,-2.12018,-2.94935,-4.50823,-6.65000
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",4.30093,0.06619,2.24298,0.08769,-0.03847,-0.42854,0.55143,-0.43220,-0.25678,-0.30814,-0.80471,-2.03042,-2.49269,-4.65486,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",5.86916,0.07397,2.47257,0.07672,0.88252,0.70867,0.03111,-0.22709,-0.54608,-0.32583,-0.78706,-1.99955,-3.00933,-5.21443,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",3.59639,0.06542,2.22244,0.08957,-0.53976,0.13737,-0.23430,0.34212,-0.42289,-0.81849,-0.28360,-1.64488,-3.02812,-4.42967,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",5.81981,0.07363,2.46633,0.07611,0.92062,0.29998,0.17282,-0.00021,-0.40802,-0.60847,-0.92257,-1.76941,-3.00343,-5.10443,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",4.41215,0.06915,2.34312,0.08522,-0.18674,-0.07337,0.44562,-0.26654,-0.27977,-0.45572,-0.79836,-1.75115,-2.63586,-4.88861,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",6.45717,0.08692,2.89987,0.08949,1.25730,-0.19994,0.74853,0.39468,0.33723,-0.25580,-1.09748,-2.27620,-3.44075,-5.48810,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",4.97523,0.08381,2.83954,0.09955,-0.07089,0.06520,0.08704,0.27354,0.39984,-0.13902,-0.64302,-2.01359,-3.53290,-5.37859,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",6.89117,0.08921,2.98176,0.08914,1.27495,0.58221,0.20792,0.03249,0.19520,0.06550,-1.05889,-2.09522,-3.75170,-5.89249,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",5.55879,0.08231,2.79638,0.10200,0.27896,-0.86643,0.11972,0.93820,-0.28782,0.33494,-0.42732,-2.09305,-3.40068,-5.56171,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",6.62603,0.08910,2.98506,0.08882,0.92301,0.53535,0.21536,0.55494,-0.05835,0.34163,-1.38032,-2.39259,-3.22768,-5.95909,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",5.36253,0.08493,2.87565,0.09502,0.01600,0.04117,-0.05524,0.70370,0.49109,-0.09167,-1.25127,-1.83496,-3.36074,-5.59927,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",3.69918,0.06939,2.36233,0.09947,-0.32863,-0.45622,-0.31506,0.77419,-0.17807,-0.06952,-0.66621,-2.15534,-3.19960,-4.37317,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",5.54868,0.07842,2.62781,0.08241,0.71717,0.79023,-0.28672,0.31431,-0.16663,-0.38004,-1.20658,-2.00368,-3.19767,-5.04389,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",4.07993,0.07283,2.47029,0.09273,-0.01592,-0.19020,0.10082,0.50084,0.00849,-0.68961,-1.20261,-1.63049,-3.38458,-4.43506,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",4.12838,0.07280,2.47593,0.09489,-0.38786,-0.21063,0.13889,0.39197,0.36505,-0.49482,-1.35362,-1.70378,-2.94918,-4.78788,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",5.44503,0.07086,2.34999,0.08035,0.63374,0.20262,-0.06544,0.29253,-0.11760,-0.39464,-0.99321,-1.36667,-3.01394,-5.00644,-8.26222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",5.33727,0.07020,2.33462,0.08066,0.67459,-0.33174,0.67969,0.06292,-0.11399,-0.70085,-0.84170,-1.25047,-3.09336,-4.90440,-8.26222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",3.91363,0.06778,2.29493,0.09131,-0.64906,0.11355,-0.09606,0.18130,-0.60173,0.20528,-1.25548,-1.31104,-2.65485,-4.85631,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",5.88230,0.07406,2.47094,0.08097,0.40193,0.25241,0.23627,-0.01656,-0.21452,-0.32648,-0.69280,-1.50619,-2.77901,-5.67144,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",4.49788,0.05923,1.97142,0.07338,0.61492,-0.10267,0.01482,-0.20952,-0.80217,-0.38115,-1.23316,-1.43266,-2.63079,-4.03659,-4.35965
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",2.90630,0.05561,1.88868,0.08908,-0.55589,-0.26414,-0.28866,0.39264,-1.02524,-0.33910,-1.57891,-1.08100,-2.33129,-3.83596,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",4.66231,0.06404,2.13790,0.07422,0.28417,0.55443,-0.47331,0.12363,-0.69575,-0.72620,-0.71416,-1.50284,-2.80802,-4.53243,-4.43460
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",2.61571,0.05567,1.89621,0.09132,-0.94046,-0.05306,0.05710,-0.13869,-0.59202,-0.97696,-0.43676,-1.34400,-2.61281,-3.88107,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",5.59186,0.06432,2.15302,0.07429,0.76549,-0.14689,0.08359,-0.25283,-0.63921,-0.62484,-1.00263,-1.26006,-2.40126,-4.97804,-4.43460
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",3.26059,0.05980,2.03009,0.08607,-0.52193,-0.30594,0.34715,0.01172,-1.02881,-0.36017,-1.15876,-1.15475,-2.61701,-4.06082,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",5.28320,0.07496,2.49497,0.08816,0.51097,-0.09106,0.48175,0.23850,0.11037,-0.12089,-1.23999,-2.09188,-2.66036,-4.99644,-8.26222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",3.58840,0.07209,2.44468,0.10017,-0.71118,-0.17276,0.07571,0.02745,0.35331,-0.13639,-0.92874,-1.72607,-3.12354,-4.68886,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",5.97697,0.07791,2.59893,0.08677,0.80005,-0.13309,0.05194,0.05503,0.58718,-0.39311,-0.72568,-2.04959,-3.16042,-5.40124,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",3.90008,0.07131,2.42555,0.10295,-0.53774,-0.41736,0.04054,0.13466,-0.31711,0.26809,-0.56163,-1.88752,-3.04383,-4.71305,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",5.68507,0.07822,2.61735,0.08745,0.33025,0.09766,0.35368,0.64884,-0.26564,-0.14938,-1.10717,-1.80366,-2.87225,-5.58180,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",4.12432,0.07409,2.51079,0.09576,-0.51114,-0.20191,0.11849,0.26993,-0.08651,0.13132,-0.70885,-1.80976,-3.27241,-4.89018,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",2.19344,0.05816,1.98500,0.10099,-1.14796,-0.16598,0.01805,-0.03545,-0.55489,-0.20248,-0.91902,-1.65556,-2.64895,-3.69801,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",4.91765,0.06762,2.26411,0.08025,0.33277,0.38568,-0.14799,0.12108,-0.82255,-0.21641,-1.28026,-1.30479,-2.84686,-4.74425,-4.43460
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",3.14418,0.06220,2.11364,0.09345,-0.46195,-0.50200,-0.08207,0.50131,-0.47998,-0.83142,-0.82974,-1.05277,-3.27369,-3.94787,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",2.93733,0.06272,2.13723,0.09596,-0.92969,-0.20660,0.09077,0.32000,-0.24530,-0.57568,-1.31931,-1.23837,-2.75883,-4.07871,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",5.03133,0.07083,2.36557,0.08421,0.31377,-0.45244,0.79548,0.39645,-0.34241,-0.79922,-0.58493,-1.49541,-2.80869,-4.90961,-8.26222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.56148,0.06806,2.31764,0.10196,-0.90166,-0.23092,0.08944,-0.22124,0.11798,-0.60293,-0.00462,-1.20839,-3.16306,-4.85881,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",5.96723,0.07579,2.53771,0.08356,0.56432,-0.14426,0.20895,0.26572,-0.20751,0.16090,-1.29311,-1.30153,-2.95620,-5.64476,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",3.43185,0.06691,2.28313,0.10314,-0.82621,-0.56448,0.30679,-0.27121,-0.15801,-0.13707,-0.35137,-1.37926,-3.00866,-4.63673,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",5.56849,0.07475,2.50849,0.08391,0.17509,-0.23240,0.42987,0.92739,-0.49382,-0.61858,-0.81975,-1.56055,-2.52783,-5.60891,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",4.26118,0.07083,2.40989,0.09746,-0.77547,-0.08292,-0.11202,0.24777,0.16639,-0.80130,-0.06523,-1.88621,-2.36659,-5.33661,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",2.11793,0.05371,1.84145,0.10273,-1.07972,-0.69290,-0.02307,-0.13662,-0.03127,-0.67707,-0.76126,-1.23786,-2.71119,-3.68493,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",4.76085,0.06396,2.15060,0.07809,0.14839,0.07647,-0.09954,0.07909,-0.22197,-0.94923,-0.75497,-1.68653,-2.24658,-4.80990,-4.43460
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",2.79426,0.05873,2.00704,0.09768,-1.06927,-0.06462,-0.02679,-0.12193,0.06497,-1.22261,-0.53582,-1.42285,-2.43266,-4.16094,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",2.82137,0.05877,2.01109,0.09804,-0.94621,-0.38110,0.12238,-0.41340,0.56139,-1.06078,-1.06887,-0.86200,-2.84378,-4.09286,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",3.43053,0.07069,2.42025,0.11518,-1.04064,-0.22797,-0.47393,0.42825,-0.28988,-0.00617,-0.06277,-1.45456,-3.15114,-4.85538,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",5.55754,0.07960,2.67479,0.09143,-0.01478,-0.26448,0.60010,0.71631,0.19309,-0.43184,-0.75823,-1.88859,-2.74352,-5.81040,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.76278,0.07447,2.54043,0.10747,-0.84519,-0.31063,0.00612,0.37079,-0.05700,0.20343,-0.83914,-1.65864,-2.89440,-5.01738,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",3.86449,0.07370,2.51836,0.10855,-0.82625,-0.54331,-0.14653,0.55184,0.08652,-0.29626,-0.10770,-1.61633,-3.15888,-5.01919,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",2.85456,0.06076,2.08551,0.10910,-1.01456,-0.92417,0.11205,0.25730,-0.12817,-0.70295,-0.57732,-1.58578,-2.31222,-4.19948,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",5.93861,0.07756,2.57170,0.08193,0.92408,0.89404,0.26179,-0.06829,-0.49458,-0.74803,-0.77033,-1.58909,-3.10331,-5.26542,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",6.29890,0.07748,2.57427,0.08110,1.09585,0.63000,0.01849,-0.01074,-0.30208,-0.45356,-0.89985,-1.68245,-2.89638,-5.46331,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",4.92610,0.07522,2.53283,0.08476,-0.03374,0.30756,0.36835,0.22380,-0.74883,-0.22758,-0.94124,-1.49136,-3.10324,-5.21339,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",6.63897,0.07994,2.66428,0.08297,1.01750,0.59071,0.18664,0.04032,-0.44426,-0.59240,-0.50562,-2.03378,-2.75544,-5.90446,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",5.63931,0.06786,2.25367,0.07435,1.07020,0.46194,0.06869,-0.40654,-0.66669,-0.56323,-0.63746,-2.07433,-2.59091,-4.76933,-6.65000
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",3.55454,0.06460,2.17774,0.08047,-0.17413,0.12873,0.76425,-0.40828,-1.02261,-0.34979,-0.85575,-1.99845,-2.93983,-4.04781,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",6.13007,0.07091,2.36296,0.07682,1.18995,0.21954,0.39506,-0.37457,-0.63650,-1.01643,-0.72579,-1.60234,-2.68682,-5.20794,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.09098,0.06447,2.17962,0.08283,-0.22235,0.53776,-0.32323,-0.15995,-0.66641,-0.40450,-0.85853,-1.59173,-2.59950,-4.53635,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",5.85689,0.07144,2.38562,0.07591,0.95425,0.50128,0.29740,-0.67688,-0.29057,-0.79048,-0.71392,-1.91519,-2.67161,-5.11668,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",3.98239,0.06741,2.27327,0.07928,-0.12987,0.60162,0.07185,-0.32515,-0.58213,-0.42644,-1.09883,-1.71323,-2.85692,-4.36996,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",6.24434,0.08258,2.74523,0.08794,1.16969,0.40588,0.21605,0.28855,-0.00194,-0.53920,-1.22637,-1.71390,-3.25115,-5.36022,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",4.92327,0.07980,2.68897,0.09145,-0.04228,0.36934,0.53383,-0.23734,0.15565,-0.31623,-0.97239,-1.96795,-3.16894,-5.27808,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",7.09062,0.08360,2.78560,0.08854,1.41864,0.31123,0.09829,0.21379,-0.53619,-0.18992,-0.53173,-2.14279,-3.08430,-6.01427,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",5.05930,0.07956,2.68896,0.09420,0.09133,-0.02657,-0.05393,0.51960,0.26786,-0.57705,-0.65373,-1.96898,-3.32239,-5.17200,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",6.67180,0.08453,2.82327,0.08807,1.01234,0.70763,-0.01297,0.24246,-0.06683,-0.49523,-0.94940,-1.87090,-3.06413,-5.94112,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",5.12087,0.08106,2.73158,0.08877,0.04227,0.34219,0.34446,-0.15269,0.06033,-0.12375,-0.89123,-1.74078,-3.46962,-5.27631,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",3.83655,0.06818,2.30750,0.09000,-0.46560,0.49249,-0.01561,-0.03902,-0.08482,-0.84396,-0.94310,-1.66822,-2.82007,-4.54135,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",5.93139,0.07519,2.51058,0.08134,0.92200,0.73893,0.08600,0.04406,-0.97618,-0.42456,-1.01936,-1.64882,-2.92770,-5.25594,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",4.11798,0.07058,2.38031,0.08443,0.11868,0.10784,0.34160,-0.20070,-0.38822,-0.20922,-1.37327,-1.73710,-3.27627,-4.29449,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",4.25984,0.07111,2.40564,0.08717,-0.22335,0.36730,-0.18232,0.47245,-0.36687,-0.43171,-1.21649,-1.76642,-2.88010,-4.65036,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",6.17181,0.07973,2.65663,0.08318,0.98915,-0.23090,0.94467,0.00906,-0.10304,-0.43712,-0.60543,-1.59194,-3.44741,-5.49546,-8.99660
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",5.03641,0.07742,2.61781,0.09209,-0.15755,0.23158,0.14737,0.00886,0.00520,-0.25174,-0.65395,-1.67668,-3.07475,-5.46258,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",6.59503,0.08306,2.77543,0.08445,0.87924,0.50386,0.17627,0.07692,-0.10016,-0.01499,-0.81821,-2.12802,-3.00777,-5.99330,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",4.95361,0.07616,2.58089,0.09384,-0.15459,-0.14851,-0.17367,0.70961,-0.09632,-0.66269,-0.12241,-1.48166,-3.37957,-5.39026,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",6.65800,0.08245,2.75957,0.08354,0.98097,0.20977,0.50347,0.14795,-0.22284,-0.36913,-0.45964,-2.16898,-3.02956,-5.94434,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",5.18862,0.07925,2.67919,0.08934,-0.14377,0.11521,0.42910,-0.13962,0.27613,-0.25039,-0.76037,-1.67592,-3.14110,-5.56789,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",3.70141,0.06473,2.19902,0.09112,-0.46428,0.02594,-0.32480,0.36714,-0.43274,-0.85340,-0.04098,-1.80281,-2.93011,-4.46596,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",5.65204,0.07281,2.43846,0.07775,0.84393,0.42499,-0.12036,0.05360,-0.34459,-0.49873,-0.95606,-1.77037,-3.03736,-5.02582,-10.29938
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",4.27669,0.06841,2.31767,0.08692,-0.12449,-0.20308,0.48667,-0.48913,-0.13223,-0.50381,-0.64941,-1.72614,-2.85422,-4.69791,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",4.31551,0.06830,2.31832,0.08829,-0.24921,0.05496,-0.36181,0.62571,-0.32440,-0.39634,-1.04281,-1.62351,-2.73113,-4.79689,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",5.42765,0.08143,2.76608,0.10361,0.18545,-0.77350,-0.09379,1.03045,-0.24579,0.27568,-0.28894,-2.15663,-3.36879,-5.53209,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",6.56336,0.08807,2.95019,0.09053,0.94252,0.45268,0.28294,0.41942,0.00181,0.27619,-1.34347,-2.40373,-3.19830,-5.89518,-11.31910
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",5.28160,0.08396,2.84212,0.09691,0.04215,0.01981,-0.13651,0.76851,0.23884,-0.03061,-1.04216,-1.65446,-3.63784,-5.51376,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",5.42473,0.08326,2.82504,0.09877,-0.01696,-0.63708,0.41590,0.93361,0.16757,-0.13836,-0.71884,-1.81291,-3.42141,-5.69909,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",4.05701,0.07196,2.44680,0.09657,-0.35029,-0.38016,0.23514,0.43389,0.10426,-0.31353,-1.33596,-1.60150,-3.09618,-4.69286,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",5.20226,0.06940,2.30778,0.08227,0.58490,-0.29894,0.44336,0.33750,-0.10465,-0.80446,-0.78291,-1.29918,-3.03067,-4.86500,-8.26222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",3.93394,0.06702,2.26865,0.09290,-0.65548,0.04543,-0.15966,0.06983,-0.41305,0.09396,-1.07926,-1.29709,-2.64787,-4.88744,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",5.75771,0.07329,2.44473,0.08268,0.34937,0.22760,0.17580,0.05573,-0.28025,-0.20635,-0.77976,-1.46675,-2.78751,-5.61268,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",4.01402,0.06652,2.25735,0.09499,-0.62447,-0.29025,-0.00169,0.07365,-0.00063,-0.93622,0.18744,-1.55093,-2.91183,-4.90976,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",5.94665,0.07313,2.44487,0.08254,0.70559,-0.26352,0.62334,-0.03519,-0.48195,-0.55365,-0.37963,-1.80518,-2.68125,-5.45544,-8.96200
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",4.43436,0.06963,2.35645,0.09020,-0.35797,-0.47593,0.32239,0.03378,-0.14246,-0.25281,-0.67902,-1.30716,-2.96104,-5.06024,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",2.68869,0.05503,1.87398,0.09278,-0.88750,-0.08984,-0.25432,0.02549,-0.51250,-1.05010,-0.37032,-1.31460,-2.57167,-3.90522,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",5.57104,0.06362,2.12959,0.07589,0.76206,-0.19511,-0.00831,-0.28835,-0.60159,-0.46201,-1.02250,-1.37369,-2.30786,-4.97317,-4.43460
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",3.29817,0.05908,2.00523,0.08774,-0.48075,-0.46218,0.36803,-0.00213,-0.85203,-0.55866,-1.11523,-0.97581,-2.71772,-4.05339,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",3.29841,0.05954,2.02517,0.08952,-0.78535,-0.01736,-0.32221,0.37387,-0.39224,-0.92162,-0.74364,-1.10721,-2.67926,-4.28152,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",3.71486,0.07049,2.39712,0.10447,-0.65638,-0.33709,0.01499,0.01080,-0.20434,0.13769,-0.34544,-1.93185,-3.06562,-4.66725,#N/A
