Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",15.44118,0.15873,5.32793,0.12166,4.36532,2.78681,3.29994,3.30218,3.01145,1.67321,0.38715,-0.52879,-4.21318,-12.72472,-16.15139
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",15.73538,0.16305,5.48085,0.12564,4.60885,3.27461,3.31240,3.35094,2.20894,1.61855,0.71422,-1.25891,-3.67413,-12.72628,-16.14768
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",15.51056,0.15773,5.29904,0.12180,4.26713,3.48008,3.36528,3.24049,2.13151,1.86799,0.63481,-0.59781,-3.90997,-13.11783,-17.94166
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",15.18924,0.17044,5.75509,0.13175,4.31100,3.97764,2.96036,3.48120,2.84800,1.35460,0.89000,-0.97140,-4.75628,-12.91611,-16.14768
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26)",14.18916,0.15893,5.33756,0.12274,4.78326,3.55261,3.24003,2.57649,1.94938,1.47887,0.37838,-1.16152,-4.33951,-10.87157,-16.11407
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",17.06619,0.19530,6.78586,0.16743,4.61944,4.15931,3.01303,3.43819,3.29967,1.29411,0.79106,-1.54917,-5.92725,-15.84198,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",15.45159,0.18224,6.22003,0.14679,4.12942,4.43327,2.92727,3.25510,2.55977,2.04941,1.35785,-1.64991,-5.72530,-13.87476,-14.41293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18)",17.86249,0.18757,6.35083,0.12670,5.65131,3.87854,3.77630,3.45137,2.46305,1.32153,0.15333,-0.86987,-4.75491,-13.83380,-19.59292
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9)",17.57758,0.19168,6.49911,0.12987,5.57458,4.29296,4.12477,3.46146,2.35556,0.80633,0.37319,-1.47798,-4.54596,-13.70615,-19.56105
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21)",17.89411,0.19355,6.57052,0.12927,5.59575,5.08340,3.67508,3.19192,2.14814,2.07337,-0.00098,-1.87382,-4.61742,-14.15452,-20.04718
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",18.25481,0.20451,6.97418,0.13604,6.13535,4.35513,4.32993,3.34154,2.64694,1.54394,0.12159,-2.00555,-5.27882,-14.07254,-19.56105
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26)",16.74635,0.19328,6.54906,0.12619,6.40330,4.01984,4.15753,2.79777,2.57149,1.26230,-0.86047,-1.76421,-5.28206,-11.80646,-19.54549
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30)",20.23233,0.22694,7.93945,0.16554,6.33329,4.36235,4.19605,3.87443,3.04368,1.13411,0.02980,-2.54284,-5.94221,-17.10896,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",18.43429,0.21160,7.28510,0.15051,5.95226,4.88927,3.10919,3.52225,2.84306,1.98043,0.49985,-2.81099,-5.76968,-14.81120,-17.40686
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",14.94184,0.15570,5.21551,0.11898,4.15866,3.34600,2.85252,3.54556,2.68783,1.37824,0.56599,-0.92864,-3.88295,-12.25815,-16.15139
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21)",14.94295,0.14835,4.96498,0.11485,3.82611,2.95879,3.32377,3.30632,2.90178,1.24667,0.49373,-0.11940,-3.91508,-12.60143,-17.96629
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",15.44118,0.15873,5.32793,0.12166,4.36532,2.78681,3.29994,3.30218,3.01145,1.67321,0.38715,-0.52879,-4.21318,-12.72472,-16.15139
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",14.60309,0.15396,5.15258,0.11615,4.52170,3.12722,2.90812,2.80083,3.22648,1.11190,0.31825,-0.99035,-4.10995,-11.28343,-16.14466
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",17.80221,0.18728,6.45363,0.15464,4.66459,3.27093,3.08436,3.72513,3.15903,2.05774,-0.40164,-1.11638,-4.99049,-15.89362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",16.26950,0.17196,5.83365,0.13687,4.33139,3.50417,3.29622,2.61035,2.69849,2.17419,0.55716,-1.13360,-4.43427,-13.99683,-14.41958
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",15.16914,0.15359,5.14507,0.11744,4.13846,3.29570,3.73846,2.98375,2.19716,1.51040,0.87853,-1.45829,-3.21149,-12.55902,-17.94166
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",15.73538,0.16305,5.48085,0.12564,4.60885,3.27461,3.31240,3.35094,2.20894,1.61855,0.71422,-1.25891,-3.67413,-12.72628,-16.14768
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26)",14.62731,0.15372,5.14824,0.11899,4.62028,3.39096,3.29074,2.60320,1.81934,1.76503,-0.06106,-0.93539,-3.53734,-11.31837,-16.11407
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",16.95168,0.18818,6.49835,0.15850,4.43321,3.61313,3.92031,3.41953,2.57235,1.40695,-0.30143,-1.26559,-4.71377,-15.57146,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",15.52373,0.17655,5.99946,0.14024,4.17639,4.00376,3.40553,3.12504,2.65217,1.21078,0.81865,-1.37903,-4.75305,-13.62748,-14.41293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",15.51056,0.15773,5.29904,0.12180,4.26713,3.48008,3.36528,3.24049,2.13151,1.86799,0.63481,-0.59781,-3.90997,-13.11783,-17.94166
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26)",14.53988,0.14891,4.97954,0.11268,4.73985,3.09252,3.41345,2.34668,1.83698,1.74314,0.43029,-1.48604,-3.34837,-11.09276,-17.92163
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",17.62672,0.18667,6.44104,0.15719,4.50321,3.55520,3.35214,3.61935,2.85652,1.66969,0.95690,-1.39671,-5.32055,-16.32246,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",15.90873,0.17069,5.79403,0.13794,4.13797,3.88050,2.94555,3.12607,2.53667,2.13024,1.46636,-2.45629,-4.24023,-14.03093,-14.86437
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26)",14.18916,0.15893,5.33756,0.12274,4.78326,3.55261,3.24003,2.57649,1.94938,1.47887,0.37838,-1.16152,-4.33951,-10.87157,-16.11407
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",17.06619,0.19530,6.78586,0.16743,4.61944,4.15931,3.01303,3.43819,3.29967,1.29411,0.79106,-1.54917,-5.92725,-15.84198,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",15.45159,0.18224,6.22003,0.14679,4.12942,4.43327,2.92727,3.25510,2.55977,2.04941,1.35785,-1.64991,-5.72530,-13.87476,-14.41293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",16.49894,0.18506,6.39761,0.16119,4.51303,4.12383,3.62920,2.56173,2.57987,1.32236,-0.24107,-1.32536,-4.88268,-14.56437,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW36)",14.69136,0.17429,5.91941,0.13826,4.47619,3.79734,3.61309,2.52608,2.58733,1.32937,0.18564,-1.64843,-4.94346,-12.10217,-14.36075
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",16.92547,0.20046,6.98853,0.17457,4.34239,4.13792,4.08895,3.21259,2.87297,1.62185,0.64329,-1.69830,-5.90276,-16.23829,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9)",16.97355,0.18051,6.09260,0.12346,5.22509,3.92534,3.63311,3.64987,2.43419,0.80343,0.37756,-1.07300,-4.35895,-13.26500,-19.59292
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21)",17.31228,0.17860,6.03001,0.12217,5.34826,4.09577,3.40688,3.52260,2.30601,1.33366,-0.19124,-0.17559,-4.91194,-13.47088,-20.08305
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",17.86249,0.18757,6.35083,0.12670,5.65131,3.87854,3.77630,3.45137,2.46305,1.32153,0.15333,-0.86987,-4.75491,-13.83380,-19.59292
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26)",16.34427,0.18294,6.17208,0.12049,5.73806,4.38198,3.39079,3.06541,2.53281,1.13782,-0.13073,-1.76840,-4.92481,-11.88404,-19.59226
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30)",20.19127,0.21418,7.42597,0.15414,6.05425,4.03909,3.80971,3.62851,3.23406,1.46428,-0.78653,-1.72660,-5.33939,-16.83943,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",18.46686,0.19696,6.73155,0.14066,5.70409,4.14202,3.60831,3.20789,2.28665,1.80087,0.07483,-1.53639,-4.86239,-14.82074,-17.37249
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21)",16.96768,0.18364,6.20577,0.12416,5.16709,4.39699,4.00510,3.37429,2.01283,1.45609,0.29444,-1.62968,-4.39533,-13.35897,-20.04718
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",17.57758,0.19168,6.49911,0.12987,5.57458,4.29296,4.12477,3.46146,2.35556,0.80633,0.37319,-1.47798,-4.54596,-13.70615,-19.56105
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26)",16.98480,0.18185,6.13727,0.12241,5.90570,3.84731,3.67772,3.20512,1.97350,1.76092,-0.95879,-1.52280,-3.99005,-12.38505,-19.54549
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30)",19.23538,0.21473,7.45886,0.15776,5.82496,3.99260,4.42990,3.86266,2.65938,1.14714,-0.39361,-2.10269,-5.51079,-16.36958,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",18.19242,0.20154,6.89850,0.14356,5.53634,4.44967,3.72153,3.65706,2.42988,1.55508,-0.10778,-2.04068,-4.80779,-14.74071,-17.40686
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24)",17.89411,0.19355,6.57052,0.12927,5.59575,5.08340,3.67508,3.19192,2.14814,2.07337,-0.00098,-1.87382,-4.61742,-14.15452,-20.04718
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26)",16.71681,0.18445,6.22652,0.11969,6.05296,4.11191,4.14263,2.55490,2.25721,1.72828,-0.51716,-2.26225,-4.61392,-11.98039,-20.03590
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30)",19.78408,0.21871,7.60589,0.15768,5.93738,4.41686,3.76048,4.15603,2.91055,1.97386,-0.46157,-1.91807,-6.32391,-16.94928,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",18.45720,0.20156,6.90717,0.14418,5.63196,4.73705,3.42995,3.18590,2.86410,1.80300,0.69447,-2.55274,-5.30810,-14.96421,-17.68498
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",16.74635,0.19328,6.54906,0.12619,6.40330,4.01984,4.15753,2.79777,2.57149,1.26230,-0.86047,-1.76421,-5.28206,-11.80646,-19.54549
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30)",20.23233,0.22694,7.93945,0.16554,6.33329,4.36235,4.19605,3.87443,3.04368,1.13411,0.02980,-2.54284,-5.94221,-17.10896,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",18.43429,0.21160,7.28510,0.15051,5.95226,4.88927,3.10919,3.52225,2.84306,1.98043,0.49985,-2.81099,-5.76968,-14.81120,-17.40686
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30)",18.91796,0.21600,7.51219,0.15891,6.00287,4.61675,3.84991,3.27305,3.06049,1.34439,-0.65189,-2.32738,-6.00804,-15.41049,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",17.10785,0.20345,6.96310,0.14131,6.00102,4.62882,3.65733,2.92978,2.61263,1.69208,-0.77512,-2.61641,-5.38200,-12.92518,-17.31153
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",19.75423,0.22755,7.98207,0.17318,6.00042,4.75938,3.76644,3.75531,2.89783,1.91988,0.15915,-2.79949,-6.11943,-17.18238,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",15.05042,0.14748,4.92783,0.11257,4.02134,3.12151,3.15656,3.23194,2.18878,1.52245,0.72464,-0.80836,-3.28119,-12.37745,-17.96629
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",14.94184,0.15570,5.21551,0.11898,4.15866,3.34600,2.85252,3.54556,2.68783,1.37824,0.56599,-0.92864,-3.88295,-12.25815,-16.15139
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",14.80823,0.15071,5.03605,0.11437,4.52384,3.09807,3.06844,3.02838,1.91785,1.96284,0.22462,-1.38672,-3.24317,-11.46947,-16.14466
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",17.10736,0.18219,6.25572,0.14911,4.36803,3.55967,3.49025,3.32829,3.16573,1.15706,-0.11431,-1.67172,-4.29514,-15.30361,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",16.13108,0.16893,5.71614,0.13286,4.24063,3.39725,3.29582,3.15866,2.60731,1.36978,0.70762,-1.32001,-4.00797,-13.78550,-14.41958
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",14.94295,0.14835,4.96498,0.11485,3.82611,2.95879,3.32377,3.30632,2.90178,1.24667,0.49373,-0.11940,-3.91508,-12.60143,-17.96629
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",14.35978,0.14523,4.84652,0.10895,4.13375,3.63504,2.75261,2.84388,2.00798,1.82995,0.50175,-1.27480,-3.35061,-11.40362,-17.96545
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",17.82431,0.17918,6.14189,0.14623,4.45555,3.02339,3.26799,3.61213,3.14728,1.67061,0.23825,-1.31277,-4.44969,-15.96634,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",15.65372,0.16188,5.47073,0.13021,3.89905,3.42802,3.11290,2.84693,2.80091,1.83540,0.40655,-0.76693,-4.25841,-13.60311,-14.81467
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26)",14.60309,0.15396,5.15258,0.11615,4.52170,3.12722,2.90812,2.80083,3.22648,1.11190,0.31825,-0.99035,-4.10995,-11.28343,-16.14466
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",17.80221,0.18728,6.45363,0.15464,4.66459,3.27093,3.08436,3.72513,3.15903,2.05774,-0.40164,-1.11638,-4.99049,-15.89362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",16.26950,0.17196,5.83365,0.13687,4.33139,3.50417,3.29622,2.61035,2.69849,2.17419,0.55716,-1.13360,-4.43427,-13.99683,-14.41958
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",16.75862,0.18181,6.24943,0.15111,4.63022,3.68147,2.90809,3.52226,2.99555,1.12448,-0.40382,-0.98582,-5.16966,-14.49772,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",15.59488,0.16882,5.71085,0.13146,4.51461,3.55552,2.88370,2.97523,2.90017,1.23413,0.74196,-1.66548,-4.49249,-12.74003,-14.40378
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",17.36964,0.19319,6.68617,0.16380,4.52594,3.70361,3.18572,3.90862,2.74358,2.10637,-0.44868,-1.18538,-5.27350,-15.89585,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",15.16914,0.15359,5.14507,0.11744,4.13846,3.29570,3.73846,2.98375,2.19716,1.51040,0.87853,-1.45829,-3.21149,-12.55902,-17.94166
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",14.29130,0.14607,4.87684,0.11057,4.20435,3.55528,3.11282,2.68662,1.84695,1.34379,0.26640,-0.82749,-3.19930,-11.29825,-17.92163
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",16.99492,0.18128,6.22567,0.14987,4.25113,3.46351,3.99425,3.00637,2.89168,1.52929,0.32612,-1.78344,-4.45014,-15.62851,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",15.73838,0.16746,5.66642,0.13271,4.02991,3.70847,3.54890,2.94635,2.34964,1.60209,1.14636,-1.92233,-3.98822,-13.70377,-14.86437
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",14.62731,0.15372,5.14824,0.11899,4.62028,3.39096,3.29074,2.60320,1.81934,1.76503,-0.06106,-0.93539,-3.53734,-11.31837,-16.11407
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",16.95168,0.18818,6.49835,0.15850,4.43321,3.61313,3.92031,3.41953,2.57235,1.40695,-0.30143,-1.26559,-4.71377,-15.57146,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",15.52373,0.17655,5.99946,0.14024,4.17639,4.00376,3.40553,3.12504,2.65217,1.21078,0.81865,-1.37903,-4.75305,-13.62748,-14.41293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",16.70562,0.17906,6.15832,0.15310,4.47556,3.69004,3.45943,2.96687,2.34438,1.11772,0.13664,-1.72256,-4.08188,-14.59371,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW36)",14.89502,0.16886,5.71565,0.13332,4.29648,3.89380,3.29446,2.74419,2.68606,0.80824,0.20879,-1.18526,-4.41346,-12.42693,-14.36075
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",16.96953,0.19477,6.75392,0.16692,4.27340,4.04686,4.15364,3.23769,2.91570,1.22639,-0.24461,-1.48389,-4.85782,-15.90249,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",14.53988,0.14891,4.97954,0.11268,4.73985,3.09252,3.41345,2.34668,1.83698,1.74314,0.43029,-1.48604,-3.34837,-11.09276,-17.92163
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",17.62672,0.18667,6.44104,0.15719,4.50321,3.55520,3.35214,3.61935,2.85652,1.66969,0.95690,-1.39671,-5.32055,-16.32246,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",15.90873,0.17069,5.79403,0.13794,4.13797,3.88050,2.94555,3.12607,2.53667,2.13024,1.46636,-2.45629,-4.24023,-14.03093,-14.86437
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",16.10614,0.17837,6.12849,0.15100,4.14785,4.18565,3.19531,2.69362,2.80936,1.54192,0.21680,-1.32828,-5.14285,-14.52319,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",14.50740,0.16451,5.55930,0.12947,4.22570,3.93010,3.16936,2.57669,2.60156,1.42256,0.32515,-2.20669,-4.16150,-12.02688,-14.75610
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",16.60087,0.19203,6.65306,0.16565,4.06631,4.15482,3.40711,3.36684,3.29752,1.67786,0.97841,-1.83377,-5.89569,-15.96292,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",16.49894,0.18506,6.39761,0.16119,4.51303,4.12383,3.62920,2.56173,2.57987,1.32236,-0.24107,-1.32536,-4.88268,-14.56437,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",14.69136,0.17429,5.91941,0.13826,4.47619,3.79734,3.61309,2.52608,2.58733,1.32937,0.18564,-1.64843,-4.94346,-12.10217,-14.36075
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",16.92547,0.20046,6.98853,0.17457,4.34239,4.13792,4.08895,3.21259,2.87297,1.62185,0.64329,-1.69830,-5.90276,-16.23829,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",16.29294,0.19244,6.67970,0.16883,4.31675,4.49829,3.81906,3.08866,2.07317,1.88798,-0.30092,-1.56372,-5.39381,-14.84453,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",17.05900,0.17369,5.84860,0.11907,5.17568,3.88274,3.63362,3.14596,2.21434,1.34213,0.15139,-0.63732,-4.32216,-13.23710,-20.08305
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",16.97355,0.18051,6.09260,0.12346,5.22509,3.92534,3.63311,3.64987,2.43419,0.80343,0.37756,-1.07300,-4.35895,-13.26500,-19.59292
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26)",16.41505,0.17538,5.90196,0.11823,5.65311,3.86466,3.49012,2.94038,2.15114,1.35449,0.06519,-1.79250,-4.15579,-12.02462,-19.59226
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30)",19.43149,0.20532,7.08784,0.14931,5.60289,4.01939,3.96093,3.54775,3.12448,0.84521,-0.76236,-1.47744,-4.88541,-16.31528,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",18.21811,0.19075,6.49590,0.13632,5.42449,4.11791,3.47532,3.15526,2.76105,0.97779,0.38018,-1.69796,-4.24327,-14.60682,-17.37249
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",17.31228,0.17860,6.03001,0.12217,5.34826,4.09577,3.40688,3.52260,2.30601,1.33366,-0.19124,-0.17559,-4.91194,-13.47088,-20.08305
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26)",16.19667,0.17554,5.90719,0.11580,5.49905,4.49359,3.10288,2.91048,2.44392,1.29578,-0.13266,-1.45303,-4.73705,-11.94181,-20.08239
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30)",19.84614,0.20675,7.13722,0.14796,5.68304,3.87562,4.22752,3.57362,3.02709,1.41968,-0.39271,-2.13231,-4.93146,-16.75285,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",18.16020,0.18856,6.42392,0.13600,5.45936,4.05041,3.60382,2.99047,2.39093,1.77991,-0.20356,-1.09798,-4.74432,-14.56211,-17.64756
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",16.34427,0.18294,6.17208,0.12049,5.73806,4.38198,3.39079,3.06541,2.53281,1.13782,-0.13073,-1.76840,-4.92481,-11.88404,-19.59226
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",20.19127,0.21418,7.42597,0.15414,6.05425,4.03909,3.80971,3.62851,3.23406,1.46428,-0.78653,-1.72660,-5.33939,-16.83943,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",18.46686,0.19696,6.73155,0.14066,5.70409,4.14202,3.60831,3.20789,2.28665,1.80087,0.07483,-1.53639,-4.86239,-14.82074,-17.37249
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",18.61953,0.20841,7.20338,0.15014,5.93724,4.15079,3.46463,3.96117,2.93529,0.95974,-0.34546,-2.45701,-5.77177,-14.99716,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",17.27026,0.19386,6.60370,0.13492,5.81922,4.24679,3.28418,2.95207,2.85456,1.72093,-0.53307,-2.16499,-5.20094,-13.13399,-17.35723
